x,y,STATION_NAME,TOTAL_PRECIPITATION_FLAG,LOCAL_MONTH,SPEED_MAX_GUST,MAX_REL_HUMIDITY,CLIMATE_IDENTIFIER,TOTAL_PRECIPITATION,TOTAL_SNOW,COOLING_DEGREE_DAYS_FLAG,LOCAL_YEAR,ID,LOCAL_DAY,MIN_REL_HUMIDITY_FLAG,SNOW_ON_GROUND_FLAG,HEATING_DEGREE_DAYS_FLAG,MEAN_TEMPERATURE,HEATING_DEGREE_DAYS,MAX_REL_HUMIDITY_FLAG,SNOW_ON_GROUND,DIRECTION_MAX_GUST_FLAG,PROVINCE_CODE,COOLING_DEGREE_DAYS,DIRECTION_MAX_GUST,MAX_TEMPERATURE,MIN_REL_HUMIDITY,TOTAL_SNOW_FLAG,LOCAL_DATE,TOTAL_RAIN_FLAG,MIN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,SPEED_MAX_GUST_FLAG,TOTAL_RAIN,MAX_TEMPERATURE_FLAG
-70.53333333333333,46.75,ARMAGH,,3,,,7050240,0,0,,1969,7050240.1969.3.30,30,,,,-10.3,28.3,,,,QC,0,,-7.8,,,1969-03-30 00:00:00,,,-12.8,,,0,
-70.53333333333333,46.75,ARMAGH,,3,,,7050240,4.6,4.6,,1969,7050240.1969.3.31,31,,,,-10.3,28.3,,,,QC,0,,-4.4,,,1969-03-31 00:00:00,,,-16.1,,,0,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,5.1,5.1,,1969,7050240.1969.4.1,1,,,,-8.7,26.7,,,,QC,0,,-0.6,,,1969-04-01 00:00:00,,,-16.7,,,0,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,0,0,,1969,7050240.1969.4.2,2,,,,-2,20,,,,QC,0,,1.1,,,1969-04-02 00:00:00,,,-5,,,0,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,0,0,,1969,7050240.1969.4.3,3,,,,-9.5,27.5,,,,QC,0,,-2.2,,,1969-04-03 00:00:00,,,-16.7,,,0,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,5.3,0,,1969,7050240.1969.4.4,4,,,,-1.7,19.7,,,,QC,0,,3.9,,,1969-04-04 00:00:00,,,-7.2,,,5.3,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,0,0,,1969,7050240.1969.4.5,5,,,,1.4,16.6,,,,QC,0,,2.8,,,1969-04-05 00:00:00,,,0,,,0,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,0,0,,1969,7050240.1969.4.6,6,,,,-1.1,19.1,,,,QC,0,,2.8,,,1969-04-06 00:00:00,,,-5,,,0,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,0,0,,1969,7050240.1969.4.7,7,,,,0.9,17.1,,,,QC,0,,5,,,1969-04-07 00:00:00,,,-3.3,,,0,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,0,0,,1969,7050240.1969.4.8,8,,,,-1.4,19.4,,,,QC,0,,3.3,,,1969-04-08 00:00:00,,,-6.1,,,0,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,5.1,0,,1969,7050240.1969.4.9,9,,,,0.6,17.4,,,,QC,0,,8.3,,,1969-04-09 00:00:00,,,-7.2,,,5.1,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,3,0,,1969,7050240.1969.4.10,10,,,,6.7,11.3,,,,QC,0,,11.1,,,1969-04-10 00:00:00,,,2.2,,,3,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,0,0,,1969,7050240.1969.4.11,11,,,,-0.8,18.8,,,,QC,0,,1.7,,,1969-04-11 00:00:00,,,-3.3,,,0,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,0,0,,1969,7050240.1969.4.12,12,,,,-1.7,19.7,,,,QC,0,,5.6,,,1969-04-12 00:00:00,,,-8.9,,,0,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,5.8,0,,1969,7050240.1969.4.13,13,,,,4.2,13.8,,,,QC,0,,9.4,,,1969-04-13 00:00:00,,,-1.1,,,5.8,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,0,0,,1969,7050240.1969.4.14,14,,,,7,11,,,,QC,0,,12.2,,,1969-04-14 00:00:00,,,1.7,,,0,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,0,0,,1969,7050240.1969.4.15,15,,,,7.8,10.2,,,,QC,0,,15.6,,,1969-04-15 00:00:00,,,0,,,0,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,6.9,0,,1969,7050240.1969.4.16,16,,,,8.4,9.6,,,,QC,0,,15,,,1969-04-16 00:00:00,,,1.7,,,6.9,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,9.7,1.5,,1969,7050240.1969.4.17,17,,,,8.9,9.1,,,,QC,0,,9.4,,,1969-04-17 00:00:00,,,8.3,,,8.1,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,2,2,,1969,7050240.1969.4.18,18,,,,2,16,,,,QC,0,,3.3,,,1969-04-18 00:00:00,,,0.6,,,0,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,0,0,,1969,7050240.1969.4.19,19,,,,-0.8,18.8,,,,QC,0,,1.7,,,1969-04-19 00:00:00,,,-3.3,,,0,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,0,0,,1969,7050240.1969.4.20,20,,,,-3.1,21.1,,,,QC,0,,2.8,,,1969-04-20 00:00:00,,,-8.9,,,0,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,0,0,,1969,7050240.1969.4.21,21,,,,0.9,17.1,,,,QC,0,,7.8,,,1969-04-21 00:00:00,,,-6.1,,,0,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,0,0,,1969,7050240.1969.4.22,22,,,,4.5,13.5,,,,QC,0,,7.2,,,1969-04-22 00:00:00,,,1.7,,,0,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,3.3,0,,1969,7050240.1969.4.23,23,,,,1.4,16.6,,,,QC,0,,2.8,,,1969-04-23 00:00:00,,,0,,,3.3,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,0,0,,1969,7050240.1969.4.24,24,,,,0.9,17.1,,,,QC,0,,2.8,,,1969-04-24 00:00:00,,,-1.1,,,0,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,3.3,0,,1969,7050240.1969.4.25,25,,,,2,16,,,,QC,0,,5,,,1969-04-25 00:00:00,,,-1.1,,,3.3,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,0,0,,1969,7050240.1969.4.26,26,,,,3.1,14.9,,,,QC,0,,7.2,,,1969-04-26 00:00:00,,,-1.1,,,0,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,11.2,0,,1969,7050240.1969.4.27,27,,,,3.1,14.9,,,,QC,0,,8.3,,,1969-04-27 00:00:00,,,-2.2,,,11.2,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,21.6,2.5,,1969,7050240.1969.4.28,28,,,,1.2,16.8,,,,QC,0,,1.7,,,1969-04-28 00:00:00,,,0.6,,,19.1,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,0,0,,1969,7050240.1969.4.29,29,,,,3.9,14.1,,,,QC,0,,8.9,,,1969-04-29 00:00:00,,,-1.1,,,0,
-70.53333333333333,46.75,ARMAGH,,4,,,7050240,0,0,,1969,7050240.1969.4.30,30,,,,3.9,14.1,,,,QC,0,,10.6,,,1969-04-30 00:00:00,,,-2.8,,,0,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,0,0,,1969,7050240.1969.5.1,1,,,,4.2,13.8,,,,QC,0,,11.7,,,1969-05-01 00:00:00,,,-3.3,,,0,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,4.8,0,,1969,7050240.1969.5.2,2,,,,7.5,10.5,,,,QC,0,,16.1,,,1969-05-02 00:00:00,,,-1.1,,,4.8,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,0,0,,1969,7050240.1969.5.3,3,,,,9.5,8.5,,,,QC,0,,12.8,,,1969-05-03 00:00:00,,,6.1,,,0,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,0,0,,1969,7050240.1969.5.4,4,,,,5.9,12.1,,,,QC,0,,10.6,,,1969-05-04 00:00:00,,,1.1,,,0,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,0,0,,1969,7050240.1969.5.5,5,,,,3.6,14.4,,,,QC,0,,10,,,1969-05-05 00:00:00,,,-2.8,,,0,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,0,0,,1969,7050240.1969.5.6,6,,,,4.8,13.2,,,,QC,0,,10.6,,,1969-05-06 00:00:00,,,-1.1,,,0,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,0,0,,1969,7050240.1969.5.7,7,,,,5.8,12.2,,,,QC,0,,12.2,,,1969-05-07 00:00:00,,,-0.6,,,0,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,20.1,0,,1969,7050240.1969.5.8,8,,,,14.2,3.8,,,,QC,0,,21.7,,,1969-05-08 00:00:00,,,6.7,,,20.1,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,6.9,0,,1969,7050240.1969.5.9,9,,,,14.2,3.8,,,,QC,0,,18.3,,,1969-05-09 00:00:00,,,10,,,6.9,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,1.5,0,,1969,7050240.1969.5.10,10,,,,8.3,9.7,,,,QC,0,,12.2,,,1969-05-10 00:00:00,,,4.4,,,1.5,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,9.4,0,,1969,7050240.1969.5.11,11,,,,5.6,12.4,,,,QC,0,,10,,,1969-05-11 00:00:00,,,1.1,,,9.4,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,4.8,0,,1969,7050240.1969.5.12,12,,,,5.9,12.1,,,,QC,0,,10.6,,,1969-05-12 00:00:00,,,1.1,,,4.8,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,4.6,0,,1969,7050240.1969.5.13,13,,,,5.6,12.4,,,,QC,0,,8.9,,,1969-05-13 00:00:00,,,2.2,,,4.6,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,0,0,,1969,7050240.1969.5.14,14,,,,6.2,11.8,,,,QC,0,,10.6,,,1969-05-14 00:00:00,,,1.7,,,0,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,0,0,,1969,7050240.1969.5.15,15,,,,7.8,10.2,,,,QC,0,,13.9,,,1969-05-15 00:00:00,,,1.7,,,0,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,0,0,,1969,7050240.1969.5.16,16,,,,13.4,4.6,,,,QC,0,,20,,,1969-05-16 00:00:00,,,6.7,,,0,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,9.9,0,,1969,7050240.1969.5.17,17,,,,15,3,,,,QC,0,,23.3,,,1969-05-17 00:00:00,,,6.7,,,9.9,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,25.4,0,,1969,7050240.1969.5.18,18,,,,8.6,9.4,,,,QC,0,,13.9,,,1969-05-18 00:00:00,,,3.3,,,25.4,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,27.9,0,,1969,7050240.1969.5.19,19,,,,11.7,6.3,,,,QC,0,,16.7,,,1969-05-19 00:00:00,,,6.7,,,27.9,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,8.6,0,,1969,7050240.1969.5.20,20,,,,16.1,1.9,,,,QC,0,,19.4,,,1969-05-20 00:00:00,,,12.8,,,8.6,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,0,0,,1969,7050240.1969.5.21,21,,,,5,13,,,,QC,0,,10,,,1969-05-21 00:00:00,,,0,,,0,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,0,0,,1969,7050240.1969.5.22,22,,,,7,11,,,,QC,0,,11.1,,,1969-05-22 00:00:00,,,2.8,,,0,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,1,0,,1969,7050240.1969.5.23,23,,,,10.6,7.4,,,,QC,0,,15.6,,,1969-05-23 00:00:00,,,5.6,,,1,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,2.5,0,,1969,7050240.1969.5.24,24,,,,13.6,4.4,,,,QC,0,,18.3,,,1969-05-24 00:00:00,,,8.9,,,2.5,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,2,0,,1969,7050240.1969.5.25,25,,,,8.9,9.1,,,,QC,0,,11.1,,,1969-05-25 00:00:00,,,6.7,,,2,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,0,0,,1969,7050240.1969.5.26,26,,,,3.9,14.1,,,,QC,0,,8.9,,,1969-05-26 00:00:00,,,-1.1,,,0,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,2.8,0,,1969,7050240.1969.5.27,27,,,,5.6,12.4,,,,QC,0,,13.9,,,1969-05-27 00:00:00,,,-2.8,,,2.8,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,6.1,0,,1969,7050240.1969.5.28,28,,,,12.5,5.5,,,,QC,0,,18.3,,,1969-05-28 00:00:00,,,6.7,,,6.1,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,0,0,,1969,7050240.1969.5.29,29,,,,14.2,3.8,,,,QC,0,,20,,,1969-05-29 00:00:00,,,8.3,,,0,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,0,0,,1969,7050240.1969.5.30,30,,,,15.3,2.7,,,,QC,0,,22.8,,,1969-05-30 00:00:00,,,7.8,,,0,
-70.53333333333333,46.75,ARMAGH,,5,,,7050240,0,0,,1969,7050240.1969.5.31,31,,,,9.4,8.6,,,,QC,0,,14.4,,,1969-05-31 00:00:00,,,4.4,,,0,
-70.53333333333333,46.75,ARMAGH,,6,,,7050240,1.3,0,,1969,7050240.1969.6.1,1,,,,10.3,7.7,,,,QC,0,,19.4,,,1969-06-01 00:00:00,,,1.1,,,1.3,
-70.53333333333333,46.75,ARMAGH,,6,,,7050240,0,0,,1969,7050240.1969.6.2,2,,,,19.5,0,,,,QC,1.5,,26.7,,,1969-06-02 00:00:00,,,12.2,,,0,
-70.53333333333333,46.75,ARMAGH,,6,,,7050240,4.6,0,,1969,7050240.1969.6.3,3,,,,16.7,1.3,,,,QC,0,,20,,,1969-06-03 00:00:00,,,13.3,,,4.6,
-70.53333333333333,46.75,ARMAGH,,6,,,7050240,0,0,,1969,7050240.1969.6.4,4,,,,11.4,6.6,,,,QC,0,,14.4,,,1969-06-04 00:00:00,,,8.3,,,0,
