x,y,LOCAL_YEAR,MAX_TEMPERATURE_FLAG,LOCAL_DAY,TOTAL_SNOW,PROVINCE_CODE,MIN_TEMPERATURE,MAX_TEMPERATURE,LOCAL_DATE,TOTAL_PRECIPITATION_FLAG,CLIMATE_IDENTIFIER,HEATING_DEGREE_DAYS_FLAG,MAX_REL_HUMIDITY,DIRECTION_MAX_GUST_FLAG,TOTAL_SNOW_FLAG,MIN_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,MIN_REL_HUMIDITY_FLAG,SNOW_ON_GROUND_FLAG,TOTAL_RAIN_FLAG,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,ID,TOTAL_RAIN,MIN_REL_HUMIDITY,COOLING_DEGREE_DAYS,MAX_REL_HUMIDITY_FLAG,STATION_NAME,DIRECTION_MAX_GUST,COOLING_DEGREE_DAYS_FLAG,SPEED_MAX_GUST_FLAG,LOCAL_MONTH,SPEED_MAX_GUST,HEATING_DEGREE_DAYS,SNOW_ON_GROUND
-70.53333333333333,46.75,1941,,26,0,QC,4.4,13.9,1941-09-26 00:00:00,,7050240,,,,,,0,,,,9.2,,7050240.1941.9.26,0,,0,,ARMAGH,,,,9,,8.8,
-70.53333333333333,46.75,1941,,27,0,QC,-1.1,22.8,1941-09-27 00:00:00,,7050240,,,,,,0,,,,10.9,,7050240.1941.9.27,0,,0,,ARMAGH,,,,9,,7.1,
-70.53333333333333,46.75,1941,,28,0,QC,-0.6,7.8,1941-09-28 00:00:00,,7050240,,,,,,0,,,,3.6,,7050240.1941.9.28,0,,0,,ARMAGH,,,,9,,14.4,
-70.53333333333333,46.75,1941,,29,0,QC,-0.6,10,1941-09-29 00:00:00,,7050240,,,,,,0,,,,4.7,,7050240.1941.9.29,0,,0,,ARMAGH,,,,9,,13.3,
-70.53333333333333,46.75,1941,,30,0,QC,0,12.2,1941-09-30 00:00:00,,7050240,,,,,,0,,,,6.1,,7050240.1941.9.30,0,,0,,ARMAGH,,,,9,,11.9,
-70.53333333333333,46.75,1941,,1,0,QC,1.7,10.6,1941-10-01 00:00:00,,7050240,,,,,,12.7,,,,6.2,,7050240.1941.10.1,12.7,,0,,ARMAGH,,,,10,,11.8,
-70.53333333333333,46.75,1941,,2,0,QC,2.2,15,1941-10-02 00:00:00,,7050240,,,,,,0,,,,8.6,,7050240.1941.10.2,0,,0,,ARMAGH,,,,10,,9.4,
-70.53333333333333,46.75,1941,,3,0,QC,6.1,17.2,1941-10-03 00:00:00,,7050240,,,,,,5.1,,,,11.7,,7050240.1941.10.3,5.1,,0,,ARMAGH,,,,10,,6.3,
-70.53333333333333,46.75,1941,,4,0,QC,7.8,20.6,1941-10-04 00:00:00,,7050240,,,,,,3.8,,,,14.2,,7050240.1941.10.4,3.8,,0,,ARMAGH,,,,10,,3.8,
-70.53333333333333,46.75,1941,,5,0,QC,4.4,13.9,1941-10-05 00:00:00,,7050240,,,,,,22.9,,,,9.2,,7050240.1941.10.5,22.9,,0,,ARMAGH,,,,10,,8.8,
-70.53333333333333,46.75,1941,,6,0,QC,1.7,12.8,1941-10-06 00:00:00,,7050240,,,,,,0,,,,7.3,,7050240.1941.10.6,0,,0,,ARMAGH,,,,10,,10.7,
-70.53333333333333,46.75,1941,,7,0,QC,7.2,17.2,1941-10-07 00:00:00,,7050240,,,,,,10.2,,,,12.2,,7050240.1941.10.7,10.2,,0,,ARMAGH,,,,10,,5.8,
-70.53333333333333,46.75,1941,,8,0,QC,6.7,12.8,1941-10-08 00:00:00,,7050240,,,,,,0,,,,9.8,,7050240.1941.10.8,0,,0,,ARMAGH,,,,10,,8.2,
-70.53333333333333,46.75,1941,,9,0,QC,4.4,8.9,1941-10-09 00:00:00,,7050240,,,,,,0,,,,6.7,,7050240.1941.10.9,0,,0,,ARMAGH,,,,10,,11.3,
-70.53333333333333,46.75,1941,,10,0,QC,2.2,4.4,1941-10-10 00:00:00,,7050240,,,,,,21.6,,,,3.3,,7050240.1941.10.10,21.6,,0,,ARMAGH,,,,10,,14.7,
-70.53333333333333,46.75,1941,,11,0,QC,0,5.6,1941-10-11 00:00:00,,7050240,,,,,,6.4,,,,2.8,,7050240.1941.10.11,6.4,,0,,ARMAGH,,,,10,,15.2,
-70.53333333333333,46.75,1941,,12,0,QC,-1.7,6.7,1941-10-12 00:00:00,,7050240,,,,,,0,,,,2.5,,7050240.1941.10.12,0,,0,,ARMAGH,,,,10,,15.5,
-70.53333333333333,46.75,1941,,13,0,QC,-0.6,11.7,1941-10-13 00:00:00,,7050240,,,,,,0,,,,5.6,,7050240.1941.10.13,0,,0,,ARMAGH,,,,10,,12.4,
-70.53333333333333,46.75,1941,,14,0,QC,0.6,12.8,1941-10-14 00:00:00,,7050240,,,,,,12.7,,,,6.7,,7050240.1941.10.14,12.7,,0,,ARMAGH,,,,10,,11.3,
-70.53333333333333,46.75,1941,,15,0,QC,4.4,13.9,1941-10-15 00:00:00,,7050240,,,,,,0,,,,9.2,,7050240.1941.10.15,0,,0,,ARMAGH,,,,10,,8.8,
-70.53333333333333,46.75,1941,,16,0,QC,-3.9,7.2,1941-10-16 00:00:00,,7050240,,,,,,0,,,,1.7,,7050240.1941.10.16,0,,0,,ARMAGH,,,,10,,16.3,
-70.53333333333333,46.75,1941,,17,0,QC,-1.7,14.4,1941-10-17 00:00:00,,7050240,,,,,,0,,,,6.4,,7050240.1941.10.17,0,,0,,ARMAGH,,,,10,,11.6,
-70.53333333333333,46.75,1941,,18,0,QC,1.1,11.7,1941-10-18 00:00:00,,7050240,,,,,,0,,,,6.4,,7050240.1941.10.18,0,,0,,ARMAGH,,,,10,,11.6,
-70.53333333333333,46.75,1941,,19,0,QC,-1.1,11.1,1941-10-19 00:00:00,,7050240,,,,,,0,,,,5,,7050240.1941.10.19,0,,0,,ARMAGH,,,,10,,13,
-70.53333333333333,46.75,1941,,20,0,QC,-1.7,12.8,1941-10-20 00:00:00,,7050240,,,,,,0,,,,5.6,,7050240.1941.10.20,0,,0,,ARMAGH,,,,10,,12.4,
-70.53333333333333,46.75,1941,,21,0,QC,1.1,10,1941-10-21 00:00:00,,7050240,,,,,,10.2,,,,5.6,,7050240.1941.10.21,10.2,,0,,ARMAGH,,,,10,,12.4,
-70.53333333333333,46.75,1941,,22,0,QC,2.8,12.2,1941-10-22 00:00:00,,7050240,,,,,,0,,,,7.5,,7050240.1941.10.22,0,,0,,ARMAGH,,,,10,,10.5,
-70.53333333333333,46.75,1941,,23,2.5,QC,7.2,9.4,1941-10-23 00:00:00,,7050240,,,,,,33,,,,8.3,,7050240.1941.10.23,30.5,,0,,ARMAGH,,,,10,,9.7,
-70.53333333333333,46.75,1941,,24,0,QC,-3.9,1.1,1941-10-24 00:00:00,,7050240,,,,,,0,,,,-1.4,,7050240.1941.10.24,0,,0,,ARMAGH,,,,10,,19.4,
-70.53333333333333,46.75,1941,,25,0,QC,-5.6,0.6,1941-10-25 00:00:00,,7050240,,,,,,0,,,,-2.5,,7050240.1941.10.25,0,,0,,ARMAGH,,,,10,,20.5,
-70.53333333333333,46.75,1941,,26,0,QC,-9.4,4.4,1941-10-26 00:00:00,,7050240,,,,,,0,,,,-2.5,,7050240.1941.10.26,0,,0,,ARMAGH,,,,10,,20.5,
-70.53333333333333,46.75,1941,,27,0,QC,-6.7,13.9,1941-10-27 00:00:00,,7050240,,,,,,12.7,,,,3.6,,7050240.1941.10.27,12.7,,0,,ARMAGH,,,,10,,14.4,
-70.53333333333333,46.75,1941,,28,0,QC,0,3.3,1941-10-28 00:00:00,,7050240,,,,,,0,,,,1.7,,7050240.1941.10.28,0,,0,,ARMAGH,,,,10,,16.3,
-70.53333333333333,46.75,1941,,29,0,QC,-8.3,0,1941-10-29 00:00:00,,7050240,,,,,,0,,,,-4.2,,7050240.1941.10.29,0,,0,,ARMAGH,,,,10,,22.2,
-70.53333333333333,46.75,1941,,30,3.8,QC,-7.8,1.7,1941-10-30 00:00:00,,7050240,,,,,,3.8,,,,-3.1,,7050240.1941.10.30,0,,0,,ARMAGH,,,,10,,21.1,
-70.53333333333333,46.75,1941,,31,0,QC,-4.4,5.6,1941-10-31 00:00:00,,7050240,,,,,,0,,,,0.6,,7050240.1941.10.31,0,,0,,ARMAGH,,,,10,,17.4,
-70.53333333333333,46.75,1941,,1,0,QC,-3.9,4.4,1941-11-01 00:00:00,,7050240,,,,,,35.6,,,,0.3,,7050240.1941.11.1,35.6,,0,,ARMAGH,,,,11,,17.7,
-70.53333333333333,46.75,1941,,2,0,QC,-3.9,5.6,1941-11-02 00:00:00,,7050240,,,,,,6.4,,,,0.9,,7050240.1941.11.2,6.4,,0,,ARMAGH,,,,11,,17.1,
-70.53333333333333,46.75,1941,,3,0,QC,2.8,5.6,1941-11-03 00:00:00,,7050240,,,,,,1.3,,,,4.2,,7050240.1941.11.3,1.3,,0,,ARMAGH,,,,11,,13.8,
-70.53333333333333,46.75,1941,,4,0,QC,0,8.9,1941-11-04 00:00:00,,7050240,,,,,,0,,,,4.5,,7050240.1941.11.4,0,,0,,ARMAGH,,,,11,,13.5,
-70.53333333333333,46.75,1941,,5,0,QC,2.8,7.8,1941-11-05 00:00:00,,7050240,,,,,,0,,,,5.3,,7050240.1941.11.5,0,,0,,ARMAGH,,,,11,,12.7,
-70.53333333333333,46.75,1941,,6,0,QC,-1.1,5.6,1941-11-06 00:00:00,,7050240,,,,,,1.3,,,,2.3,,7050240.1941.11.6,1.3,,0,,ARMAGH,,,,11,,15.7,
-70.53333333333333,46.75,1941,,7,0,QC,0,6.1,1941-11-07 00:00:00,,7050240,,,,,,12.7,,,,3.1,,7050240.1941.11.7,12.7,,0,,ARMAGH,,,,11,,14.9,
-70.53333333333333,46.75,1941,,8,0,QC,1.7,5.6,1941-11-08 00:00:00,,7050240,,,,,,0,,,,3.7,,7050240.1941.11.8,0,,0,,ARMAGH,,,,11,,14.3,
-70.53333333333333,46.75,1941,,9,0,QC,1.7,5.6,1941-11-09 00:00:00,,7050240,,,,,,0,,,,3.7,,7050240.1941.11.9,0,,0,,ARMAGH,,,,11,,14.3,
-70.53333333333333,46.75,1941,,10,0,QC,0.6,3.3,1941-11-10 00:00:00,,7050240,,,,,,0,,,,2,,7050240.1941.11.10,0,,0,,ARMAGH,,,,11,,16,
-70.53333333333333,46.75,1941,,11,5.1,QC,0,0.6,1941-11-11 00:00:00,,7050240,,,,,,5.1,,,,0.3,,7050240.1941.11.11,0,,0,,ARMAGH,,,,11,,17.7,
-70.53333333333333,46.75,1941,,12,0,QC,-7.8,-1.1,1941-11-12 00:00:00,,7050240,,,,,,0,,,,-4.5,,7050240.1941.11.12,0,,0,,ARMAGH,,,,11,,22.5,
-70.53333333333333,46.75,1941,,13,0,QC,-11.7,1.1,1941-11-13 00:00:00,,7050240,,,,,,0,,,,-5.3,,7050240.1941.11.13,0,,0,,ARMAGH,,,,11,,23.3,
-70.53333333333333,46.75,1941,,14,0,QC,-10.6,2.2,1941-11-14 00:00:00,,7050240,,,,,,0,,,,-4.2,,7050240.1941.11.14,0,,0,,ARMAGH,,,,11,,22.2,
-70.53333333333333,46.75,1941,,15,0,QC,-11.7,6.1,1941-11-15 00:00:00,,7050240,,,,,,18.3,,,,-2.8,,7050240.1941.11.15,18.3,,0,,ARMAGH,,,,11,,20.8,
-70.53333333333333,46.75,1941,,16,0,QC,3.3,4.4,1941-11-16 00:00:00,,7050240,,,,,,1.3,,,,3.9,,7050240.1941.11.16,1.3,,0,,ARMAGH,,,,11,,14.1,
-70.53333333333333,46.75,1941,,17,2.5,QC,-11.1,-2.2,1941-11-17 00:00:00,,7050240,,,,,,2.5,,,,-6.7,,7050240.1941.11.17,0,,0,,ARMAGH,,,,11,,24.7,
-70.53333333333333,46.75,1941,,18,0,QC,-6.7,0,1941-11-18 00:00:00,,7050240,,,,,,5.1,,,,-3.4,,7050240.1941.11.18,5.1,,0,,ARMAGH,,,,11,,21.4,
-70.53333333333333,46.75,1941,,19,0,QC,-3.3,13.9,1941-11-19 00:00:00,,7050240,,,,,,0,,,,5.3,,7050240.1941.11.19,0,,0,,ARMAGH,,,,11,,12.7,
-70.53333333333333,46.75,1941,,20,0,QC,7.2,17.2,1941-11-20 00:00:00,,7050240,,,,,,8.9,,,,12.2,,7050240.1941.11.20,8.9,,0,,ARMAGH,,,,11,,5.8,
-70.53333333333333,46.75,1941,,21,0,QC,1.1,2.8,1941-11-21 00:00:00,,7050240,,,,,,0,,,,2,,7050240.1941.11.21,0,,0,,ARMAGH,,,,11,,16,
-70.53333333333333,46.75,1941,,22,1.3,QC,-7.2,-0.6,1941-11-22 00:00:00,,7050240,,,,,,1.3,,,,-3.9,,7050240.1941.11.22,0,,0,,ARMAGH,,,,11,,21.9,
-70.53333333333333,46.75,1941,,23,7.6,QC,-8.9,-1.7,1941-11-23 00:00:00,,7050240,,,,,,7.6,,,,-5.3,,7050240.1941.11.23,0,,0,,ARMAGH,,,,11,,23.3,
-70.53333333333333,46.75,1941,,24,0,QC,-8.3,-6.1,1941-11-24 00:00:00,,7050240,,,,,,0,,,,-7.2,,7050240.1941.11.24,0,,0,,ARMAGH,,,,11,,25.2,
-70.53333333333333,46.75,1941,,25,0,QC,-12.8,0.6,1941-11-25 00:00:00,,7050240,,,,,,0,,,,-6.1,,7050240.1941.11.25,0,,0,,ARMAGH,,,,11,,24.1,
-70.53333333333333,46.75,1941,,26,2,QC,-6.7,0.6,1941-11-26 00:00:00,,7050240,,,,,,2,,,,-3.1,,7050240.1941.11.26,0,,0,,ARMAGH,,,,11,,21.1,
-70.53333333333333,46.75,1941,,27,0,QC,-9.4,-7.2,1941-11-27 00:00:00,,7050240,,,,,,0,,,,-8.3,,7050240.1941.11.27,0,,0,,ARMAGH,,,,11,,26.3,
-70.53333333333333,46.75,1941,,28,3.8,QC,-15,-7.2,1941-11-28 00:00:00,,7050240,,,,,,3.8,,,,-11.1,,7050240.1941.11.28,0,,0,,ARMAGH,,,,11,,29.1,
-70.53333333333333,46.75,1941,,29,7.6,QC,-13.3,-7.8,1941-11-29 00:00:00,,7050240,,,,,,7.6,,,,-10.6,,7050240.1941.11.29,0,,0,,ARMAGH,,,,11,,28.6,
-70.53333333333333,46.75,1941,,30,0,QC,-16.1,-12.2,1941-11-30 00:00:00,,7050240,,,,,,0,,,,-14.2,,7050240.1941.11.30,0,,0,,ARMAGH,,,,11,,32.2,
-70.53333333333333,46.75,1941,,1,0,QC,-24.4,-6.7,1941-12-01 00:00:00,,7050240,,,,,,0,,,,-15.6,,7050240.1941.12.1,0,,0,,ARMAGH,,,,12,,33.6,
-70.53333333333333,46.75,1941,,2,0,QC,-7.8,0.6,1941-12-02 00:00:00,,7050240,,,,,,0,,,,-3.6,,7050240.1941.12.2,0,,0,,ARMAGH,,,,12,,21.6,
-70.53333333333333,46.75,1941,,3,0,QC,-5,6.1,1941-12-03 00:00:00,,7050240,,,,,,0,,,,0.6,,7050240.1941.12.3,0,,0,,ARMAGH,,,,12,,17.4,
-70.53333333333333,46.75,1941,,4,0,QC,0,6.1,1941-12-04 00:00:00,,7050240,,,,,,0,,,,3.1,,7050240.1941.12.4,0,,0,,ARMAGH,,,,12,,14.9,
-70.53333333333333,46.75,1941,,5,0,QC,2.2,18.3,1941-12-05 00:00:00,,7050240,,,,,,8.9,,,,10.3,,7050240.1941.12.5,8.9,,0,,ARMAGH,,,,12,,7.7,
-70.53333333333333,46.75,1941,,6,0,QC,6.7,9.4,1941-12-06 00:00:00,,7050240,,,,,,0,,,,8.1,,7050240.1941.12.6,0,,0,,ARMAGH,,,,12,,9.9,
-70.53333333333333,46.75,1941,,7,0,QC,-5.6,3.3,1941-12-07 00:00:00,,7050240,,,,,,0,,,,-1.2,,7050240.1941.12.7,0,,0,,ARMAGH,,,,12,,19.2,
-70.53333333333333,46.75,1941,,8,0,QC,-12.2,-2.8,1941-12-08 00:00:00,,7050240,,,,,,0,,,,-7.5,,7050240.1941.12.8,0,,0,,ARMAGH,,,,12,,25.5,
-70.53333333333333,46.75,1941,,9,2,QC,-9.4,-6.1,1941-12-09 00:00:00,,7050240,,,,,,2,,,,-7.8,,7050240.1941.12.9,0,,0,,ARMAGH,,,,12,,25.8,
-70.53333333333333,46.75,1941,,10,0,QC,-10,-5.6,1941-12-10 00:00:00,,7050240,,,,,,0,,,,-7.8,,7050240.1941.12.10,0,,0,,ARMAGH,,,,12,,25.8,
-70.53333333333333,46.75,1941,,11,0,QC,-18.9,-13.3,1941-12-11 00:00:00,,7050240,,,,,,0,,,,-16.1,,7050240.1941.12.11,0,,0,,ARMAGH,,,,12,,34.1,
-70.53333333333333,46.75,1941,,12,0,QC,-20.6,-9.4,1941-12-12 00:00:00,,7050240,,,,,,0,,,,-15,,7050240.1941.12.12,0,,0,,ARMAGH,,,,12,,33,
-70.53333333333333,46.75,1941,,13,5.1,QC,-21.7,-2.8,1941-12-13 00:00:00,,7050240,,,,,,5.1,,,,-12.3,,7050240.1941.12.13,0,,0,,ARMAGH,,,,12,,30.3,
-70.53333333333333,46.75,1941,,14,8.9,QC,-8.3,-3.9,1941-12-14 00:00:00,,7050240,,,,,,8.9,,,,-6.1,,7050240.1941.12.14,0,,0,,ARMAGH,,,,12,,24.1,
-70.53333333333333,46.75,1941,,15,0,QC,-10.6,-8.3,1941-12-15 00:00:00,,7050240,,,,,,0,,,,-9.5,,7050240.1941.12.15,0,,0,,ARMAGH,,,,12,,27.5,
-70.53333333333333,46.75,1941,,16,4.6,QC,-12.8,0,1941-12-16 00:00:00,,7050240,,,,,,4.6,,,,-6.4,,7050240.1941.12.16,0,,0,,ARMAGH,,,,12,,24.4,
-70.53333333333333,46.75,1941,,17,0,QC,-7.8,-6.7,1941-12-17 00:00:00,,7050240,,,,,,0,,,,-7.3,,7050240.1941.12.17,0,,0,,ARMAGH,,,,12,,25.3,
-70.53333333333333,46.75,1941,,18,3.8,QC,-16.7,0,1941-12-18 00:00:00,,7050240,,,,,,3.8,,,,-8.4,,7050240.1941.12.18,0,,0,,ARMAGH,,,,12,,26.4,
-70.53333333333333,46.75,1941,,19,0,QC,-6.7,-1.7,1941-12-19 00:00:00,,7050240,,,,,,0,,,,-4.2,,7050240.1941.12.19,0,,0,,ARMAGH,,,,12,,22.2,
-70.53333333333333,46.75,1941,,20,0,QC,-13.9,-13.3,1941-12-20 00:00:00,,7050240,,,,,,0,,,,-13.6,,7050240.1941.12.20,0,,0,,ARMAGH,,,,12,,31.6,
-70.53333333333333,46.75,1941,,21,0,QC,-27.2,-18.9,1941-12-21 00:00:00,,7050240,,,,,,0,,,,-23.1,,7050240.1941.12.21,0,,0,,ARMAGH,,,,12,,41.1,
-70.53333333333333,46.75,1941,,22,0,QC,-20.6,-5.6,1941-12-22 00:00:00,,7050240,,,,,,0,,,,-13.1,,7050240.1941.12.22,0,,0,,ARMAGH,,,,12,,31.1,
-70.53333333333333,46.75,1941,,23,0,QC,-7.8,-3.3,1941-12-23 00:00:00,,7050240,,,,,,0,,,,-5.6,,7050240.1941.12.23,0,,0,,ARMAGH,,,,12,,23.6,
-70.53333333333333,46.75,1941,,24,0,QC,1.7,4.4,1941-12-24 00:00:00,,7050240,,,,,,20.3,,,,3.1,,7050240.1941.12.24,20.3,,0,,ARMAGH,,,,12,,14.9,
-70.53333333333333,46.75,1941,,25,0,QC,-3.9,1.1,1941-12-25 00:00:00,,7050240,,,,,,0,,,,-1.4,,7050240.1941.12.25,0,,0,,ARMAGH,,,,12,,19.4,
-70.53333333333333,46.75,1941,,26,5.1,QC,-7.8,-2.2,1941-12-26 00:00:00,,7050240,,,,,,5.1,,,,-5,,7050240.1941.12.26,0,,0,,ARMAGH,,,,12,,23,
-70.53333333333333,46.75,1941,,27,2.5,QC,-7.2,-2.8,1941-12-27 00:00:00,,7050240,,,,,,2.5,,,,-5,,7050240.1941.12.27,0,,0,,ARMAGH,,,,12,,23,
-70.53333333333333,46.75,1941,,28,0,QC,-9.4,-3.3,1941-12-28 00:00:00,,7050240,,,,,,0,,,,-6.4,,7050240.1941.12.28,0,,0,,ARMAGH,,,,12,,24.4,
-70.53333333333333,46.75,1941,,29,0,QC,-11.1,-3.9,1941-12-29 00:00:00,,7050240,,,,,,0,,,,-7.5,,7050240.1941.12.29,0,,0,,ARMAGH,,,,12,,25.5,
-70.53333333333333,46.75,1941,,30,1.3,QC,-12.2,-9.4,1941-12-30 00:00:00,,7050240,,,,,,1.3,,,,-10.8,,7050240.1941.12.30,0,,0,,ARMAGH,,,,12,,28.8,
-70.53333333333333,46.75,1941,,31,0,QC,-20,-5.6,1941-12-31 00:00:00,,7050240,,,,,,0,,,,-12.8,,7050240.1941.12.31,0,,0,,ARMAGH,,,,12,,30.8,
-70.53333333333333,46.75,1942,,1,1.3,QC,-12.2,2.2,1942-01-01 00:00:00,,7050240,,,,,,1.3,,,,-5,,7050240.1942.1.1,0,,0,,ARMAGH,,,,1,,23,
-70.53333333333333,46.75,1942,,2,0,QC,-4.4,4.4,1942-01-02 00:00:00,,7050240,,,,,,21.6,,,,0,,7050240.1942.1.2,21.6,,0,,ARMAGH,,,,1,,18,
-70.53333333333333,46.75,1942,,3,8.9,QC,-17.8,-13.3,1942-01-03 00:00:00,,7050240,,,,,,8.9,,,,-15.6,,7050240.1942.1.3,0,,0,,ARMAGH,,,,1,,33.6,
-70.53333333333333,46.75,1942,,4,0,QC,-19.4,-11.7,1942-01-04 00:00:00,,7050240,,,,,,0,,,,-15.6,,7050240.1942.1.4,0,,0,,ARMAGH,,,,1,,33.6,
-70.53333333333333,46.75,1942,,5,5.1,QC,-16.1,-5.6,1942-01-05 00:00:00,,7050240,,,,,,5.1,,,,-10.9,,7050240.1942.1.5,0,,0,,ARMAGH,,,,1,,28.9,
-70.53333333333333,46.75,1942,,6,0,QC,-19.4,-12.8,1942-01-06 00:00:00,,7050240,,,,,,0,,,,-16.1,,7050240.1942.1.6,0,,0,,ARMAGH,,,,1,,34.1,
-70.53333333333333,46.75,1942,,7,0,QC,-22.8,-13.9,1942-01-07 00:00:00,,7050240,,,,,,0,,,,-18.4,,7050240.1942.1.7,0,,0,,ARMAGH,,,,1,,36.4,
-70.53333333333333,46.75,1942,,8,0,QC,-32.2,-18.3,1942-01-08 00:00:00,,7050240,,,,,,0,,,,-25.3,,7050240.1942.1.8,0,,0,,ARMAGH,,,,1,,43.3,
-70.53333333333333,46.75,1942,,9,0,QC,-20.6,-11.1,1942-01-09 00:00:00,,7050240,,,,,,0,,,,-15.9,,7050240.1942.1.9,0,,0,,ARMAGH,,,,1,,33.9,
-70.53333333333333,46.75,1942,,10,0,QC,-15,-10.6,1942-01-10 00:00:00,,7050240,,,,,,0,,,,-12.8,,7050240.1942.1.10,0,,0,,ARMAGH,,,,1,,30.8,
-70.53333333333333,46.75,1942,,11,0,QC,-27.2,-11.1,1942-01-11 00:00:00,,7050240,,,,,,0,,,,-19.2,,7050240.1942.1.11,0,,0,,ARMAGH,,,,1,,37.2,
-70.53333333333333,46.75,1942,,12,3.8,QC,-20.6,-6.1,1942-01-12 00:00:00,,7050240,,,,,,3.8,,,,-13.4,,7050240.1942.1.12,0,,0,,ARMAGH,,,,1,,31.4,
-70.53333333333333,46.75,1942,,13,2.5,QC,-21.7,-10.6,1942-01-13 00:00:00,,7050240,,,,,,2.5,,,,-16.2,,7050240.1942.1.13,0,,0,,ARMAGH,,,,1,,34.2,
-70.53333333333333,46.75,1942,,14,5.1,QC,-16.7,-1.1,1942-01-14 00:00:00,,7050240,,,,,,5.1,,,,-8.9,,7050240.1942.1.14,0,,0,,ARMAGH,,,,1,,26.9,
-70.53333333333333,46.75,1942,,15,0,QC,-19.4,-16.1,1942-01-15 00:00:00,,7050240,,,,,,0,,,,-17.8,,7050240.1942.1.15,0,,0,,ARMAGH,,,,1,,35.8,
-70.53333333333333,46.75,1942,,16,0,QC,-21.1,-19.4,1942-01-16 00:00:00,,7050240,,,,,,0,,,,-20.3,,7050240.1942.1.16,0,,0,,ARMAGH,,,,1,,38.3,
