x,y,MEAN_TEMPERATURE,MIN_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG,LOCAL_DATE,DIRECTION_MAX_GUST_FLAG,CLIMATE_IDENTIFIER,TOTAL_SNOW_FLAG,HEATING_DEGREE_DAYS_FLAG,COOLING_DEGREE_DAYS_FLAG,PROVINCE_CODE,MIN_TEMPERATURE,ID,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY_FLAG,SNOW_ON_GROUND,DIRECTION_MAX_GUST,LOCAL_MONTH,HEATING_DEGREE_DAYS,LOCAL_DAY,MAX_REL_HUMIDITY,SPEED_MAX_GUST_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,SNOW_ON_GROUND_FLAG,SPEED_MAX_GUST,LOCAL_YEAR,MAX_TEMPERATURE,TOTAL_SNOW,MAX_TEMPERATURE_FLAG,COOLING_DEGREE_DAYS,STATION_NAME
-70.785,46.205,4.4,44,,2022-04-16 00:00:00,,7028754,,,,QC,0,7028754.2022.4.16,,,,,,4,13.6,16,92,,7.4,,,,,,2022,8.9,,,0,BEAUCEVILLE
-70.785,46.205,1.9,53,,2022-04-17 00:00:00,,7028754,,,,QC,-2.3,7028754.2022.4.17,,,,,30,4,16.1,17,79,,0,,,,,32,2022,6.1,,,0,BEAUCEVILLE
-70.785,46.205,4.8,28,,2022-04-18 00:00:00,,7028754,,,,QC,-1.7,7028754.2022.4.18,,,,,13,4,13.2,18,74,,0,,,,,31,2022,11.4,,,0,BEAUCEVILLE
-70.785,46.205,4.8,45,,2022-04-19 00:00:00,,7028754,,,,QC,1.1,7028754.2022.4.19,,,,,13,4,13.2,19,91,,3.5,,,,,62,2022,8.6,,,0,BEAUCEVILLE
-70.785,46.205,0.5,60,,2022-04-20 00:00:00,,7028754,,,,QC,-2.5,7028754.2022.4.20,,,,,31,4,17.5,20,92,,1.7,,,,,36,2022,3.5,,,0,BEAUCEVILLE
-70.785,46.205,3.4,37,,2022-04-21 00:00:00,,7028754,,,,QC,-4.7,7028754.2022.4.21,,,,,17,4,14.6,21,96,,1.7,,,,,44,2022,11.5,,,0,BEAUCEVILLE
-70.785,46.205,4.7,41,,2022-04-22 00:00:00,,7028754,,,,QC,-0.9,7028754.2022.4.22,,,,,28,4,13.3,22,83,,0,,,,,40,2022,10.3,,,0,BEAUCEVILLE
-70.785,46.205,2.5,22,,2022-04-23 00:00:00,,7028754,,,,QC,-3.3,7028754.2022.4.23,,,,,,4,15.5,23,71,,0,,,,,,2022,8.3,,,0,BEAUCEVILLE
-70.785,46.205,4.3,23,,2022-04-24 00:00:00,,7028754,,,,QC,-4.7,7028754.2022.4.24,,,,,,4,13.7,24,79,,0,,,,,,2022,13.3,,,0,BEAUCEVILLE
-70.785,46.205,9,26,,2022-04-25 00:00:00,,7028754,,,,QC,1.5,7028754.2022.4.25,,,,,13,4,9,25,62,,0,,,,,33,2022,16.5,,,0,BEAUCEVILLE
-70.785,46.205,11,49,,2022-04-26 00:00:00,,7028754,,,,QC,6.6,7028754.2022.4.26,,,,,22,4,7,26,97,,6.3,,,,,33,2022,15.3,,,0,BEAUCEVILLE
-70.785,46.205,5.1,79,,2022-04-27 00:00:00,,7028754,,,,QC,1.6,7028754.2022.4.27,,,,,,4,12.9,27,98,,18.2,,,,,,2022,8.7,,,0,BEAUCEVILLE
-70.785,46.205,4.5,31,,2022-04-28 00:00:00,,7028754,,,,QC,1.1,7028754.2022.4.28,,,,,30,4,13.5,28,79,,0,,,,,37,2022,7.9,,,0,BEAUCEVILLE
-70.785,46.205,3.2,45,,2022-04-29 00:00:00,,7028754,,,,QC,-0.4,7028754.2022.4.29,,,,,34,4,14.8,29,90,,0,,,,,34,2022,6.8,,,0,BEAUCEVILLE
-70.785,46.205,5.8,42,,2022-04-30 00:00:00,,7028754,,,,QC,-0.4,7028754.2022.4.30,,,,,,4,12.2,30,91,,0.2,,,,,,2022,12.1,,,0,BEAUCEVILLE
-70.785,46.205,7,39,,2022-05-01 00:00:00,,7028754,,,,QC,-1.6,7028754.2022.5.1,,,,,,5,11,1,95,,0,,,,,,2022,15.6,,,0,BEAUCEVILLE
-70.785,46.205,11,32,,2022-05-02 00:00:00,,7028754,,,,QC,1.7,7028754.2022.5.2,,,,,,5,7,2,83,,0,,,,,,2022,20.2,,,0,BEAUCEVILLE
-70.785,46.205,11.5,46,,2022-05-03 00:00:00,,7028754,,,,QC,4.4,7028754.2022.5.3,,,,,,5,6.5,3,86,,0,,,,,,2022,18.7,,,0,BEAUCEVILLE
-70.785,46.205,8.5,72,,2022-05-04 00:00:00,,7028754,,,,QC,4.8,7028754.2022.5.4,,,,,,5,9.5,4,97,,1.5,,,,,,2022,12.1,,,0,BEAUCEVILLE
-70.785,46.205,6.7,27,,2022-05-05 00:00:00,,7028754,,,,QC,0.5,7028754.2022.5.5,,,,,29,5,11.3,5,85,,0,,,,,34,2022,12.9,,,0,BEAUCEVILLE
-70.785,46.205,3.5,34,,2022-05-06 00:00:00,,7028754,,,,QC,-2.7,7028754.2022.5.6,,,,,1,5,14.5,6,79,,0,,,,,33,2022,9.8,,,0,BEAUCEVILLE
-70.785,46.205,4.8,19,,2022-05-07 00:00:00,,7028754,,,,QC,-4,7028754.2022.5.7,,,,,,5,13.2,7,85,,0,,,,,,2022,13.7,,,0,BEAUCEVILLE
-70.785,46.205,7.1,12,,2022-05-08 00:00:00,,7028754,,,,QC,-3.9,7028754.2022.5.8,,,,,,5,10.9,8,71,,0,,,,,,2022,18.1,,,0,BEAUCEVILLE
-70.785,46.205,10.2,13,,2022-05-09 00:00:00,,7028754,,,,QC,-2.1,7028754.2022.5.9,,,,,,5,7.8,9,78,,0,,,,,,2022,22.4,,,0,BEAUCEVILLE
-70.785,46.205,12.5,18,,2022-05-10 00:00:00,,7028754,,,,QC,0.7,7028754.2022.5.10,,,,,,5,5.5,10,78,,0,,,,,,2022,24.3,,,0,BEAUCEVILLE
-70.785,46.205,15.3,17,,2022-05-11 00:00:00,,7028754,,,,QC,2.8,7028754.2022.5.11,,,,,,5,2.7,11,77,,0,,,,,,2022,27.8,,,0,BEAUCEVILLE
-70.785,46.205,17.9,23,,2022-05-12 00:00:00,,7028754,,,,QC,7.4,7028754.2022.5.12,,,,,,5,0.1,12,82,,0,,,,,,2022,28.5,,,0,BEAUCEVILLE
-70.785,46.205,21.1,31,,2022-05-13 00:00:00,,7028754,,,,QC,11.6,7028754.2022.5.13,,,,,,5,0,13,66,,0,,,,,,2022,30.6,,,3.1,BEAUCEVILLE
-70.785,46.205,21.7,42,,2022-05-14 00:00:00,,7028754,,,,QC,14.8,7028754.2022.5.14,,,,,,5,0,14,79,,0,,,,,,2022,28.6,,,3.7,BEAUCEVILLE
-70.785,46.205,17.7,79,,2022-05-15 00:00:00,,7028754,,,,QC,14.3,7028754.2022.5.15,,,,,,5,0.3,15,98,,3.9,,,,,,2022,21,,,0,BEAUCEVILLE
-70.785,46.205,20.6,43,,2022-05-16 00:00:00,,7028754,,,,QC,14,7028754.2022.5.16,,,,,13,5,0,16,98,,6.8,,,,,37,2022,27.1,,,2.6,BEAUCEVILLE
-70.785,46.205,9.5,70,,2022-05-17 00:00:00,,7028754,,,,QC,3.3,7028754.2022.5.17,,,,,31,5,8.5,17,96,,5.4,,,,,39,2022,15.8,,,0,BEAUCEVILLE
-70.785,46.205,9.2,30,,2022-05-18 00:00:00,,7028754,,,,QC,3.3,7028754.2022.5.18,,,,,31,5,8.8,18,84,,0,,,,,40,2022,15,,,0,BEAUCEVILLE
-70.785,46.205,9.5,32,,2022-05-19 00:00:00,,7028754,,,,QC,1.1,7028754.2022.5.19,,,,,14,5,8.5,19,92,,0,,,,,39,2022,18,,,0,BEAUCEVILLE
-70.785,46.205,12.7,56,,2022-05-20 00:00:00,,7028754,,,,QC,6.6,7028754.2022.5.20,,,,,12,5,5.3,20,91,,0,,,,,31,2022,18.7,,,0,BEAUCEVILLE
-70.785,46.205,21,48,,2022-05-21 00:00:00,,7028754,,,,QC,11.1,7028754.2022.5.21,,,,,16,5,0,21,99,,15.2,,,,,49,2022,31,,,3,BEAUCEVILLE
-70.785,46.205,18.2,52,,2022-05-22 00:00:00,,7028754,,,,QC,8.4,7028754.2022.5.22,,,,,29,5,0,22,98,,8.8,,,,,31,2022,28,,,0.2,BEAUCEVILLE
-70.785,46.205,7.3,46,,2022-05-23 00:00:00,,7028754,,,,QC,1.6,7028754.2022.5.23,,,,,,5,10.7,23,95,,0,,,,,,2022,12.9,,,0,BEAUCEVILLE
-70.785,46.205,8.4,29,,2022-05-24 00:00:00,,7028754,,,,QC,-1.1,7028754.2022.5.24,,,,,,5,9.6,24,99,,0,,,,,,2022,17.9,,,0,BEAUCEVILLE
-70.785,46.205,11.8,29,,2022-05-25 00:00:00,,7028754,,,,QC,2.2,7028754.2022.5.25,,,,,,5,6.2,25,95,,0,,,,,,2022,21.3,,,0,BEAUCEVILLE
-70.785,46.205,14.3,58,,2022-05-26 00:00:00,,7028754,,,,QC,8.1,7028754.2022.5.26,,,,,,5,3.7,26,88,,0.6,,,,,,2022,20.4,,,0,BEAUCEVILLE
-70.785,46.205,18.8,68,,2022-05-27 00:00:00,,7028754,,,,QC,15.8,7028754.2022.5.27,,,,,,5,0,27,99,,47.1,,,,,,2022,21.8,,,0.8,BEAUCEVILLE
-70.785,46.205,13.5,64,,2022-05-28 00:00:00,,7028754,,,,QC,9.5,7028754.2022.5.28,,,,,,5,4.5,28,99,,15.3,,,,,,2022,17.5,,,0,BEAUCEVILLE
