x,y,TEMP,HUMIDEX_FLAG,LOCAL_DAY,STATION_PRESSURE,PRECIP_AMOUNT_FLAG,LOCAL_MONTH,LOCAL_DATE,DEW_POINT_TEMP,RELATIVE_HUMIDITY_FLAG,WINDCHILL,TEMP_FLAG,WIND_DIRECTION,STATION_NAME,PROVINCE_CODE,LOCAL_HOUR,UTC_YEAR,CLIMATE_IDENTIFIER,UTC_DATE,WIND_SPEED,STATION_PRESSURE_FLAG,RELATIVE_HUMIDITY,WIND_SPEED_FLAG,VISIBILITY,LOCAL_YEAR,DEW_POINT_TEMP_FLAG,ID,PRECIP_AMOUNT,UTC_DAY,WEATHER_FRE_DESC,WIND_DIRECTION_FLAG,WINDCHILL_FLAG,VISIBILITY_FLAG,WEATHER_ENG_DESC,HUMIDEX,UTC_MONTH
-73.34944444444444,45.29388888888889,17.7,,17,,,8,2020-08-17 06:00:00,16.8,,,,22,L'ACADIE,QC,6,2020,702LED4,2020-08-17T11:00:00,4,,95,,,2020,,702LED4.2020.8.17.6,0,17,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,19.3,,17,,,8,2020-08-17 07:00:00,17.5,,,,0,L'ACADIE,QC,7,2020,702LED4,2020-08-17T12:00:00,0,,90,,,2020,,702LED4.2020.8.17.7,0,17,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,20.7,,17,,,8,2020-08-17 08:00:00,17.5,,,,19,L'ACADIE,QC,8,2020,702LED4,2020-08-17T13:00:00,8,,82,,,2020,,702LED4.2020.8.17.8,0,17,ND,,,,NA,26,8
-73.34944444444444,45.29388888888889,21.6,,17,,,8,2020-08-17 09:00:00,17.7,,,,19,L'ACADIE,QC,9,2020,702LED4,2020-08-17T14:00:00,8,,78,,,2020,,702LED4.2020.8.17.9,0,17,ND,,,,NA,27,8
-73.34944444444444,45.29388888888889,21.4,,17,,,8,2020-08-17 10:00:00,17.6,,,,18,L'ACADIE,QC,10,2020,702LED4,2020-08-17T15:00:00,9,,79,,,2020,,702LED4.2020.8.17.10,0,17,ND,,,,NA,27,8
-73.34944444444444,45.29388888888889,21.4,,17,,,8,2020-08-17 11:00:00,17.2,,,,21,L'ACADIE,QC,11,2020,702LED4,2020-08-17T16:00:00,7,,77,,,2020,,702LED4.2020.8.17.11,0,17,ND,,,,NA,27,8
-73.34944444444444,45.29388888888889,20.5,,17,,,8,2020-08-17 12:00:00,18.1,,,,28,L'ACADIE,QC,12,2020,702LED4,2020-08-17T17:00:00,7,,86,,,2020,,702LED4.2020.8.17.12,0.1,17,ND,,,,NA,27,8
-73.34944444444444,45.29388888888889,22.4,,17,,,8,2020-08-17 13:00:00,17.5,,,,23,L'ACADIE,QC,13,2020,702LED4,2020-08-17T18:00:00,9,,74,,,2020,,702LED4.2020.8.17.13,0,17,ND,,,,NA,28,8
-73.34944444444444,45.29388888888889,23.7,,17,,,8,2020-08-17 14:00:00,16.8,,,,23,L'ACADIE,QC,14,2020,702LED4,2020-08-17T19:00:00,8,,65,,,2020,,702LED4.2020.8.17.14,0,17,ND,,,,NA,29,8
-73.34944444444444,45.29388888888889,24.4,,17,,,8,2020-08-17 15:00:00,17.2,,,,14,L'ACADIE,QC,15,2020,702LED4,2020-08-17T20:00:00,4,,64,,,2020,,702LED4.2020.8.17.15,0,17,ND,,,,NA,30,8
-73.34944444444444,45.29388888888889,24.5,,17,,,8,2020-08-17 16:00:00,18.3,,,,17,L'ACADIE,QC,16,2020,702LED4,2020-08-17T21:00:00,9,,68,,,2020,,702LED4.2020.8.17.16,0,17,ND,,,,NA,31,8
-73.34944444444444,45.29388888888889,23.5,,17,,,8,2020-08-17 17:00:00,18.0,,,,19,L'ACADIE,QC,17,2020,702LED4,2020-08-17T22:00:00,7,,71,,,2020,,702LED4.2020.8.17.17,0,17,ND,,,,NA,30,8
-73.34944444444444,45.29388888888889,21.4,,17,,,8,2020-08-17 18:00:00,18.7,,,,20,L'ACADIE,QC,18,2020,702LED4,2020-08-17T23:00:00,8,,85,,,2020,,702LED4.2020.8.17.18,0,17,ND,,,,NA,28,8
-73.34944444444444,45.29388888888889,19.3,,17,,,8,2020-08-17 19:00:00,18.1,,,,19,L'ACADIE,QC,19,2020,702LED4,2020-08-18T00:00:00,4,,93,,,2020,,702LED4.2020.8.17.19,0,18,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,17.9,,17,,,8,2020-08-17 20:00:00,17.1,,,,20,L'ACADIE,QC,20,2020,702LED4,2020-08-18T01:00:00,8,,95,,,2020,,702LED4.2020.8.17.20,0,18,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,17.1,,17,,,8,2020-08-17 21:00:00,16.6,,,,19,L'ACADIE,QC,21,2020,702LED4,2020-08-18T02:00:00,6,,97,,,2020,,702LED4.2020.8.17.21,0,18,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,17.5,,17,,,8,2020-08-17 22:00:00,17.1,,,,18,L'ACADIE,QC,22,2020,702LED4,2020-08-18T03:00:00,8,,98,,,2020,,702LED4.2020.8.17.22,0,18,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,18.7,,17,,,8,2020-08-17 23:00:00,17.5,,,,22,L'ACADIE,QC,23,2020,702LED4,2020-08-18T04:00:00,12,,93,,,2020,,702LED4.2020.8.17.23,0,18,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,18.0,,18,,,8,2020-08-18 00:00:00,17.4,,,,24,L'ACADIE,QC,0,2020,702LED4,2020-08-18T05:00:00,5,,97,,,2020,,702LED4.2020.8.18.0,0.3,18,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,17.4,,18,,,8,2020-08-18 01:00:00,16.8,,,,24,L'ACADIE,QC,1,2020,702LED4,2020-08-18T06:00:00,10,,96,,,2020,,702LED4.2020.8.18.1,0.4,18,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,16.8,,18,,,8,2020-08-18 02:00:00,16.4,,,,21,L'ACADIE,QC,2,2020,702LED4,2020-08-18T07:00:00,5,,97,,,2020,,702LED4.2020.8.18.2,0.8,18,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,16.4,,18,,,8,2020-08-18 03:00:00,16.2,,,,19,L'ACADIE,QC,3,2020,702LED4,2020-08-18T08:00:00,10,,99,,,2020,,702LED4.2020.8.18.3,0.2,18,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,16.0,,18,,,8,2020-08-18 04:00:00,15.9,,,,18,L'ACADIE,QC,4,2020,702LED4,2020-08-18T09:00:00,7,,99,,,2020,,702LED4.2020.8.18.4,0.2,18,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,16.0,,18,,,8,2020-08-18 05:00:00,15.8,,,,21,L'ACADIE,QC,5,2020,702LED4,2020-08-18T10:00:00,8,,99,,,2020,,702LED4.2020.8.18.5,0,18,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,16.1,,18,,,8,2020-08-18 06:00:00,15.8,,,,23,L'ACADIE,QC,6,2020,702LED4,2020-08-18T11:00:00,9,,98,,,2020,,702LED4.2020.8.18.6,0,18,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,17.1,,18,,,8,2020-08-18 07:00:00,16.0,,,,27,L'ACADIE,QC,7,2020,702LED4,2020-08-18T12:00:00,11,,93,,,2020,,702LED4.2020.8.18.7,0,18,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,18.5,,18,,,8,2020-08-18 08:00:00,15.3,,,,27,L'ACADIE,QC,8,2020,702LED4,2020-08-18T13:00:00,10,,82,,,2020,,702LED4.2020.8.18.8,0,18,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,19.4,,18,,,8,2020-08-18 09:00:00,15.9,,,,25,L'ACADIE,QC,9,2020,702LED4,2020-08-18T14:00:00,13,,80,,,2020,,702LED4.2020.8.18.9,0,18,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,20.8,,18,,,8,2020-08-18 10:00:00,16.1,,,,25,L'ACADIE,QC,10,2020,702LED4,2020-08-18T15:00:00,13,,75,,,2020,,702LED4.2020.8.18.10,0,18,ND,,,,NA,25,8
-73.34944444444444,45.29388888888889,22.1,,18,,,8,2020-08-18 11:00:00,16.3,,,,26,L'ACADIE,QC,11,2020,702LED4,2020-08-18T16:00:00,12,,70,,,2020,,702LED4.2020.8.18.11,0,18,ND,,,,NA,27,8
-73.34944444444444,45.29388888888889,23.0,,18,,,8,2020-08-18 12:00:00,14.9,,,,26,L'ACADIE,QC,12,2020,702LED4,2020-08-18T17:00:00,15,,61,,,2020,,702LED4.2020.8.18.12,0,18,ND,,,,NA,27,8
-73.34944444444444,45.29388888888889,23.3,,18,,,8,2020-08-18 13:00:00,13.3,,,,26,L'ACADIE,QC,13,2020,702LED4,2020-08-18T18:00:00,14,,53,,,2020,,702LED4.2020.8.18.13,0,18,ND,,,,NA,26,8
-73.34944444444444,45.29388888888889,23.6,,18,,,8,2020-08-18 14:00:00,13.7,,,,26,L'ACADIE,QC,14,2020,702LED4,2020-08-18T19:00:00,16,,54,,,2020,,702LED4.2020.8.18.14,0,18,ND,,,,NA,27,8
-73.34944444444444,45.29388888888889,21.9,,18,,,8,2020-08-18 15:00:00,14.0,,,,28,L'ACADIE,QC,15,2020,702LED4,2020-08-18T20:00:00,10,,61,,,2020,,702LED4.2020.8.18.15,0,18,ND,,,,NA,25,8
-73.34944444444444,45.29388888888889,18.2,,18,,,8,2020-08-18 16:00:00,14.9,,,,26,L'ACADIE,QC,16,2020,702LED4,2020-08-18T21:00:00,7,,81,,,2020,,702LED4.2020.8.18.16,1.4,18,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,21.3,,18,,,8,2020-08-18 17:00:00,14.0,,,,28,L'ACADIE,QC,17,2020,702LED4,2020-08-18T22:00:00,8,,63,,,2020,,702LED4.2020.8.18.17,0,18,ND,,,,NA,25,8
-73.34944444444444,45.29388888888889,20.4,,18,,,8,2020-08-18 18:00:00,14.2,,,,28,L'ACADIE,QC,18,2020,702LED4,2020-08-18T23:00:00,6,,67,,,2020,,702LED4.2020.8.18.18,0,18,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,17.8,,18,,,8,2020-08-18 19:00:00,13.1,,,,32,L'ACADIE,QC,19,2020,702LED4,2020-08-19T00:00:00,5,,74,,,2020,,702LED4.2020.8.18.19,0,19,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,16.4,,18,,,8,2020-08-18 20:00:00,11.6,,,,31,L'ACADIE,QC,20,2020,702LED4,2020-08-19T01:00:00,5,,73,,,2020,,702LED4.2020.8.18.20,0,19,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,15.5,,18,,,8,2020-08-18 21:00:00,12.9,,,,29,L'ACADIE,QC,21,2020,702LED4,2020-08-19T02:00:00,4,,85,,,2020,,702LED4.2020.8.18.21,0,19,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,12.6,,18,,,8,2020-08-18 22:00:00,12.3,,,,18,L'ACADIE,QC,22,2020,702LED4,2020-08-19T03:00:00,6,,98,,,2020,,702LED4.2020.8.18.22,0,19,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,12.2,,18,,,8,2020-08-18 23:00:00,12.2,,,,17,L'ACADIE,QC,23,2020,702LED4,2020-08-19T04:00:00,5,,100,,,2020,,702LED4.2020.8.18.23,0,19,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,14.1,,19,,,8,2020-08-19 00:00:00,13.8,,,,23,L'ACADIE,QC,0,2020,702LED4,2020-08-19T05:00:00,10,,98,,,2020,,702LED4.2020.8.19.0,0,19,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,14.0,,19,,,8,2020-08-19 01:00:00,13.1,,,,27,L'ACADIE,QC,1,2020,702LED4,2020-08-19T06:00:00,6,,94,,,2020,,702LED4.2020.8.19.1,0,19,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,12.9,,19,,,8,2020-08-19 02:00:00,12.6,,,,24,L'ACADIE,QC,2,2020,702LED4,2020-08-19T07:00:00,6,,98,,,2020,,702LED4.2020.8.19.2,0,19,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,12.6,,19,,,8,2020-08-19 03:00:00,12.5,,,,24,L'ACADIE,QC,3,2020,702LED4,2020-08-19T08:00:00,5,,99,,,2020,,702LED4.2020.8.19.3,0,19,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,12.3,,19,,,8,2020-08-19 04:00:00,12.3,,,,32,L'ACADIE,QC,4,2020,702LED4,2020-08-19T09:00:00,3,,100,,,2020,,702LED4.2020.8.19.4,0,19,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,12.3,,19,,,8,2020-08-19 05:00:00,12.3,,,,27,L'ACADIE,QC,5,2020,702LED4,2020-08-19T10:00:00,7,,100,,,2020,,702LED4.2020.8.19.5,0,19,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,13.4,,19,,,8,2020-08-19 06:00:00,12.8,,,,26,L'ACADIE,QC,6,2020,702LED4,2020-08-19T11:00:00,7,,97,,,2020,,702LED4.2020.8.19.6,0,19,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,14.9,,19,,,8,2020-08-19 07:00:00,13.7,,,,24,L'ACADIE,QC,7,2020,702LED4,2020-08-19T12:00:00,9,,92,,,2020,,702LED4.2020.8.19.7,0,19,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,15.9,,19,,,8,2020-08-19 08:00:00,14.4,,,,28,L'ACADIE,QC,8,2020,702LED4,2020-08-19T13:00:00,8,,91,,,2020,,702LED4.2020.8.19.8,0,19,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,17.5,,19,,,8,2020-08-19 09:00:00,13.8,,,,27,L'ACADIE,QC,9,2020,702LED4,2020-08-19T14:00:00,6,,79,,,2020,,702LED4.2020.8.19.9,0,19,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,18.1,,19,,,8,2020-08-19 10:00:00,14.0,,,,27,L'ACADIE,QC,10,2020,702LED4,2020-08-19T15:00:00,11,,77,,,2020,,702LED4.2020.8.19.10,0,19,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,19.5,,19,,,8,2020-08-19 11:00:00,12.2,,,,28,L'ACADIE,QC,11,2020,702LED4,2020-08-19T16:00:00,11,,63,,,2020,,702LED4.2020.8.19.11,0,19,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,19.6,,19,,,8,2020-08-19 12:00:00,12.7,,,,28,L'ACADIE,QC,12,2020,702LED4,2020-08-19T17:00:00,11,,64,,,2020,,702LED4.2020.8.19.12,0,19,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,20.9,,19,,,8,2020-08-19 13:00:00,12.9,,,,27,L'ACADIE,QC,13,2020,702LED4,2020-08-19T18:00:00,14,,60,,,2020,,702LED4.2020.8.19.13,0,19,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,20.5,,19,,,8,2020-08-19 14:00:00,11.9,,,,28,L'ACADIE,QC,14,2020,702LED4,2020-08-19T19:00:00,16,,58,,,2020,,702LED4.2020.8.19.14,0,19,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,21.5,,19,,,8,2020-08-19 15:00:00,11.8,,,,29,L'ACADIE,QC,15,2020,702LED4,2020-08-19T20:00:00,11,,54,,,2020,,702LED4.2020.8.19.15,0,19,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,20.6,,19,,,8,2020-08-19 16:00:00,10.3,,,,30,L'ACADIE,QC,16,2020,702LED4,2020-08-19T21:00:00,14,,52,,,2020,,702LED4.2020.8.19.16,0,19,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,20.4,,19,,,8,2020-08-19 17:00:00,9.9,,,,29,L'ACADIE,QC,17,2020,702LED4,2020-08-19T22:00:00,11,,51,,,2020,,702LED4.2020.8.19.17,0,19,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,19.3,,19,,,8,2020-08-19 18:00:00,10.4,,,,28,L'ACADIE,QC,18,2020,702LED4,2020-08-19T23:00:00,9,,56,,,2020,,702LED4.2020.8.19.18,0,19,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,17.1,,19,,,8,2020-08-19 19:00:00,10.8,,,,28,L'ACADIE,QC,19,2020,702LED4,2020-08-20T00:00:00,6,,66,,,2020,,702LED4.2020.8.19.19,0,20,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,15.2,,19,,,8,2020-08-19 20:00:00,11.3,,,,28,L'ACADIE,QC,20,2020,702LED4,2020-08-20T01:00:00,4,,77,,,2020,,702LED4.2020.8.19.20,0,20,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,13.0,,19,,,8,2020-08-19 21:00:00,11.5,,,,0,L'ACADIE,QC,21,2020,702LED4,2020-08-20T02:00:00,0,,91,,,2020,,702LED4.2020.8.19.21,0,20,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,12.5,,19,,,8,2020-08-19 22:00:00,11.1,,,,0,L'ACADIE,QC,22,2020,702LED4,2020-08-20T03:00:00,0,,91,,,2020,,702LED4.2020.8.19.22,0,20,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,10.4,,19,,,8,2020-08-19 23:00:00,10.0,,,,0,L'ACADIE,QC,23,2020,702LED4,2020-08-20T04:00:00,0,,97,,,2020,,702LED4.2020.8.19.23,0,20,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,9.6,,20,,,8,2020-08-20 00:00:00,9.4,,,,22,L'ACADIE,QC,0,2020,702LED4,2020-08-20T05:00:00,3,,98,,,2020,,702LED4.2020.8.20.0,0,20,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,9.1,,20,,,8,2020-08-20 01:00:00,8.5,,,,0,L'ACADIE,QC,1,2020,702LED4,2020-08-20T06:00:00,0,,96,,,2020,,702LED4.2020.8.20.1,0,20,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,9.9,,20,,,8,2020-08-20 02:00:00,9.7,,,,25,L'ACADIE,QC,2,2020,702LED4,2020-08-20T07:00:00,5,,98,,,2020,,702LED4.2020.8.20.2,0,20,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,8.9,,20,,,8,2020-08-20 03:00:00,8.6,,,,0,L'ACADIE,QC,3,2020,702LED4,2020-08-20T08:00:00,0,,98,,,2020,,702LED4.2020.8.20.3,0,20,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,8.7,,20,,,8,2020-08-20 04:00:00,8.5,,,,0,L'ACADIE,QC,4,2020,702LED4,2020-08-20T09:00:00,0,,99,,,2020,,702LED4.2020.8.20.4,0,20,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,7.4,,20,,,8,2020-08-20 05:00:00,7.3,,,,21,L'ACADIE,QC,5,2020,702LED4,2020-08-20T10:00:00,5,,99,,,2020,,702LED4.2020.8.20.5,0,20,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,9.1,,20,,,8,2020-08-20 06:00:00,9.1,,,,19,L'ACADIE,QC,6,2020,702LED4,2020-08-20T11:00:00,3,,99,,,2020,,702LED4.2020.8.20.6,0,20,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,13.3,,20,,,8,2020-08-20 07:00:00,11.7,,,,23,L'ACADIE,QC,7,2020,702LED4,2020-08-20T12:00:00,9,,90,,,2020,,702LED4.2020.8.20.7,0,20,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,16.0,,20,,,8,2020-08-20 08:00:00,13.3,,,,28,L'ACADIE,QC,8,2020,702LED4,2020-08-20T13:00:00,5,,84,,,2020,,702LED4.2020.8.20.8,0,20,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,17.4,,20,,,8,2020-08-20 09:00:00,11.8,,,,28,L'ACADIE,QC,9,2020,702LED4,2020-08-20T14:00:00,6,,70,,,2020,,702LED4.2020.8.20.9,0,20,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,18.8,,20,,,8,2020-08-20 10:00:00,11.5,,,,28,L'ACADIE,QC,10,2020,702LED4,2020-08-20T15:00:00,7,,63,,,2020,,702LED4.2020.8.20.10,0,20,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,19.3,,20,,,8,2020-08-20 11:00:00,11.6,,,,26,L'ACADIE,QC,11,2020,702LED4,2020-08-20T16:00:00,9,,61,,,2020,,702LED4.2020.8.20.11,0,20,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,20.0,,20,,,8,2020-08-20 12:00:00,11.1,,,,28,L'ACADIE,QC,12,2020,702LED4,2020-08-20T17:00:00,8,,57,,,2020,,702LED4.2020.8.20.12,0,20,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,20.5,,20,,,8,2020-08-20 13:00:00,10.1,,,,28,L'ACADIE,QC,13,2020,702LED4,2020-08-20T18:00:00,10,,51,,,2020,,702LED4.2020.8.20.13,0,20,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,21.1,,20,,,8,2020-08-20 14:00:00,10.4,,,,27,L'ACADIE,QC,14,2020,702LED4,2020-08-20T19:00:00,10,,50,,,2020,,702LED4.2020.8.20.14,0,20,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,21.0,,20,,,8,2020-08-20 15:00:00,10.2,,,,29,L'ACADIE,QC,15,2020,702LED4,2020-08-20T20:00:00,9,,50,,,2020,,702LED4.2020.8.20.15,0,20,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,20.3,,20,,,8,2020-08-20 16:00:00,9.9,,,,30,L'ACADIE,QC,16,2020,702LED4,2020-08-20T21:00:00,5,,51,,,2020,,702LED4.2020.8.20.16,0,20,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,20.1,,20,,,8,2020-08-20 17:00:00,10.7,,,,24,L'ACADIE,QC,17,2020,702LED4,2020-08-20T22:00:00,3,,55,,,2020,,702LED4.2020.8.20.17,0,20,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,19.1,,20,,,8,2020-08-20 18:00:00,13.5,,,,0,L'ACADIE,QC,18,2020,702LED4,2020-08-20T23:00:00,0,,70,,,2020,,702LED4.2020.8.20.18,0,20,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,18.4,,20,,,8,2020-08-20 19:00:00,14.1,,,,13,L'ACADIE,QC,19,2020,702LED4,2020-08-21T00:00:00,3,,76,,,2020,,702LED4.2020.8.20.19,0,21,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,17.4,,20,,,8,2020-08-20 20:00:00,14.7,,,,7,L'ACADIE,QC,20,2020,702LED4,2020-08-21T01:00:00,3,,84,,,2020,,702LED4.2020.8.20.20,0.2,21,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,17.2,,20,,,8,2020-08-20 21:00:00,13.7,,,,12,L'ACADIE,QC,21,2020,702LED4,2020-08-21T02:00:00,6,,80,,,2020,,702LED4.2020.8.20.21,0,21,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,16.8,,20,,,8,2020-08-20 22:00:00,14.6,,,,17,L'ACADIE,QC,22,2020,702LED4,2020-08-21T03:00:00,4,,87,,,2020,,702LED4.2020.8.20.22,0,21,ND,,,,NA,,8
-73.34944444444444,45.29388888888889,16.9,,20,,,8,2020-08-20 23:00:00,14.6,,,,20,L'ACADIE,QC,23,2020,702LED4,2020-08-21T04:00:00,4,,86,,,2020,,702LED4.2020.8.20.23,0,21,ND,,,,NA,,8
