x,y,STATION_PRESSURE,TEMP,DEW_POINT_TEMP,UTC_DAY,WINDCHILL_FLAG,WIND_DIRECTION,STATION_NAME,UTC_MONTH,VISIBILITY_FLAG,LOCAL_HOUR,WIND_DIRECTION_FLAG,ID,TEMP_FLAG,WINDCHILL,STATION_PRESSURE_FLAG,VISIBILITY,RELATIVE_HUMIDITY,DEW_POINT_TEMP_FLAG,LOCAL_DATE,RELATIVE_HUMIDITY_FLAG,UTC_YEAR,PRECIP_AMOUNT_FLAG,WIND_SPEED_FLAG,UTC_DATE,WEATHER_ENG_DESC,PROVINCE_CODE,LOCAL_YEAR,PRECIP_AMOUNT,WEATHER_FRE_DESC,CLIMATE_IDENTIFIER,HUMIDEX_FLAG,LOCAL_MONTH,HUMIDEX,WIND_SPEED,LOCAL_DAY
-73.34944444444444,45.29388888888889,,18.2,15.3,17,,4,L'ACADIE,4,M,9,,702LED4.2002.4.17.9,,,M,,83,,2002-04-17 09:00:00,,2002,,,2002-04-17T14:00:00,NA,QC,2002,,ND,702LED4,,4,,7,17
-73.34944444444444,45.29388888888889,,20.8,17.2,17,,32,L'ACADIE,4,M,10,,702LED4.2002.4.17.10,,,M,,80,,2002-04-17 10:00:00,,2002,,,2002-04-17T15:00:00,NA,QC,2002,,ND,702LED4,,4,26,9,17
-73.34944444444444,45.29388888888889,,22.6,17.7,17,,31,L'ACADIE,4,M,11,,702LED4.2002.4.17.11,,,M,,74,,2002-04-17 11:00:00,,2002,,,2002-04-17T16:00:00,NA,QC,2002,,ND,702LED4,,4,28,7,17
-73.34944444444444,45.29388888888889,,24.4,18.1,17,,36,L'ACADIE,4,M,12,,702LED4.2002.4.17.12,,,M,,68,,2002-04-17 12:00:00,,2002,,,2002-04-17T17:00:00,NA,QC,2002,,ND,702LED4,,4,30,9,17
-73.34944444444444,45.29388888888889,,21.9,17.3,17,,3,L'ACADIE,4,M,13,,702LED4.2002.4.17.13,,,M,,75,,2002-04-17 13:00:00,,2002,,,2002-04-17T18:00:00,NA,QC,2002,,ND,702LED4,,4,27,15,17
-73.34944444444444,45.29388888888889,,22.1,17.5,17,,5,L'ACADIE,4,M,14,,702LED4.2002.4.17.14,,,M,,75,,2002-04-17 14:00:00,,2002,,,2002-04-17T19:00:00,NA,QC,2002,,ND,702LED4,,4,28,11,17
-73.34944444444444,45.29388888888889,,21.6,16.1,17,,5,L'ACADIE,4,M,15,,702LED4.2002.4.17.15,,,M,,71,,2002-04-17 15:00:00,,2002,,,2002-04-17T20:00:00,NA,QC,2002,,ND,702LED4,,4,26,13,17
-73.34944444444444,45.29388888888889,,21.6,16.6,17,,5,L'ACADIE,4,M,16,,702LED4.2002.4.17.16,,,M,,73,,2002-04-17 16:00:00,,2002,,,2002-04-17T21:00:00,NA,QC,2002,,ND,702LED4,,4,27,13,17
-73.34944444444444,45.29388888888889,,21.7,17.1,17,,2,L'ACADIE,4,M,17,,702LED4.2002.4.17.17,,,M,,75,,2002-04-17 17:00:00,,2002,,,2002-04-17T22:00:00,NA,QC,2002,,ND,702LED4,,4,27,9,17
-73.34944444444444,45.29388888888889,,19.7,16.4,17,,3,L'ACADIE,4,M,18,,702LED4.2002.4.17.18,,,M,,81,,2002-04-17 18:00:00,,2002,,,2002-04-17T23:00:00,NA,QC,2002,,ND,702LED4,,4,,7,17
-73.34944444444444,45.29388888888889,,18.2,15.5,18,,3,L'ACADIE,4,M,19,,702LED4.2002.4.17.19,,,M,,84,,2002-04-17 19:00:00,,2002,,,2002-04-18T00:00:00,NA,QC,2002,,ND,702LED4,,4,,9,17
-73.34944444444444,45.29388888888889,,14.8,12.0,18,,2,L'ACADIE,4,M,20,,702LED4.2002.4.17.20,,,M,,83,,2002-04-17 20:00:00,,2002,,,2002-04-18T01:00:00,NA,QC,2002,,ND,702LED4,,4,,11,17
-73.34944444444444,45.29388888888889,,12.9,9.7,18,,2,L'ACADIE,4,M,21,,702LED4.2002.4.17.21,,,M,,81,,2002-04-17 21:00:00,,2002,,,2002-04-18T02:00:00,NA,QC,2002,,ND,702LED4,,4,,11,17
-73.34944444444444,45.29388888888889,,10.3,6.3,18,,3,L'ACADIE,4,M,22,,702LED4.2002.4.17.22,,,M,,76,,2002-04-17 22:00:00,,2002,,,2002-04-18T03:00:00,NA,QC,2002,,ND,702LED4,,4,,17,17
-73.34944444444444,45.29388888888889,,10.2,7.5,18,,10,L'ACADIE,4,M,23,,702LED4.2002.4.17.23,,,M,,83,,2002-04-17 23:00:00,,2002,,,2002-04-18T04:00:00,NA,QC,2002,,ND,702LED4,,4,,4,17
-73.34944444444444,45.29388888888889,,10.8,8.4,18,,25,L'ACADIE,4,M,0,,702LED4.2002.4.18.0,,,M,,85,,2002-04-18 00:00:00,,2002,,,2002-04-18T05:00:00,NA,QC,2002,,ND,702LED4,,4,,6,18
-73.34944444444444,45.29388888888889,,10.9,8.7,18,,33,L'ACADIE,4,M,1,,702LED4.2002.4.18.1,,,M,,86,,2002-04-18 01:00:00,,2002,,,2002-04-18T06:00:00,NA,QC,2002,,ND,702LED4,,4,,6,18
-73.34944444444444,45.29388888888889,,9.9,8.2,18,,2,L'ACADIE,4,M,2,,702LED4.2002.4.18.2,,,M,,89,,2002-04-18 02:00:00,,2002,,,2002-04-18T07:00:00,NA,QC,2002,,ND,702LED4,,4,,6,18
-73.34944444444444,45.29388888888889,,9.0,7.3,18,,3,L'ACADIE,4,M,3,,702LED4.2002.4.18.3,,,M,,89,,2002-04-18 03:00:00,,2002,,,2002-04-18T08:00:00,NA,QC,2002,,ND,702LED4,,4,,6,18
-73.34944444444444,45.29388888888889,,8.1,6.6,18,,3,L'ACADIE,4,M,4,,702LED4.2002.4.18.4,,,M,,90,,2002-04-18 04:00:00,,2002,,,2002-04-18T09:00:00,NA,QC,2002,,ND,702LED4,,4,,6,18
-73.34944444444444,45.29388888888889,,7.7,6.5,18,,2,L'ACADIE,4,M,5,,702LED4.2002.4.18.5,,,M,,92,,2002-04-18 05:00:00,,2002,,,2002-04-18T10:00:00,NA,QC,2002,,ND,702LED4,,4,,4,18
-73.34944444444444,45.29388888888889,,8.1,6.7,18,,4,L'ACADIE,4,M,6,,702LED4.2002.4.18.6,,,M,,91,,2002-04-18 06:00:00,,2002,,,2002-04-18T11:00:00,NA,QC,2002,,ND,702LED4,,4,,4,18
-73.34944444444444,45.29388888888889,,9.3,7.6,18,,0,L'ACADIE,4,M,7,,702LED4.2002.4.18.7,,,M,,89,,2002-04-18 07:00:00,,2002,,,2002-04-18T12:00:00,NA,QC,2002,,ND,702LED4,,4,,0,18
-73.34944444444444,45.29388888888889,,9.8,8.7,18,,16,L'ACADIE,4,M,8,,702LED4.2002.4.18.8,,,M,,93,,2002-04-18 08:00:00,,2002,,,2002-04-18T13:00:00,NA,QC,2002,,ND,702LED4,,4,,4,18
-73.34944444444444,45.29388888888889,,11.0,10.1,18,,0,L'ACADIE,4,M,9,,702LED4.2002.4.18.9,,,M,,94,,2002-04-18 09:00:00,,2002,,,2002-04-18T14:00:00,NA,QC,2002,,ND,702LED4,,4,,0,18
-73.34944444444444,45.29388888888889,,13.8,12.5,18,,0,L'ACADIE,4,M,10,,702LED4.2002.4.18.10,,,M,,92,,2002-04-18 10:00:00,,2002,,,2002-04-18T15:00:00,NA,QC,2002,,ND,702LED4,,4,,0,18
-73.34944444444444,45.29388888888889,,16.1,13.9,18,,34,L'ACADIE,4,M,11,,702LED4.2002.4.18.11,,,M,,87,,2002-04-18 11:00:00,,2002,,,2002-04-18T16:00:00,NA,QC,2002,,ND,702LED4,,4,,4,18
-73.34944444444444,45.29388888888889,,19.8,14.6,18,,34,L'ACADIE,4,M,12,,702LED4.2002.4.18.12,,,M,,72,,2002-04-18 12:00:00,,2002,,,2002-04-18T17:00:00,NA,QC,2002,,ND,702LED4,,4,,7,18
-73.34944444444444,45.29388888888889,,21.9,13.3,18,,3,L'ACADIE,4,M,13,,702LED4.2002.4.18.13,,,M,,58,,2002-04-18 13:00:00,,2002,,,2002-04-18T18:00:00,NA,QC,2002,,ND,702LED4,,4,25,6,18
-73.34944444444444,45.29388888888889,,23.7,11.4,18,,25,L'ACADIE,4,M,14,,702LED4.2002.4.18.14,,,M,,46,,2002-04-18 14:00:00,,2002,,,2002-04-18T19:00:00,NA,QC,2002,,ND,702LED4,,4,26,7,18
-73.34944444444444,45.29388888888889,,24.9,12.5,18,,30,L'ACADIE,4,M,15,,702LED4.2002.4.18.15,,,M,,46,,2002-04-18 15:00:00,,2002,,,2002-04-18T20:00:00,NA,QC,2002,,ND,702LED4,,4,27,11,18
-73.34944444444444,45.29388888888889,,25.5,12.4,18,,29,L'ACADIE,4,M,16,,702LED4.2002.4.18.16,,,M,,44,,2002-04-18 16:00:00,,2002,,,2002-04-18T21:00:00,NA,QC,2002,,ND,702LED4,,4,28,9,18
-73.34944444444444,45.29388888888889,,25.8,11.2,18,,29,L'ACADIE,4,M,17,,702LED4.2002.4.18.17,,,M,,40,,2002-04-18 17:00:00,,2002,,,2002-04-18T22:00:00,NA,QC,2002,,ND,702LED4,,4,28,7,18
-73.34944444444444,45.29388888888889,,24.6,10.5,18,,30,L'ACADIE,4,M,18,,702LED4.2002.4.18.18,,,M,,41,,2002-04-18 18:00:00,,2002,,,2002-04-18T23:00:00,NA,QC,2002,,ND,702LED4,,4,26,4,18
-73.34944444444444,45.29388888888889,,20.2,13.2,19,,11,L'ACADIE,4,M,19,,702LED4.2002.4.18.19,,,M,,64,,2002-04-18 19:00:00,,2002,,,2002-04-19T00:00:00,NA,QC,2002,,ND,702LED4,,4,,4,18
-73.34944444444444,45.29388888888889,,18.4,13.5,19,,14,L'ACADIE,4,M,20,,702LED4.2002.4.18.20,,,M,,73,,2002-04-18 20:00:00,,2002,,,2002-04-19T01:00:00,NA,QC,2002,,ND,702LED4,,4,,6,18
-73.34944444444444,45.29388888888889,,17.2,13.5,19,,17,L'ACADIE,4,M,21,,702LED4.2002.4.18.21,,,M,,79,,2002-04-18 21:00:00,,2002,,,2002-04-19T02:00:00,NA,QC,2002,,ND,702LED4,,4,,9,18
-73.34944444444444,45.29388888888889,,17.6,13.3,19,,16,L'ACADIE,4,M,22,,702LED4.2002.4.18.22,,,M,,76,,2002-04-18 22:00:00,,2002,,,2002-04-19T03:00:00,NA,QC,2002,,ND,702LED4,,4,,9,18
-73.34944444444444,45.29388888888889,,17.2,12.9,19,,15,L'ACADIE,4,M,23,,702LED4.2002.4.18.23,,,M,,76,,2002-04-18 23:00:00,,2002,,,2002-04-19T04:00:00,NA,QC,2002,,ND,702LED4,,4,,9,18
-73.34944444444444,45.29388888888889,,16.2,12.6,19,,1,L'ACADIE,4,M,0,,702LED4.2002.4.19.0,,,M,,79,,2002-04-19 00:00:00,,2002,,,2002-04-19T05:00:00,NA,QC,2002,,ND,702LED4,,4,,7,19
-73.34944444444444,45.29388888888889,,13.2,11.4,19,,4,L'ACADIE,4,M,1,,702LED4.2002.4.19.1,,,M,,89,,2002-04-19 01:00:00,,2002,,,2002-04-19T06:00:00,NA,QC,2002,,ND,702LED4,,4,,7,19
-73.34944444444444,45.29388888888889,,11.9,10.3,19,,1,L'ACADIE,4,M,2,,702LED4.2002.4.19.2,,,M,,90,,2002-04-19 02:00:00,,2002,,,2002-04-19T07:00:00,NA,QC,2002,,ND,702LED4,,4,,9,19
-73.34944444444444,45.29388888888889,,10.5,8.9,19,,8,L'ACADIE,4,M,3,,702LED4.2002.4.19.3,,,M,,90,,2002-04-19 03:00:00,,2002,,,2002-04-19T08:00:00,NA,QC,2002,,ND,702LED4,,4,,6,19
-73.34944444444444,45.29388888888889,,11.2,9.5,19,,13,L'ACADIE,4,M,4,,702LED4.2002.4.19.4,,,M,,89,,2002-04-19 04:00:00,,2002,,,2002-04-19T09:00:00,NA,QC,2002,,ND,702LED4,,4,,9,19
-73.34944444444444,45.29388888888889,,11.9,10.5,19,,14,L'ACADIE,4,M,5,,702LED4.2002.4.19.5,,,M,,91,,2002-04-19 05:00:00,,2002,,,2002-04-19T10:00:00,NA,QC,2002,,ND,702LED4,,4,,6,19
-73.34944444444444,45.29388888888889,,13.4,11.6,19,,16,L'ACADIE,4,M,6,,702LED4.2002.4.19.6,,,M,,89,,2002-04-19 06:00:00,,2002,,,2002-04-19T11:00:00,NA,QC,2002,,ND,702LED4,,4,,13,19
-73.34944444444444,45.29388888888889,,16.5,12.5,19,,18,L'ACADIE,4,M,7,,702LED4.2002.4.19.7,,,M,,77,,2002-04-19 07:00:00,,2002,,,2002-04-19T12:00:00,NA,QC,2002,,ND,702LED4,,4,,32,19
-73.34944444444444,45.29388888888889,,18.4,12.6,19,,18,L'ACADIE,4,M,8,,702LED4.2002.4.19.8,,,M,,69,,2002-04-19 08:00:00,,2002,,,2002-04-19T13:00:00,NA,QC,2002,,ND,702LED4,,4,,35,19
-73.34944444444444,45.29388888888889,,20.8,13.0,19,,18,L'ACADIE,4,M,9,,702LED4.2002.4.19.9,,,M,,61,,2002-04-19 09:00:00,,2002,,,2002-04-19T14:00:00,NA,QC,2002,,ND,702LED4,,4,,35,19
-73.34944444444444,45.29388888888889,,21.3,13.7,19,,20,L'ACADIE,4,M,10,,702LED4.2002.4.19.10,,,M,,62,,2002-04-19 10:00:00,,2002,,,2002-04-19T15:00:00,NA,QC,2002,,ND,702LED4,,4,,24,19
-73.34944444444444,45.29388888888889,,22.1,15.0,19,,19,L'ACADIE,4,M,11,,702LED4.2002.4.19.11,,,M,,64,,2002-04-19 11:00:00,,2002,,,2002-04-19T16:00:00,NA,QC,2002,,ND,702LED4,,4,26,20,19
-73.34944444444444,45.29388888888889,,27.9,13.8,19,,26,L'ACADIE,4,M,12,,702LED4.2002.4.19.12,,,M,,42,,2002-04-19 12:00:00,,2002,,,2002-04-19T17:00:00,NA,QC,2002,,ND,702LED4,,4,31,32,19
-73.34944444444444,45.29388888888889,,27.0,13.0,19,,26,L'ACADIE,4,M,13,,702LED4.2002.4.19.13,,,M,,42,,2002-04-19 13:00:00,,2002,,,2002-04-19T18:00:00,NA,QC,2002,,ND,702LED4,,4,30,30,19
-73.34944444444444,45.29388888888889,,26.8,12.5,19,,27,L'ACADIE,4,M,14,,702LED4.2002.4.19.14,,,M,,41,,2002-04-19 14:00:00,,2002,,,2002-04-19T19:00:00,NA,QC,2002,,ND,702LED4,,4,29,28,19
-73.34944444444444,45.29388888888889,,26.7,13.1,19,,27,L'ACADIE,4,M,15,,702LED4.2002.4.19.15,,,M,,43,,2002-04-19 15:00:00,,2002,,,2002-04-19T20:00:00,NA,QC,2002,,ND,702LED4,,4,30,33,19
-73.34944444444444,45.29388888888889,,26.9,12.6,19,,25,L'ACADIE,4,M,16,,702LED4.2002.4.19.16,,,M,,41,,2002-04-19 16:00:00,,2002,,,2002-04-19T21:00:00,NA,QC,2002,,ND,702LED4,,4,29,32,19
-73.34944444444444,45.29388888888889,,26.1,13.3,19,,25,L'ACADIE,4,M,17,,702LED4.2002.4.19.17,,,M,,45,,2002-04-19 17:00:00,,2002,,,2002-04-19T22:00:00,NA,QC,2002,,ND,702LED4,,4,29,26,19
-73.34944444444444,45.29388888888889,,24.6,7.3,19,,28,L'ACADIE,4,M,18,,702LED4.2002.4.19.18,,,M,,33,,2002-04-19 18:00:00,,2002,,,2002-04-19T23:00:00,NA,QC,2002,,ND,702LED4,,4,25,26,19
-73.34944444444444,45.29388888888889,,21.5,8.4,20,,29,L'ACADIE,4,M,19,,702LED4.2002.4.19.19,,,M,,43,,2002-04-19 19:00:00,,2002,,,2002-04-20T00:00:00,NA,QC,2002,,ND,702LED4,,4,,17,19
-73.34944444444444,45.29388888888889,,19.6,8.9,20,,31,L'ACADIE,4,M,20,,702LED4.2002.4.19.20,,,M,,50,,2002-04-19 20:00:00,,2002,,,2002-04-20T01:00:00,NA,QC,2002,,ND,702LED4,,4,,19,19
-73.34944444444444,45.29388888888889,,16.3,5.0,20,,33,L'ACADIE,4,M,21,,702LED4.2002.4.19.21,,,M,,47,,2002-04-19 21:00:00,,2002,,,2002-04-20T02:00:00,NA,QC,2002,,ND,702LED4,,4,,15,19
-73.34944444444444,45.29388888888889,,13.7,3.2,20,,31,L'ACADIE,4,M,22,,702LED4.2002.4.19.22,,,M,,49,,2002-04-19 22:00:00,,2002,,,2002-04-20T03:00:00,NA,QC,2002,,ND,702LED4,,4,,13,19
-73.34944444444444,45.29388888888889,,11.7,1.6,20,,32,L'ACADIE,4,M,23,,702LED4.2002.4.19.23,,,M,,50,,2002-04-19 23:00:00,,2002,,,2002-04-20T04:00:00,NA,QC,2002,,ND,702LED4,,4,,13,19
-73.34944444444444,45.29388888888889,,9.1,0.8,20,,32,L'ACADIE,4,M,0,,702LED4.2002.4.20.0,,,M,,56,,2002-04-20 00:00:00,,2002,,,2002-04-20T05:00:00,NA,QC,2002,,ND,702LED4,,4,,15,20
-73.34944444444444,45.29388888888889,,6.8,-1.0,20,,34,L'ACADIE,4,M,1,,702LED4.2002.4.20.1,,,M,,57,,2002-04-20 01:00:00,,2002,,,2002-04-20T06:00:00,NA,QC,2002,,ND,702LED4,,4,,11,20
-73.34944444444444,45.29388888888889,,5.9,-1.1,20,,34,L'ACADIE,4,M,2,,702LED4.2002.4.20.2,,,M,,61,,2002-04-20 02:00:00,,2002,,,2002-04-20T07:00:00,NA,QC,2002,,ND,702LED4,,4,,9,20
-73.34944444444444,45.29388888888889,,5.1,-1.0,20,,35,L'ACADIE,4,M,3,,702LED4.2002.4.20.3,,,M,,65,,2002-04-20 03:00:00,,2002,,,2002-04-20T08:00:00,NA,QC,2002,,ND,702LED4,,4,,6,20
-73.34944444444444,45.29388888888889,,4.2,-3.0,20,,35,L'ACADIE,4,M,4,,702LED4.2002.4.20.4,,,M,,59,,2002-04-20 04:00:00,,2002,,,2002-04-20T09:00:00,NA,QC,2002,,ND,702LED4,,4,,7,20
-73.34944444444444,45.29388888888889,,3.8,-2.9,20,,35,L'ACADIE,4,M,5,,702LED4.2002.4.20.5,,,M,,62,,2002-04-20 05:00:00,,2002,,,2002-04-20T10:00:00,NA,QC,2002,,ND,702LED4,,4,,6,20
-73.34944444444444,45.29388888888889,,4.2,-3.2,20,,34,L'ACADIE,4,M,6,,702LED4.2002.4.20.6,,,M,,59,,2002-04-20 06:00:00,,2002,,,2002-04-20T11:00:00,NA,QC,2002,,ND,702LED4,,4,,9,20
-73.34944444444444,45.29388888888889,,4.4,-3.0,20,,2,L'ACADIE,4,M,7,,702LED4.2002.4.20.7,,,M,,59,,2002-04-20 07:00:00,,2002,,,2002-04-20T12:00:00,NA,QC,2002,,ND,702LED4,,4,,11,20
-73.34944444444444,45.29388888888889,,4.7,-4.1,20,,36,L'ACADIE,4,M,8,,702LED4.2002.4.20.8,,,M,,53,,2002-04-20 08:00:00,,2002,,,2002-04-20T13:00:00,NA,QC,2002,,ND,702LED4,,4,,7,20
-73.34944444444444,45.29388888888889,,5.2,-4.2,20,,34,L'ACADIE,4,M,9,,702LED4.2002.4.20.9,,,M,,51,,2002-04-20 09:00:00,,2002,,,2002-04-20T14:00:00,NA,QC,2002,,ND,702LED4,,4,,9,20
-73.34944444444444,45.29388888888889,,5.8,-3.6,20,,31,L'ACADIE,4,M,10,,702LED4.2002.4.20.10,,,M,,51,,2002-04-20 10:00:00,,2002,,,2002-04-20T15:00:00,NA,QC,2002,,ND,702LED4,,4,,11,20
-73.34944444444444,45.29388888888889,,7.1,-2.7,20,,32,L'ACADIE,4,M,11,,702LED4.2002.4.20.11,,,M,,50,,2002-04-20 11:00:00,,2002,,,2002-04-20T16:00:00,NA,QC,2002,,ND,702LED4,,4,,9,20
-73.34944444444444,45.29388888888889,,8.5,-2.5,20,,26,L'ACADIE,4,M,12,,702LED4.2002.4.20.12,,,M,,46,,2002-04-20 12:00:00,,2002,,,2002-04-20T17:00:00,NA,QC,2002,,ND,702LED4,,4,,11,20
-73.34944444444444,45.29388888888889,,8.7,-4.6,20,,28,L'ACADIE,4,M,13,,702LED4.2002.4.20.13,,,M,,39,,2002-04-20 13:00:00,,2002,,,2002-04-20T18:00:00,NA,QC,2002,,ND,702LED4,,4,,15,20
-73.34944444444444,45.29388888888889,,9.4,-3.9,20,,28,L'ACADIE,4,M,14,,702LED4.2002.4.20.14,,,M,,39,,2002-04-20 14:00:00,,2002,,,2002-04-20T19:00:00,NA,QC,2002,,ND,702LED4,,4,,19,20
-73.34944444444444,45.29388888888889,,10.5,-4.0,20,,31,L'ACADIE,4,M,15,,702LED4.2002.4.20.15,,,M,,36,,2002-04-20 15:00:00,,2002,,,2002-04-20T20:00:00,NA,QC,2002,,ND,702LED4,,4,,19,20
-73.34944444444444,45.29388888888889,,10.9,-4.0,20,,30,L'ACADIE,4,M,16,,702LED4.2002.4.20.16,,,M,,35,,2002-04-20 16:00:00,,2002,,,2002-04-20T21:00:00,NA,QC,2002,,ND,702LED4,,4,,19,20
-73.34944444444444,45.29388888888889,,10.5,-4.8,20,,30,L'ACADIE,4,M,17,,702LED4.2002.4.20.17,,,M,,34,,2002-04-20 17:00:00,,2002,,,2002-04-20T22:00:00,NA,QC,2002,,ND,702LED4,,4,,20,20
-73.34944444444444,45.29388888888889,,9.3,-6.2,20,,32,L'ACADIE,4,M,18,,702LED4.2002.4.20.18,,,M,,33,,2002-04-20 18:00:00,,2002,,,2002-04-20T23:00:00,NA,QC,2002,,ND,702LED4,,4,,17,20
-73.34944444444444,45.29388888888889,,7.3,-7.6,21,,31,L'ACADIE,4,M,19,,702LED4.2002.4.20.19,,,M,,34,,2002-04-20 19:00:00,,2002,,,2002-04-21T00:00:00,NA,QC,2002,,ND,702LED4,,4,,15,20
-73.34944444444444,45.29388888888889,,6.4,-7.3,21,,32,L'ACADIE,4,M,20,,702LED4.2002.4.20.20,,,M,,37,,2002-04-20 20:00:00,,2002,,,2002-04-21T01:00:00,NA,QC,2002,,ND,702LED4,,4,,13,20
-73.34944444444444,45.29388888888889,,5.1,-7.8,21,,34,L'ACADIE,4,M,21,,702LED4.2002.4.20.21,,,M,,39,,2002-04-20 21:00:00,,2002,,,2002-04-21T02:00:00,NA,QC,2002,,ND,702LED4,,4,,13,20
-73.34944444444444,45.29388888888889,,3.8,-7.4,21,,36,L'ACADIE,4,M,22,,702LED4.2002.4.20.22,,,M,,44,,2002-04-20 22:00:00,,2002,,,2002-04-21T03:00:00,NA,QC,2002,,ND,702LED4,,4,,9,20
-73.34944444444444,45.29388888888889,,2.5,-7.2,21,,1,L'ACADIE,4,M,23,,702LED4.2002.4.20.23,,,M,,49,,2002-04-20 23:00:00,,2002,,,2002-04-21T04:00:00,NA,QC,2002,,ND,702LED4,,4,,6,20
-73.34944444444444,45.29388888888889,,1.7,-7.7,21,,1,L'ACADIE,4,M,0,,702LED4.2002.4.21.0,,,M,,50,,2002-04-21 00:00:00,,2002,,,2002-04-21T05:00:00,NA,QC,2002,,ND,702LED4,,4,,7,21
-73.34944444444444,45.29388888888889,,1.0,-7.4,21,,36,L'ACADIE,4,M,1,,702LED4.2002.4.21.1,,,M,,53,,2002-04-21 01:00:00,,2002,,,2002-04-21T06:00:00,NA,QC,2002,,ND,702LED4,,4,,7,21
-73.34944444444444,45.29388888888889,,1.0,-7.8,21,,36,L'ACADIE,4,M,2,,702LED4.2002.4.21.2,,,M,,52,,2002-04-21 02:00:00,,2002,,,2002-04-21T07:00:00,NA,QC,2002,,ND,702LED4,,4,,9,21
-73.34944444444444,45.29388888888889,,0.8,-9.1,21,,1,L'ACADIE,4,M,3,,702LED4.2002.4.21.3,,,M,,47,,2002-04-21 03:00:00,,2002,,,2002-04-21T08:00:00,NA,QC,2002,,ND,702LED4,,4,,7,21
-73.34944444444444,45.29388888888889,,0.6,-10.1,21,,35,L'ACADIE,4,M,4,,702LED4.2002.4.21.4,,,M,,45,,2002-04-21 04:00:00,,2002,,,2002-04-21T09:00:00,NA,QC,2002,,ND,702LED4,,4,,7,21
-73.34944444444444,45.29388888888889,,0.2,-8.6,21,,31,L'ACADIE,4,M,5,,702LED4.2002.4.21.5,,,M,,52,,2002-04-21 05:00:00,,2002,,,2002-04-21T10:00:00,NA,QC,2002,,ND,702LED4,,4,,9,21
