x,y,STATION_NAME,STATION_PRESSURE_FLAG,WINDCHILL,UTC_DAY,CLIMATE_IDENTIFIER,VISIBILITY,UTC_YEAR,RELATIVE_HUMIDITY_FLAG,WINDCHILL_FLAG,WIND_SPEED,DEW_POINT_TEMP_FLAG,RELATIVE_HUMIDITY,HUMIDEX_FLAG,TEMP,WEATHER_ENG_DESC,DEW_POINT_TEMP,UTC_MONTH,PRECIP_AMOUNT,LOCAL_YEAR,TEMP_FLAG,WIND_DIRECTION_FLAG,LOCAL_DAY,HUMIDEX,WIND_DIRECTION,ID,PRECIP_AMOUNT_FLAG,LOCAL_MONTH,UTC_DATE,WIND_SPEED_FLAG,LOCAL_DATE,WEATHER_FRE_DESC,LOCAL_HOUR,VISIBILITY_FLAG,STATION_PRESSURE,PROVINCE_CODE
-73.34944444444444,45.29388888888889,L'ACADIE,M,,5,702LED4,,2018,,,44,,67,,14.3,NA,8.2,5,0.6,2018,,,4,,23,702LED4.2018.5.4.22,,5,2018-05-05T03:00:00,,2018-05-04 22:00:00,ND,22,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,5,702LED4,,2018,,,43,,68,,11.2,NA,5.6,5,0.1,2018,,,4,,25,702LED4.2018.5.4.23,,5,2018-05-05T04:00:00,,2018-05-04 23:00:00,ND,23,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,5,702LED4,,2018,,,35,,72,,9.2,NA,4.3,5,0,2018,,,5,,26,702LED4.2018.5.5.0,,5,2018-05-05T05:00:00,,2018-05-05 00:00:00,ND,0,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,5,702LED4,,2018,,,30,,72,,8.5,NA,3.6,5,0,2018,,,5,,27,702LED4.2018.5.5.1,,5,2018-05-05T06:00:00,,2018-05-05 01:00:00,ND,1,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,5,702LED4,,2018,,,27,,73,,7.9,NA,3.3,5,0.1,2018,,,5,,27,702LED4.2018.5.5.2,,5,2018-05-05T07:00:00,,2018-05-05 02:00:00,ND,2,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,5,702LED4,,2018,,,24,,74,,7.4,NA,3.1,5,0,2018,,,5,,27,702LED4.2018.5.5.3,,5,2018-05-05T08:00:00,,2018-05-05 03:00:00,ND,3,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,5,702LED4,,2018,,,18,,75,,7.3,NA,3.1,5,0,2018,,,5,,27,702LED4.2018.5.5.4,,5,2018-05-05T09:00:00,,2018-05-05 04:00:00,ND,4,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,5,702LED4,,2018,,,15,,75,,7.1,NA,3.0,5,0,2018,,,5,,27,702LED4.2018.5.5.5,,5,2018-05-05T10:00:00,,2018-05-05 05:00:00,ND,5,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,5,702LED4,,2018,,,19,,77,,7.4,NA,3.6,5,0,2018,,,5,,26,702LED4.2018.5.5.6,,5,2018-05-05T11:00:00,,2018-05-05 06:00:00,ND,6,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,5,702LED4,,2018,,,15,,74,,8.7,NA,4.3,5,0,2018,,,5,,27,702LED4.2018.5.5.7,,5,2018-05-05T12:00:00,,2018-05-05 07:00:00,ND,7,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,5,702LED4,,2018,,,17,,77,,9.7,NA,5.8,5,0.1,2018,,,5,,25,702LED4.2018.5.5.8,,5,2018-05-05T13:00:00,,2018-05-05 08:00:00,ND,8,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,5,702LED4,,2018,,,16,,74,,10.4,NA,6.0,5,0,2018,,,5,,26,702LED4.2018.5.5.9,,5,2018-05-05T14:00:00,,2018-05-05 09:00:00,ND,9,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,5,702LED4,,2018,,,16,,70,,12.6,NA,7.2,5,0,2018,,,5,,25,702LED4.2018.5.5.10,,5,2018-05-05T15:00:00,,2018-05-05 10:00:00,ND,10,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,5,702LED4,,2018,,,16,,64,,14.9,NA,8.1,5,0,2018,,,5,,26,702LED4.2018.5.5.11,,5,2018-05-05T16:00:00,,2018-05-05 11:00:00,ND,11,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,5,702LED4,,2018,,,18,,59,,16.7,NA,8.7,5,0,2018,,,5,,24,702LED4.2018.5.5.12,,5,2018-05-05T17:00:00,,2018-05-05 12:00:00,ND,12,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,5,702LED4,,2018,,,18,,47,,18.5,NA,7.0,5,0,2018,,,5,,27,702LED4.2018.5.5.13,,5,2018-05-05T18:00:00,,2018-05-05 13:00:00,ND,13,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,5,702LED4,,2018,,,20,,41,,19.6,NA,6.2,5,0,2018,,,5,,25,702LED4.2018.5.5.14,,5,2018-05-05T19:00:00,,2018-05-05 14:00:00,ND,14,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,5,702LED4,,2018,,,19,,38,,21.0,NA,6.1,5,0,2018,,,5,,26,702LED4.2018.5.5.15,,5,2018-05-05T20:00:00,,2018-05-05 15:00:00,ND,15,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,5,702LED4,,2018,,,23,,35,,21.0,NA,5.0,5,0,2018,,,5,,25,702LED4.2018.5.5.16,,5,2018-05-05T21:00:00,,2018-05-05 16:00:00,ND,16,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,5,702LED4,,2018,,,17,,34,,20.7,NA,4.2,5,0,2018,,,5,,25,702LED4.2018.5.5.17,,5,2018-05-05T22:00:00,,2018-05-05 17:00:00,ND,17,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,5,702LED4,,2018,,,18,,39,,20.0,NA,5.7,5,0,2018,,,5,,23,702LED4.2018.5.5.18,,5,2018-05-05T23:00:00,,2018-05-05 18:00:00,ND,18,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,6,702LED4,,2018,,,14,,48,,17.7,NA,6.6,5,0,2018,,,5,,23,702LED4.2018.5.5.19,,5,2018-05-06T00:00:00,,2018-05-05 19:00:00,ND,19,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,6,702LED4,,2018,,,7,,64,,14.0,NA,7.3,5,0,2018,,,5,,22,702LED4.2018.5.5.20,,5,2018-05-06T01:00:00,,2018-05-05 20:00:00,ND,20,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,6,702LED4,,2018,,,14,,73,,12.4,NA,7.7,5,0.2,2018,,,5,,20,702LED4.2018.5.5.21,,5,2018-05-06T02:00:00,,2018-05-05 21:00:00,ND,21,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,6,702LED4,,2018,,,12,,75,,11.7,NA,7.4,5,0,2018,,,5,,19,702LED4.2018.5.5.22,,5,2018-05-06T03:00:00,,2018-05-05 22:00:00,ND,22,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,6,702LED4,,2018,,,14,,76,,11.5,NA,7.3,5,0,2018,,,5,,19,702LED4.2018.5.5.23,,5,2018-05-06T04:00:00,,2018-05-05 23:00:00,ND,23,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,6,702LED4,,2018,,,9,,82,,10.7,NA,7.7,5,0,2018,,,6,,19,702LED4.2018.5.6.0,,5,2018-05-06T05:00:00,,2018-05-06 00:00:00,ND,0,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,6,702LED4,,2018,,,10,,68,,14.2,NA,8.3,5,0,2018,,,6,,23,702LED4.2018.5.6.1,,5,2018-05-06T06:00:00,,2018-05-06 01:00:00,ND,1,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,6,702LED4,,2018,,,6,,63,,14.4,NA,7.6,5,0,2018,,,6,,26,702LED4.2018.5.6.2,,5,2018-05-06T07:00:00,,2018-05-06 02:00:00,ND,2,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,6,702LED4,,2018,,,8,,68,,13.1,NA,7.4,5,0,2018,,,6,,25,702LED4.2018.5.6.3,,5,2018-05-06T08:00:00,,2018-05-06 03:00:00,ND,3,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,6,702LED4,,2018,,,6,,76,,11.8,NA,7.7,5,0,2018,,,6,,32,702LED4.2018.5.6.4,,5,2018-05-06T09:00:00,,2018-05-06 04:00:00,ND,4,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,6,702LED4,,2018,,,6,,79,,9.6,NA,6.0,5,0,2018,,,6,,1,702LED4.2018.5.6.5,,5,2018-05-06T10:00:00,,2018-05-06 05:00:00,ND,5,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,6,702LED4,,2018,,,7,,75,,10.0,NA,5.7,5,0,2018,,,6,,2,702LED4.2018.5.6.6,,5,2018-05-06T11:00:00,,2018-05-06 06:00:00,ND,6,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,6,702LED4,,2018,,,9,,72,,10.2,NA,5.5,5,0,2018,,,6,,2,702LED4.2018.5.6.7,,5,2018-05-06T12:00:00,,2018-05-06 07:00:00,ND,7,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,6,702LED4,,2018,,,8,,68,,12.0,NA,6.2,5,0,2018,,,6,,36,702LED4.2018.5.6.8,,5,2018-05-06T13:00:00,,2018-05-06 08:00:00,ND,8,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,6,702LED4,,2018,,,9,,56,,13.5,NA,4.9,5,0,2018,,,6,,2,702LED4.2018.5.6.9,,5,2018-05-06T14:00:00,,2018-05-06 09:00:00,ND,9,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,6,702LED4,,2018,,,7,,52,,14.8,NA,5.1,5,0,2018,,,6,,2,702LED4.2018.5.6.10,,5,2018-05-06T15:00:00,,2018-05-06 10:00:00,ND,10,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,6,702LED4,,2018,,,8,,53,,16.4,NA,6.7,5,0,2018,,,6,,2,702LED4.2018.5.6.11,,5,2018-05-06T16:00:00,,2018-05-06 11:00:00,ND,11,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,6,702LED4,,2018,,,9,,47,,16.5,NA,5.3,5,0,2018,,,6,,35,702LED4.2018.5.6.12,,5,2018-05-06T17:00:00,,2018-05-06 12:00:00,ND,12,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,6,702LED4,,2018,,,9,,47,,17.4,NA,6.1,5,0,2018,,,6,,1,702LED4.2018.5.6.13,,5,2018-05-06T18:00:00,,2018-05-06 13:00:00,ND,13,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,6,702LED4,,2018,,,9,,38,,17.3,NA,3.0,5,0,2018,,,6,,36,702LED4.2018.5.6.14,,5,2018-05-06T19:00:00,,2018-05-06 14:00:00,ND,14,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,6,702LED4,,2018,,,11,,35,,17.4,NA,1.8,5,0,2018,,,6,,1,702LED4.2018.5.6.15,,5,2018-05-06T20:00:00,,2018-05-06 15:00:00,ND,15,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,6,702LED4,,2018,,,9,,30,,17.7,NA,0.1,5,0,2018,,,6,,2,702LED4.2018.5.6.16,,5,2018-05-06T21:00:00,,2018-05-06 16:00:00,ND,16,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,6,702LED4,,2018,,,7,,33,,17.6,NA,1.0,5,0,2018,,,6,,3,702LED4.2018.5.6.17,,5,2018-05-06T22:00:00,,2018-05-06 17:00:00,ND,17,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,6,702LED4,,2018,,,12,,38,,16.3,NA,2.0,5,0,2018,,,6,,2,702LED4.2018.5.6.18,,5,2018-05-06T23:00:00,,2018-05-06 18:00:00,ND,18,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,7,702LED4,,2018,,,6,,44,,14.7,NA,2.8,5,0,2018,,,6,,5,702LED4.2018.5.6.19,,5,2018-05-07T00:00:00,,2018-05-06 19:00:00,ND,19,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,7,702LED4,,2018,,,3,,51,,13.7,NA,3.7,5,0,2018,,,6,,1,702LED4.2018.5.6.20,,5,2018-05-07T01:00:00,,2018-05-06 20:00:00,ND,20,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,7,702LED4,,2018,,,0,,67,,12.3,NA,6.4,5,0,2018,,,6,,0,702LED4.2018.5.6.21,,5,2018-05-07T02:00:00,,2018-05-06 21:00:00,ND,21,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,7,702LED4,,2018,,,6,,49,,13.3,NA,2.9,5,0,2018,,,6,,36,702LED4.2018.5.6.22,,5,2018-05-07T03:00:00,,2018-05-06 22:00:00,ND,22,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,7,702LED4,,2018,,,9,,45,,13.0,NA,1.4,5,0,2018,,,6,,36,702LED4.2018.5.6.23,,5,2018-05-07T04:00:00,,2018-05-06 23:00:00,ND,23,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,7,702LED4,,2018,,,7,,43,,12.2,NA,-0.1,5,0,2018,,,7,,1,702LED4.2018.5.7.0,,5,2018-05-07T05:00:00,,2018-05-07 00:00:00,ND,0,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,7,702LED4,,2018,,,15,,40,,10.9,NA,-2.2,5,0,2018,,,7,,2,702LED4.2018.5.7.1,,5,2018-05-07T06:00:00,,2018-05-07 01:00:00,ND,1,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,7,702LED4,,2018,,,13,,46,,8.1,NA,-2.9,5,0,2018,,,7,,1,702LED4.2018.5.7.2,,5,2018-05-07T07:00:00,,2018-05-07 02:00:00,ND,2,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,7,702LED4,,2018,,,11,,53,,6.4,NA,-2.6,5,0,2018,,,7,,1,702LED4.2018.5.7.3,,5,2018-05-07T08:00:00,,2018-05-07 03:00:00,ND,3,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,7,702LED4,,2018,,,13,,56,,5.0,NA,-3.0,5,0,2018,,,7,,2,702LED4.2018.5.7.4,,5,2018-05-07T09:00:00,,2018-05-07 04:00:00,ND,4,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,7,702LED4,,2018,,,13,,57,,4.4,NA,-3.4,5,0,2018,,,7,,2,702LED4.2018.5.7.5,,5,2018-05-07T10:00:00,,2018-05-07 05:00:00,ND,5,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,7,702LED4,,2018,,,13,,52,,4.9,NA,-4.1,5,0,2018,,,7,,1,702LED4.2018.5.7.6,,5,2018-05-07T11:00:00,,2018-05-07 06:00:00,ND,6,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,7,702LED4,,2018,,,14,,50,,6.2,NA,-3.3,5,0,2018,,,7,,2,702LED4.2018.5.7.7,,5,2018-05-07T12:00:00,,2018-05-07 07:00:00,ND,7,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,7,702LED4,,2018,,,12,,43,,7.2,NA,-4.5,5,0,2018,,,7,,1,702LED4.2018.5.7.8,,5,2018-05-07T13:00:00,,2018-05-07 08:00:00,ND,8,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,7,702LED4,,2018,,,8,,44,,8.6,NA,-3.1,5,0,2018,,,7,,36,702LED4.2018.5.7.9,,5,2018-05-07T14:00:00,,2018-05-07 09:00:00,ND,9,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,7,702LED4,,2018,,,9,,38,,9.2,NA,-4.4,5,0,2018,,,7,,3,702LED4.2018.5.7.10,,5,2018-05-07T15:00:00,,2018-05-07 10:00:00,ND,10,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,7,702LED4,,2018,,,8,,36,,10.9,NA,-3.5,5,0,2018,,,7,,36,702LED4.2018.5.7.11,,5,2018-05-07T16:00:00,,2018-05-07 11:00:00,ND,11,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,7,702LED4,,2018,,,8,,32,,11.2,NA,-5.0,5,0,2018,,,7,,3,702LED4.2018.5.7.12,,5,2018-05-07T17:00:00,,2018-05-07 12:00:00,ND,12,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,7,702LED4,,2018,,,4,,30,,12.4,NA,-4.7,5,0,2018,,,7,,10,702LED4.2018.5.7.13,,5,2018-05-07T18:00:00,,2018-05-07 13:00:00,ND,13,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,7,702LED4,,2018,,,3,,20,,13.0,NA,-9.2,5,0,2018,,,7,,36,702LED4.2018.5.7.14,,5,2018-05-07T19:00:00,,2018-05-07 14:00:00,ND,14,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,7,702LED4,,2018,,,4,,23,,13.8,NA,-7.1,5,0,2018,,,7,,23,702LED4.2018.5.7.15,,5,2018-05-07T20:00:00,,2018-05-07 15:00:00,ND,15,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,7,702LED4,,2018,,,5,,22,,14.2,NA,-7.2,5,0,2018,,,7,,1,702LED4.2018.5.7.16,,5,2018-05-07T21:00:00,,2018-05-07 16:00:00,ND,16,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,7,702LED4,,2018,,,7,,24,,14.2,NA,-6.2,5,0,2018,,,7,,31,702LED4.2018.5.7.17,,5,2018-05-07T22:00:00,,2018-05-07 17:00:00,ND,17,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,7,702LED4,,2018,,,4,,25,,13.6,NA,-5.9,5,0,2018,,,7,,31,702LED4.2018.5.7.18,,5,2018-05-07T23:00:00,,2018-05-07 18:00:00,ND,18,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,8,702LED4,,2018,,,3,,26,,12.5,NA,-6.4,5,0.3,2018,,,7,,25,702LED4.2018.5.7.19,,5,2018-05-08T00:00:00,,2018-05-07 19:00:00,ND,19,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,8,702LED4,,2018,,,3,,48,,9.3,NA,-1.2,5,0.3,2018,,,7,,15,702LED4.2018.5.7.20,,5,2018-05-08T01:00:00,,2018-05-07 20:00:00,ND,20,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,8,702LED4,,2018,,,5,,65,,6.9,NA,0.9,5,0,2018,,,7,,18,702LED4.2018.5.7.21,,5,2018-05-08T02:00:00,,2018-05-07 21:00:00,ND,21,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,8,702LED4,,2018,,,5,,68,,5.7,NA,0.4,5,0,2018,,,7,,17,702LED4.2018.5.7.22,,5,2018-05-08T03:00:00,,2018-05-07 22:00:00,ND,22,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,8,702LED4,,2018,,,7,,66,,5.9,NA,-0.1,5,0,2018,,,7,,18,702LED4.2018.5.7.23,,5,2018-05-08T04:00:00,,2018-05-07 23:00:00,ND,23,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,8,702LED4,,2018,,,8,,72,,4.8,NA,0.1,5,0,2018,,,8,,18,702LED4.2018.5.8.0,,5,2018-05-08T05:00:00,,2018-05-08 00:00:00,ND,0,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,8,702LED4,,2018,,,6,,69,,5.0,NA,-0.2,5,0,2018,,,8,,17,702LED4.2018.5.8.1,,5,2018-05-08T06:00:00,,2018-05-08 01:00:00,ND,1,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,8,702LED4,,2018,,,10,,63,,5.3,NA,-1.2,5,0,2018,,,8,,16,702LED4.2018.5.8.2,,5,2018-05-08T07:00:00,,2018-05-08 02:00:00,ND,2,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,8,702LED4,,2018,,,6,,76,,3.0,NA,-0.8,5,0,2018,,,8,,19,702LED4.2018.5.8.3,,5,2018-05-08T08:00:00,,2018-05-08 03:00:00,ND,3,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,8,702LED4,,2018,,,9,,77,,4.2,NA,0.6,5,0,2018,,,8,,16,702LED4.2018.5.8.4,,5,2018-05-08T09:00:00,,2018-05-08 04:00:00,ND,4,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,8,702LED4,,2018,,,8,,83,,3.1,NA,0.5,5,0,2018,,,8,,16,702LED4.2018.5.8.5,,5,2018-05-08T10:00:00,,2018-05-08 05:00:00,ND,5,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,8,702LED4,,2018,,,9,,73,,6.6,NA,2.1,5,0,2018,,,8,,15,702LED4.2018.5.8.6,,5,2018-05-08T11:00:00,,2018-05-08 06:00:00,ND,6,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,8,702LED4,,2018,,,12,,62,,9.6,NA,2.7,5,0,2018,,,8,,18,702LED4.2018.5.8.7,,5,2018-05-08T12:00:00,,2018-05-08 07:00:00,ND,7,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,8,702LED4,,2018,,,11,,51,,12.9,NA,3.0,5,0,2018,,,8,,18,702LED4.2018.5.8.8,,5,2018-05-08T13:00:00,,2018-05-08 08:00:00,ND,8,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,8,702LED4,,2018,,,12,,43,,15.7,NA,3.3,5,0,2018,,,8,,19,702LED4.2018.5.8.9,,5,2018-05-08T14:00:00,,2018-05-08 09:00:00,ND,9,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,8,702LED4,,2018,,,15,,31,,17.3,NA,0.0,5,0,2018,,,8,,24,702LED4.2018.5.8.10,,5,2018-05-08T15:00:00,,2018-05-08 10:00:00,ND,10,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,8,702LED4,,2018,,,11,,29,,18.8,NA,0.3,5,0,2018,,,8,,24,702LED4.2018.5.8.11,,5,2018-05-08T16:00:00,,2018-05-08 11:00:00,ND,11,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,8,702LED4,,2018,,,16,,27,,19.8,NA,0.5,5,0,2018,,,8,,25,702LED4.2018.5.8.12,,5,2018-05-08T17:00:00,,2018-05-08 12:00:00,ND,12,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,8,702LED4,,2018,,,14,,25,,20.6,NA,0.1,5,0,2018,,,8,,25,702LED4.2018.5.8.13,,5,2018-05-08T18:00:00,,2018-05-08 13:00:00,ND,13,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,8,702LED4,,2018,,,15,,26,,21.4,NA,1.0,5,0,2018,,,8,,26,702LED4.2018.5.8.14,,5,2018-05-08T19:00:00,,2018-05-08 14:00:00,ND,14,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,8,702LED4,,2018,,,14,,26,,21.9,NA,1.6,5,0,2018,,,8,,27,702LED4.2018.5.8.15,,5,2018-05-08T20:00:00,,2018-05-08 15:00:00,ND,15,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,8,702LED4,,2018,,,12,,26,,22.2,NA,1.9,5,0,2018,,,8,,27,702LED4.2018.5.8.16,,5,2018-05-08T21:00:00,,2018-05-08 16:00:00,ND,16,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,8,702LED4,,2018,,,13,,21,,22.1,NA,-1.4,5,0,2018,,,8,,27,702LED4.2018.5.8.17,,5,2018-05-08T22:00:00,,2018-05-08 17:00:00,ND,17,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,8,702LED4,,2018,,,10,,24,,21.2,NA,-0.4,5,0,2018,,,8,,30,702LED4.2018.5.8.18,,5,2018-05-08T23:00:00,,2018-05-08 18:00:00,ND,18,,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,9,702LED4,,2018,,,3,,29,,18.5,NA,0.4,5,0,2018,,,8,,24,702LED4.2018.5.8.19,,5,2018-05-09T00:00:00,,2018-05-08 19:00:00,ND,19,,,QC
