x,y,RELATIVE_HUMIDITY,WINDCHILL_FLAG,ID,STATION_PRESSURE,HUMIDEX,UTC_YEAR,RELATIVE_HUMIDITY_FLAG,WINDCHILL,LOCAL_HOUR,PRECIP_AMOUNT,UTC_MONTH,LOCAL_YEAR,LOCAL_DAY,STATION_NAME,LOCAL_DATE,WIND_SPEED,TEMP,VISIBILITY,LOCAL_MONTH,WIND_SPEED_FLAG,PRECIP_AMOUNT_FLAG,WEATHER_ENG_DESC,STATION_PRESSURE_FLAG,UTC_DAY,DEW_POINT_TEMP_FLAG,VISIBILITY_FLAG,PROVINCE_CODE,WIND_DIRECTION_FLAG,UTC_DATE,DEW_POINT_TEMP,HUMIDEX_FLAG,CLIMATE_IDENTIFIER,WIND_DIRECTION,TEMP_FLAG,WEATHER_FRE_DESC
-73.34944444444444,45.29388888888889,99,,702LED4.2009.2.22.10,,,2009,,-7,10,,2,2009,22,L'ACADIE,2009-02-22 10:00:00,15,-2.2,,2,,,NA,M,22,,,QC,,2009-02-22T15:00:00,-2.4,,702LED4,14,,ND
-73.34944444444444,45.29388888888889,99,,702LED4.2009.2.22.11,,,2009,,-6,11,,2,2009,22,L'ACADIE,2009-02-22 11:00:00,13,-1.7,,2,,,NA,M,22,,,QC,,2009-02-22T16:00:00,-1.9,,702LED4,14,,ND
-73.34944444444444,45.29388888888889,98,,702LED4.2009.2.22.12,,,2009,,-5,12,,2,2009,22,L'ACADIE,2009-02-22 12:00:00,11,-1.3,,2,,,NA,M,22,,,QC,,2009-02-22T17:00:00,-1.6,,702LED4,14,,ND
-73.34944444444444,45.29388888888889,98,,702LED4.2009.2.22.13,,,2009,,-5,13,,2,2009,22,L'ACADIE,2009-02-22 13:00:00,13,-0.6,,2,,,NA,M,22,,,QC,,2009-02-22T18:00:00,-0.9,,702LED4,16,,ND
-73.34944444444444,45.29388888888889,97,,702LED4.2009.2.22.14,,,2009,,-3,14,,2,2009,22,L'ACADIE,2009-02-22 14:00:00,9,-0.3,,2,,,NA,M,22,,,QC,,2009-02-22T19:00:00,-0.7,,702LED4,15,,ND
-73.34944444444444,45.29388888888889,98,,702LED4.2009.2.22.15,,,2009,,-3,15,,2,2009,22,L'ACADIE,2009-02-22 15:00:00,7,-0.1,,2,,,NA,M,22,,,QC,,2009-02-22T20:00:00,-0.4,,702LED4,17,,ND
-73.34944444444444,45.29388888888889,98,,702LED4.2009.2.22.16,,,2009,,-3,16,,2,2009,22,L'ACADIE,2009-02-22 16:00:00,7,-0.7,,2,,,NA,M,22,,,QC,,2009-02-22T21:00:00,-1.0,,702LED4,24,,ND
-73.34944444444444,45.29388888888889,98,,702LED4.2009.2.22.17,,,2009,,-6,17,,2,2009,22,L'ACADIE,2009-02-22 17:00:00,13,-2.0,,2,,,NA,M,22,,,QC,,2009-02-22T22:00:00,-2.3,,702LED4,28,,ND
-73.34944444444444,45.29388888888889,99,,702LED4.2009.2.22.18,,,2009,,-7,18,,2,2009,22,L'ACADIE,2009-02-22 18:00:00,11,-2.9,,2,,,NA,M,22,,,QC,,2009-02-22T23:00:00,-3.1,,702LED4,30,,ND
-73.34944444444444,45.29388888888889,98,,702LED4.2009.2.22.19,,,2009,,-7,19,,2,2009,22,L'ACADIE,2009-02-22 19:00:00,9,-3.1,,2,,,NA,M,23,,,QC,,2009-02-23T00:00:00,-3.4,,702LED4,30,,ND
-73.34944444444444,45.29388888888889,98,,702LED4.2009.2.22.20,,,2009,,-6,20,,2,2009,22,L'ACADIE,2009-02-22 20:00:00,7,-3.2,,2,,,NA,M,23,,,QC,,2009-02-23T01:00:00,-3.5,,702LED4,32,,ND
-73.34944444444444,45.29388888888889,97,,702LED4.2009.2.22.21,,,2009,,-6,21,,2,2009,22,L'ACADIE,2009-02-22 21:00:00,7,-3.2,,2,,,NA,M,23,,,QC,,2009-02-23T02:00:00,-3.6,,702LED4,31,,ND
-73.34944444444444,45.29388888888889,98,,702LED4.2009.2.22.22,,,2009,,-6,22,,2,2009,22,L'ACADIE,2009-02-22 22:00:00,7,-3.2,,2,,,NA,M,23,,,QC,,2009-02-23T03:00:00,-3.5,,702LED4,31,,ND
-73.34944444444444,45.29388888888889,98,,702LED4.2009.2.22.23,,,2009,,-6,23,,2,2009,22,L'ACADIE,2009-02-22 23:00:00,7,-3.2,,2,,,NA,M,23,,,QC,,2009-02-23T04:00:00,-3.5,,702LED4,29,,ND
-73.34944444444444,45.29388888888889,96,,702LED4.2009.2.23.0,,,2009,,-9,0,,2,2009,23,L'ACADIE,2009-02-23 00:00:00,13,-3.7,,2,,,NA,M,23,,,QC,,2009-02-23T05:00:00,-4.3,,702LED4,29,,ND
-73.34944444444444,45.29388888888889,96,,702LED4.2009.2.23.1,,,2009,,-10,1,,2,2009,23,L'ACADIE,2009-02-23 01:00:00,15,-4.2,,2,,,NA,M,23,,,QC,,2009-02-23T06:00:00,-4.8,,702LED4,28,,ND
-73.34944444444444,45.29388888888889,95,,702LED4.2009.2.23.2,,,2009,,-10,2,,2,2009,23,L'ACADIE,2009-02-23 02:00:00,17,-4.5,,2,,,NA,M,23,,,QC,,2009-02-23T07:00:00,-5.2,,702LED4,29,,ND
-73.34944444444444,45.29388888888889,96,,702LED4.2009.2.23.3,,,2009,,-11,3,,2,2009,23,L'ACADIE,2009-02-23 03:00:00,15,-5.0,,2,,,NA,M,23,,,QC,,2009-02-23T08:00:00,-5.6,,702LED4,28,,ND
-73.34944444444444,45.29388888888889,97,,702LED4.2009.2.23.4,,,2009,,-12,4,,2,2009,23,L'ACADIE,2009-02-23 04:00:00,19,-5.4,,2,,,NA,M,23,,,QC,,2009-02-23T09:00:00,-5.8,,702LED4,27,,ND
-73.34944444444444,45.29388888888889,97,,702LED4.2009.2.23.5,,,2009,,-12,5,,2,2009,23,L'ACADIE,2009-02-23 05:00:00,17,-5.7,,2,,,NA,M,23,,,QC,,2009-02-23T10:00:00,-6.1,,702LED4,28,,ND
-73.34944444444444,45.29388888888889,96,,702LED4.2009.2.23.6,,,2009,,-12,6,,2,2009,23,L'ACADIE,2009-02-23 06:00:00,17,-5.8,,2,,,NA,M,23,,,QC,,2009-02-23T11:00:00,-6.3,,702LED4,29,,ND
-73.34944444444444,45.29388888888889,93,,702LED4.2009.2.23.7,,,2009,,-12,7,,2,2009,23,L'ACADIE,2009-02-23 07:00:00,19,-5.6,,2,,,NA,M,23,,,QC,,2009-02-23T12:00:00,-6.5,,702LED4,29,,ND
-73.34944444444444,45.29388888888889,92,,702LED4.2009.2.23.8,,,2009,,-12,8,,2,2009,23,L'ACADIE,2009-02-23 08:00:00,19,-5.5,,2,,,NA,M,23,,,QC,,2009-02-23T13:00:00,-6.6,,702LED4,29,,ND
-73.34944444444444,45.29388888888889,94,,702LED4.2009.2.23.9,,,2009,,-13,9,,2,2009,23,L'ACADIE,2009-02-23 09:00:00,22,-6.1,,2,,,NA,M,23,,,QC,,2009-02-23T14:00:00,-6.9,,702LED4,28,,ND
-73.34944444444444,45.29388888888889,95,,702LED4.2009.2.23.10,,,2009,,-15,10,,2,2009,23,L'ACADIE,2009-02-23 10:00:00,22,-7.3,,2,,,NA,M,23,,,QC,,2009-02-23T15:00:00,-8.0,,702LED4,28,,ND
-73.34944444444444,45.29388888888889,93,,702LED4.2009.2.23.11,,,2009,,-16,11,,2,2009,23,L'ACADIE,2009-02-23 11:00:00,24,-7.7,,2,,,NA,M,23,,,QC,,2009-02-23T16:00:00,-8.6,,702LED4,28,,ND
-73.34944444444444,45.29388888888889,92,,702LED4.2009.2.23.12,,,2009,,-16,12,,2,2009,23,L'ACADIE,2009-02-23 12:00:00,26,-8.1,,2,,,NA,M,23,,,QC,,2009-02-23T17:00:00,-9.2,,702LED4,28,,ND
-73.34944444444444,45.29388888888889,91,,702LED4.2009.2.23.13,,,2009,,-18,13,,2,2009,23,L'ACADIE,2009-02-23 13:00:00,30,-8.9,,2,,,NA,M,23,,,QC,,2009-02-23T18:00:00,-10.1,,702LED4,27,,ND
-73.34944444444444,45.29388888888889,90,,702LED4.2009.2.23.14,,,2009,,-19,14,,2,2009,23,L'ACADIE,2009-02-23 14:00:00,32,-9.5,,2,,,NA,M,23,,,QC,,2009-02-23T19:00:00,-10.9,,702LED4,27,,ND
-73.34944444444444,45.29388888888889,90,,702LED4.2009.2.23.15,,,2009,,-19,15,,2,2009,23,L'ACADIE,2009-02-23 15:00:00,28,-9.6,,2,,,NA,M,23,,,QC,,2009-02-23T20:00:00,-10.9,,702LED4,27,,ND
-73.34944444444444,45.29388888888889,90,,702LED4.2009.2.23.16,,,2009,,-18,16,,2,2009,23,L'ACADIE,2009-02-23 16:00:00,24,-9.4,,2,,,NA,M,23,,,QC,,2009-02-23T21:00:00,-10.7,,702LED4,28,,ND
-73.34944444444444,45.29388888888889,90,,702LED4.2009.2.23.17,,,2009,,-17,17,,2,2009,23,L'ACADIE,2009-02-23 17:00:00,20,-9.3,,2,,,NA,M,23,,,QC,,2009-02-23T22:00:00,-10.7,,702LED4,28,,ND
-73.34944444444444,45.29388888888889,91,,702LED4.2009.2.23.18,,,2009,,-17,18,,2,2009,23,L'ACADIE,2009-02-23 18:00:00,22,-9.2,,2,,,NA,M,23,,,QC,,2009-02-23T23:00:00,-10.4,,702LED4,28,,ND
-73.34944444444444,45.29388888888889,92,,702LED4.2009.2.23.19,,,2009,,-17,19,,2,2009,23,L'ACADIE,2009-02-23 19:00:00,20,-9.1,,2,,,NA,M,24,,,QC,,2009-02-24T00:00:00,-10.1,,702LED4,28,,ND
-73.34944444444444,45.29388888888889,91,,702LED4.2009.2.23.20,,,2009,,-17,20,,2,2009,23,L'ACADIE,2009-02-23 20:00:00,20,-9.1,,2,,,NA,M,24,,,QC,,2009-02-24T01:00:00,-10.3,,702LED4,28,,ND
-73.34944444444444,45.29388888888889,90,,702LED4.2009.2.23.21,,,2009,,-17,21,,2,2009,23,L'ACADIE,2009-02-23 21:00:00,22,-9.3,,2,,,NA,M,24,,,QC,,2009-02-24T02:00:00,-10.7,,702LED4,28,,ND
-73.34944444444444,45.29388888888889,90,,702LED4.2009.2.23.22,,,2009,,-17,22,,2,2009,23,L'ACADIE,2009-02-23 22:00:00,20,-9.6,,2,,,NA,M,24,,,QC,,2009-02-24T03:00:00,-10.9,,702LED4,28,,ND
-73.34944444444444,45.29388888888889,89,,702LED4.2009.2.23.23,,,2009,,-18,23,,2,2009,23,L'ACADIE,2009-02-23 23:00:00,19,-9.9,,2,,,NA,M,24,,,QC,,2009-02-24T04:00:00,-11.3,,702LED4,28,,ND
-73.34944444444444,45.29388888888889,90,,702LED4.2009.2.24.0,,,2009,,-17,0,,2,2009,24,L'ACADIE,2009-02-24 00:00:00,19,-9.8,,2,,,NA,M,24,,,QC,,2009-02-24T05:00:00,-11.1,,702LED4,28,,ND
-73.34944444444444,45.29388888888889,90,,702LED4.2009.2.24.1,,,2009,,-17,1,,2,2009,24,L'ACADIE,2009-02-24 01:00:00,17,-9.8,,2,,,NA,M,24,,,QC,,2009-02-24T06:00:00,-11.1,,702LED4,28,,ND
-73.34944444444444,45.29388888888889,89,,702LED4.2009.2.24.2,,,2009,,-17,2,,2,2009,24,L'ACADIE,2009-02-24 02:00:00,15,-9.9,,2,,,NA,M,24,,,QC,,2009-02-24T07:00:00,-11.4,,702LED4,28,,ND
-73.34944444444444,45.29388888888889,89,,702LED4.2009.2.24.3,,,2009,,-18,3,,2,2009,24,L'ACADIE,2009-02-24 03:00:00,13,-11.1,,2,,,NA,M,24,,,QC,,2009-02-24T08:00:00,-12.5,,702LED4,27,,ND
-73.34944444444444,45.29388888888889,85,,702LED4.2009.2.24.4,,,2009,,-18,4,,2,2009,24,L'ACADIE,2009-02-24 04:00:00,13,-11.3,,2,,,NA,M,24,,,QC,,2009-02-24T09:00:00,-13.3,,702LED4,27,,ND
-73.34944444444444,45.29388888888889,82,,702LED4.2009.2.24.5,,,2009,,-17,5,,2,2009,24,L'ACADIE,2009-02-24 05:00:00,13,-11.0,,2,,,NA,M,24,,,QC,,2009-02-24T10:00:00,-13.5,,702LED4,27,,ND
-73.34944444444444,45.29388888888889,82,,702LED4.2009.2.24.6,,,2009,,-18,6,,2,2009,24,L'ACADIE,2009-02-24 06:00:00,13,-11.5,,2,,,NA,M,24,,,QC,,2009-02-24T11:00:00,-13.9,,702LED4,27,,ND
-73.34944444444444,45.29388888888889,80,,702LED4.2009.2.24.7,,,2009,,-20,7,,2,2009,24,L'ACADIE,2009-02-24 07:00:00,15,-12.3,,2,,,NA,M,24,,,QC,,2009-02-24T12:00:00,-15.0,,702LED4,27,,ND
-73.34944444444444,45.29388888888889,80,,702LED4.2009.2.24.8,,,2009,,-20,8,,2,2009,24,L'ACADIE,2009-02-24 08:00:00,15,-12.3,,2,,,NA,M,24,,,QC,,2009-02-24T13:00:00,-15.1,,702LED4,27,,ND
-73.34944444444444,45.29388888888889,80,,702LED4.2009.2.24.9,,,2009,,-19,9,,2,2009,24,L'ACADIE,2009-02-24 09:00:00,15,-12.1,,2,,,NA,M,24,,,QC,,2009-02-24T14:00:00,-14.9,,702LED4,27,,ND
-73.34944444444444,45.29388888888889,77,,702LED4.2009.2.24.10,,,2009,,-19,10,,2,2009,24,L'ACADIE,2009-02-24 10:00:00,17,-11.4,,2,,,NA,M,24,,,QC,,2009-02-24T15:00:00,-14.7,,702LED4,27,,ND
-73.34944444444444,45.29388888888889,75,,702LED4.2009.2.24.11,,,2009,,-18,11,,2,2009,24,L'ACADIE,2009-02-24 11:00:00,17,-11.0,,2,,,NA,M,24,,,QC,,2009-02-24T16:00:00,-14.5,,702LED4,26,,ND
-73.34944444444444,45.29388888888889,74,,702LED4.2009.2.24.12,,,2009,,-17,12,,2,2009,24,L'ACADIE,2009-02-24 12:00:00,15,-10.3,,2,,,NA,M,24,,,QC,,2009-02-24T17:00:00,-14.0,,702LED4,26,,ND
-73.34944444444444,45.29388888888889,73,,702LED4.2009.2.24.13,,,2009,,-17,13,,2,2009,24,L'ACADIE,2009-02-24 13:00:00,19,-9.8,,2,,,NA,M,24,,,QC,,2009-02-24T18:00:00,-13.8,,702LED4,27,,ND
-73.34944444444444,45.29388888888889,72,,702LED4.2009.2.24.14,,,2009,,-16,14,,2,2009,24,L'ACADIE,2009-02-24 14:00:00,17,-8.9,,2,,,NA,M,24,,,QC,,2009-02-24T19:00:00,-13.0,,702LED4,26,,ND
-73.34944444444444,45.29388888888889,70,,702LED4.2009.2.24.15,,,2009,,-16,15,,2,2009,24,L'ACADIE,2009-02-24 15:00:00,17,-8.9,,2,,,NA,M,24,,,QC,,2009-02-24T20:00:00,-13.3,,702LED4,26,,ND
-73.34944444444444,45.29388888888889,68,,702LED4.2009.2.24.16,,,2009,,-15,16,,2,2009,24,L'ACADIE,2009-02-24 16:00:00,17,-8.6,,2,,,NA,M,24,,,QC,,2009-02-24T21:00:00,-13.4,,702LED4,26,,ND
-73.34944444444444,45.29388888888889,70,,702LED4.2009.2.24.17,,,2009,,-15,17,,2,2009,24,L'ACADIE,2009-02-24 17:00:00,13,-9.2,,2,,,NA,M,24,,,QC,,2009-02-24T22:00:00,-13.6,,702LED4,26,,ND
-73.34944444444444,45.29388888888889,72,,702LED4.2009.2.24.18,,,2009,,-15,18,,2,2009,24,L'ACADIE,2009-02-24 18:00:00,11,-9.4,,2,,,NA,M,24,,,QC,,2009-02-24T23:00:00,-13.5,,702LED4,26,,ND
-73.34944444444444,45.29388888888889,71,,702LED4.2009.2.24.19,,,2009,,-15,19,,2,2009,24,L'ACADIE,2009-02-24 19:00:00,13,-8.6,,2,,,NA,M,25,,,QC,,2009-02-25T00:00:00,-12.9,,702LED4,27,,ND
-73.34944444444444,45.29388888888889,69,,702LED4.2009.2.24.20,,,2009,,-14,20,,2,2009,24,L'ACADIE,2009-02-24 20:00:00,11,-8.9,,2,,,NA,M,25,,,QC,,2009-02-25T01:00:00,-13.5,,702LED4,26,,ND
-73.34944444444444,45.29388888888889,74,,702LED4.2009.2.24.21,,,2009,,-15,21,,2,2009,24,L'ACADIE,2009-02-24 21:00:00,11,-9.8,,2,,,NA,M,25,,,QC,,2009-02-25T02:00:00,-13.6,,702LED4,26,,ND
-73.34944444444444,45.29388888888889,76,,702LED4.2009.2.24.22,,,2009,,-16,22,,2,2009,24,L'ACADIE,2009-02-24 22:00:00,9,-10.6,,2,,,NA,M,25,,,QC,,2009-02-25T03:00:00,-14.0,,702LED4,26,,ND
-73.34944444444444,45.29388888888889,75,,702LED4.2009.2.24.23,,,2009,,-16,23,,2,2009,24,L'ACADIE,2009-02-24 23:00:00,11,-10.6,,2,,,NA,M,25,,,QC,,2009-02-25T04:00:00,-14.2,,702LED4,27,,ND
-73.34944444444444,45.29388888888889,78,,702LED4.2009.2.25.0,,,2009,,-16,0,,2,2009,25,L'ACADIE,2009-02-25 00:00:00,6,-12.0,,2,,,NA,M,25,,,QC,,2009-02-25T05:00:00,-15.1,,702LED4,26,,ND
-73.34944444444444,45.29388888888889,83,,702LED4.2009.2.25.1,,,2009,,-18,1,,2,2009,25,L'ACADIE,2009-02-25 01:00:00,4,-15.4,,2,,,NA,M,25,,,QC,,2009-02-25T06:00:00,-17.6,,702LED4,19,,ND
-73.34944444444444,45.29388888888889,87,,702LED4.2009.2.25.2,,,2009,,,2,,2,2009,25,L'ACADIE,2009-02-25 02:00:00,0,-15.8,,2,,,NA,M,25,,,QC,,2009-02-25T07:00:00,-17.4,,702LED4,0,,ND
-73.34944444444444,45.29388888888889,90,,702LED4.2009.2.25.3,,,2009,,,3,,2,2009,25,L'ACADIE,2009-02-25 03:00:00,0,-15.3,,2,,,NA,M,25,,,QC,,2009-02-25T08:00:00,-16.6,,702LED4,0,,ND
-73.34944444444444,45.29388888888889,89,,702LED4.2009.2.25.4,,,2009,,,4,,2,2009,25,L'ACADIE,2009-02-25 04:00:00,0,-14.2,,2,,,NA,M,25,,,QC,,2009-02-25T09:00:00,-15.6,,702LED4,0,,ND
-73.34944444444444,45.29388888888889,87,,702LED4.2009.2.25.5,,,2009,,-17,5,,2,2009,25,L'ACADIE,2009-02-25 05:00:00,6,-13.4,,2,,,NA,M,25,,,QC,,2009-02-25T10:00:00,-15.1,,702LED4,16,,ND
-73.34944444444444,45.29388888888889,86,,702LED4.2009.2.25.6,,,2009,,-18,6,,2,2009,25,L'ACADIE,2009-02-25 06:00:00,6,-13.8,,2,,,NA,M,25,,,QC,,2009-02-25T11:00:00,-15.6,,702LED4,16,,ND
-73.34944444444444,45.29388888888889,87,,702LED4.2009.2.25.7,,,2009,,-18,7,,2,2009,25,L'ACADIE,2009-02-25 07:00:00,6,-13.7,,2,,,NA,M,25,,,QC,,2009-02-25T12:00:00,-15.4,,702LED4,16,,ND
-73.34944444444444,45.29388888888889,79,,702LED4.2009.2.25.8,,,2009,,-17,8,,2,2009,25,L'ACADIE,2009-02-25 08:00:00,7,-12.6,,2,,,NA,M,25,,,QC,,2009-02-25T13:00:00,-15.5,,702LED4,16,,ND
-73.34944444444444,45.29388888888889,79,,702LED4.2009.2.25.9,,,2009,,-15,9,,2,2009,25,L'ACADIE,2009-02-25 09:00:00,7,-10.5,,2,,,NA,M,25,,,QC,,2009-02-25T14:00:00,-13.4,,702LED4,16,,ND
-73.34944444444444,45.29388888888889,79,,702LED4.2009.2.25.10,,,2009,,-13,10,,2,2009,25,L'ACADIE,2009-02-25 10:00:00,9,-8.2,,2,,,NA,M,25,,,QC,,2009-02-25T15:00:00,-11.2,,702LED4,16,,ND
-73.34944444444444,45.29388888888889,75,,702LED4.2009.2.25.11,,,2009,,-11,11,,2,2009,25,L'ACADIE,2009-02-25 11:00:00,11,-6.2,,2,,,NA,M,25,,,QC,,2009-02-25T16:00:00,-9.9,,702LED4,16,,ND
-73.34944444444444,45.29388888888889,66,,702LED4.2009.2.25.12,,,2009,,-9,12,,2,2009,25,L'ACADIE,2009-02-25 12:00:00,9,-4.8,,2,,,NA,M,25,,,QC,,2009-02-25T17:00:00,-10.1,,702LED4,16,,ND
-73.34944444444444,45.29388888888889,60,,702LED4.2009.2.25.13,,,2009,,-9,13,,2,2009,25,L'ACADIE,2009-02-25 13:00:00,11,-4.1,,2,,,NA,M,25,,,QC,,2009-02-25T18:00:00,-10.7,,702LED4,14,,ND
-73.34944444444444,45.29388888888889,54,,702LED4.2009.2.25.14,,,2009,,-7,14,,2,2009,25,L'ACADIE,2009-02-25 14:00:00,11,-3.1,,2,,,NA,M,25,,,QC,,2009-02-25T19:00:00,-11.0,,702LED4,16,,ND
-73.34944444444444,45.29388888888889,53,,702LED4.2009.2.25.15,,,2009,,-6,15,,2,2009,25,L'ACADIE,2009-02-25 15:00:00,9,-2.6,,2,,,NA,M,25,,,QC,,2009-02-25T20:00:00,-10.9,,702LED4,16,,ND
-73.34944444444444,45.29388888888889,51,,702LED4.2009.2.25.16,,,2009,,-5,16,,2,2009,25,L'ACADIE,2009-02-25 16:00:00,6,-2.4,,2,,,NA,M,25,,,QC,,2009-02-25T21:00:00,-11.2,,702LED4,12,,ND
-73.34944444444444,45.29388888888889,54,,702LED4.2009.2.25.17,,,2009,,-6,17,,2,2009,25,L'ACADIE,2009-02-25 17:00:00,7,-3.2,,2,,,NA,M,25,,,QC,,2009-02-25T22:00:00,-11.1,,702LED4,12,,ND
-73.34944444444444,45.29388888888889,60,,702LED4.2009.2.25.18,,,2009,,-7,18,,2,2009,25,L'ACADIE,2009-02-25 18:00:00,4,-5.0,,2,,,NA,M,25,,,QC,,2009-02-25T23:00:00,-11.5,,702LED4,13,,ND
-73.34944444444444,45.29388888888889,63,,702LED4.2009.2.25.19,,,2009,,-8,19,,2,2009,25,L'ACADIE,2009-02-25 19:00:00,6,-5.4,,2,,,NA,M,26,,,QC,,2009-02-26T00:00:00,-11.3,,702LED4,12,,ND
-73.34944444444444,45.29388888888889,58,,702LED4.2009.2.25.20,,,2009,,-9,20,,2,2009,25,L'ACADIE,2009-02-25 20:00:00,13,-3.8,,2,,,NA,M,26,,,QC,,2009-02-26T01:00:00,-10.9,,702LED4,13,,ND
-73.34944444444444,45.29388888888889,60,,702LED4.2009.2.25.21,,,2009,,-10,21,,2,2009,25,L'ACADIE,2009-02-25 21:00:00,19,-3.8,,2,,,NA,M,26,,,QC,,2009-02-26T02:00:00,-10.5,,702LED4,15,,ND
-73.34944444444444,45.29388888888889,62,,702LED4.2009.2.25.22,,,2009,,-10,22,,2,2009,25,L'ACADIE,2009-02-25 22:00:00,19,-4.1,,2,,,NA,M,26,,,QC,,2009-02-26T03:00:00,-10.2,,702LED4,16,,ND
-73.34944444444444,45.29388888888889,60,,702LED4.2009.2.25.23,,,2009,,-8,23,,2,2009,25,L'ACADIE,2009-02-25 23:00:00,17,-2.4,,2,,,NA,M,26,,,QC,,2009-02-26T04:00:00,-9.0,,702LED4,17,,ND
-73.34944444444444,45.29388888888889,65,,702LED4.2009.2.26.0,,,2009,,-9,0,,2,2009,26,L'ACADIE,2009-02-26 00:00:00,17,-3.0,,2,,,NA,M,26,,,QC,,2009-02-26T05:00:00,-8.6,,702LED4,17,,ND
-73.34944444444444,45.29388888888889,62,,702LED4.2009.2.26.1,,,2009,,-8,1,,2,2009,26,L'ACADIE,2009-02-26 01:00:00,26,-1.3,,2,,,NA,M,26,,,QC,,2009-02-26T06:00:00,-7.7,,702LED4,18,,ND
-73.34944444444444,45.29388888888889,67,,702LED4.2009.2.26.2,,,2009,,-8,2,,2,2009,26,L'ACADIE,2009-02-26 02:00:00,28,-1.0,,2,,,NA,M,26,,,QC,,2009-02-26T07:00:00,-6.4,,702LED4,18,,ND
-73.34944444444444,45.29388888888889,64,,702LED4.2009.2.26.3,,,2009,,-7,3,,2,2009,26,L'ACADIE,2009-02-26 03:00:00,32,-0.6,,2,,,NA,M,26,,,QC,,2009-02-26T08:00:00,-6.6,,702LED4,18,,ND
-73.34944444444444,45.29388888888889,69,,702LED4.2009.2.26.4,,,2009,,-6,4,,2,2009,26,L'ACADIE,2009-02-26 04:00:00,20,-0.8,,2,,,NA,M,26,,,QC,,2009-02-26T09:00:00,-5.7,,702LED4,21,,ND
-73.34944444444444,45.29388888888889,61,,702LED4.2009.2.26.5,,,2009,,-6,5,,2,2009,26,L'ACADIE,2009-02-26 05:00:00,24,0.0,,2,,,NA,M,26,,,QC,,2009-02-26T10:00:00,-6.7,,702LED4,17,,ND
