x,y,VISIBILITY_FLAG,TEMP,CLIMATE_IDENTIFIER,WIND_SPEED,STATION_PRESSURE_FLAG,LOCAL_HOUR,PROVINCE_CODE,HUMIDEX_FLAG,STATION_PRESSURE,WEATHER_ENG_DESC,LOCAL_MONTH,UTC_DAY,LOCAL_DATE,UTC_YEAR,WIND_DIRECTION_FLAG,LOCAL_YEAR,HUMIDEX,LOCAL_DAY,UTC_MONTH,DEW_POINT_TEMP_FLAG,WINDCHILL,RELATIVE_HUMIDITY_FLAG,RELATIVE_HUMIDITY,WIND_DIRECTION,PRECIP_AMOUNT,ID,PRECIP_AMOUNT_FLAG,VISIBILITY,WINDCHILL_FLAG,WEATHER_FRE_DESC,UTC_DATE,STATION_NAME,DEW_POINT_TEMP,TEMP_FLAG,WIND_SPEED_FLAG
-73.34944444444444,45.29388888888889,M,18.8,702LED4,41,M,9,QC,,,NA,6,9,2003-06-09 09:00:00,2003,,2003,,9,6,,,,75,18,,702LED4.2003.6.9.9,,,,ND,2003-06-09T14:00:00,L'ACADIE,14.3,,
-73.34944444444444,45.29388888888889,M,18.6,702LED4,37,M,10,QC,,,NA,6,9,2003-06-09 10:00:00,2003,,2003,,9,6,,,,73,18,,702LED4.2003.6.9.10,,,,ND,2003-06-09T15:00:00,L'ACADIE,13.7,,
-73.34944444444444,45.29388888888889,M,18.7,702LED4,33,M,11,QC,,,NA,6,9,2003-06-09 11:00:00,2003,,2003,,9,6,,,,80,19,,702LED4.2003.6.9.11,,,,ND,2003-06-09T16:00:00,L'ACADIE,15.2,,
-73.34944444444444,45.29388888888889,M,18.7,702LED4,33,M,12,QC,,,NA,6,9,2003-06-09 12:00:00,2003,,2003,,9,6,,,,77,19,,702LED4.2003.6.9.12,,,,ND,2003-06-09T17:00:00,L'ACADIE,14.6,,
-73.34944444444444,45.29388888888889,M,18.9,702LED4,24,M,13,QC,,,NA,6,9,2003-06-09 13:00:00,2003,,2003,,9,6,,,,78,20,,702LED4.2003.6.9.13,,,,ND,2003-06-09T18:00:00,L'ACADIE,15.0,,
-73.34944444444444,45.29388888888889,M,20.7,702LED4,20,M,14,QC,,,NA,6,9,2003-06-09 14:00:00,2003,,2003,,9,6,,,,67,22,,702LED4.2003.6.9.14,,,,ND,2003-06-09T19:00:00,L'ACADIE,14.4,,
-73.34944444444444,45.29388888888889,M,22.2,702LED4,26,M,15,QC,,,NA,6,9,2003-06-09 15:00:00,2003,,2003,25,9,6,,,,55,24,,702LED4.2003.6.9.15,,,,ND,2003-06-09T20:00:00,L'ACADIE,12.7,,
-73.34944444444444,45.29388888888889,M,21.6,702LED4,26,M,16,QC,,,NA,6,9,2003-06-09 16:00:00,2003,,2003,,9,6,,,,49,24,,702LED4.2003.6.9.16,,,,ND,2003-06-09T21:00:00,L'ACADIE,10.4,,
-73.34944444444444,45.29388888888889,M,22.5,702LED4,28,M,17,QC,,,NA,6,9,2003-06-09 17:00:00,2003,,2003,,9,6,,,,46,24,,702LED4.2003.6.9.17,,,,ND,2003-06-09T22:00:00,L'ACADIE,10.3,,
-73.34944444444444,45.29388888888889,M,21.3,702LED4,24,M,18,QC,,,NA,6,9,2003-06-09 18:00:00,2003,,2003,,9,6,,,,49,24,,702LED4.2003.6.9.18,,,,ND,2003-06-09T23:00:00,L'ACADIE,10.2,,
-73.34944444444444,45.29388888888889,M,19.9,702LED4,22,M,19,QC,,,NA,6,10,2003-06-09 19:00:00,2003,,2003,,9,6,,,,54,23,,702LED4.2003.6.9.19,,,,ND,2003-06-10T00:00:00,L'ACADIE,10.3,,
-73.34944444444444,45.29388888888889,M,19.1,702LED4,30,M,20,QC,,,NA,6,10,2003-06-09 20:00:00,2003,,2003,,9,6,,,,56,24,,702LED4.2003.6.9.20,,,,ND,2003-06-10T01:00:00,L'ACADIE,10.1,,
-73.34944444444444,45.29388888888889,M,18.1,702LED4,28,M,21,QC,,,NA,6,10,2003-06-09 21:00:00,2003,,2003,,9,6,,,,65,25,,702LED4.2003.6.9.21,,,,ND,2003-06-10T02:00:00,L'ACADIE,11.4,,
-73.34944444444444,45.29388888888889,M,16.3,702LED4,26,M,22,QC,,,NA,6,10,2003-06-09 22:00:00,2003,,2003,,9,6,,,,80,25,,702LED4.2003.6.9.22,,,,ND,2003-06-10T03:00:00,L'ACADIE,12.9,,
-73.34944444444444,45.29388888888889,M,15.2,702LED4,24,M,23,QC,,,NA,6,10,2003-06-09 23:00:00,2003,,2003,,9,6,,,,86,26,,702LED4.2003.6.9.23,,,,ND,2003-06-10T04:00:00,L'ACADIE,12.9,,
-73.34944444444444,45.29388888888889,M,14.3,702LED4,20,M,0,QC,,,NA,6,10,2003-06-10 00:00:00,2003,,2003,,10,6,,,,84,28,,702LED4.2003.6.10.0,,,,ND,2003-06-10T05:00:00,L'ACADIE,11.6,,
-73.34944444444444,45.29388888888889,M,13.7,702LED4,17,M,1,QC,,,NA,6,10,2003-06-10 01:00:00,2003,,2003,,10,6,,,,80,28,,702LED4.2003.6.10.1,,,,ND,2003-06-10T06:00:00,L'ACADIE,10.3,,
-73.34944444444444,45.29388888888889,M,13.6,702LED4,17,M,2,QC,,,NA,6,10,2003-06-10 02:00:00,2003,,2003,,10,6,,,,77,27,,702LED4.2003.6.10.2,,,,ND,2003-06-10T07:00:00,L'ACADIE,9.7,,
-73.34944444444444,45.29388888888889,M,13.3,702LED4,17,M,3,QC,,,NA,6,10,2003-06-10 03:00:00,2003,,2003,,10,6,,,,75,28,,702LED4.2003.6.10.3,,,,ND,2003-06-10T08:00:00,L'ACADIE,9.0,,
-73.34944444444444,45.29388888888889,M,12.6,702LED4,17,M,4,QC,,,NA,6,10,2003-06-10 04:00:00,2003,,2003,,10,6,,,,74,27,,702LED4.2003.6.10.4,,,,ND,2003-06-10T09:00:00,L'ACADIE,8.1,,
-73.34944444444444,45.29388888888889,M,11.5,702LED4,17,M,5,QC,,,NA,6,10,2003-06-10 05:00:00,2003,,2003,,10,6,,,,77,27,,702LED4.2003.6.10.5,,,,ND,2003-06-10T10:00:00,L'ACADIE,7.6,,
-73.34944444444444,45.29388888888889,M,12.4,702LED4,15,M,6,QC,,,NA,6,10,2003-06-10 06:00:00,2003,,2003,,10,6,,,,75,28,,702LED4.2003.6.10.6,,,,ND,2003-06-10T11:00:00,L'ACADIE,8.1,,
-73.34944444444444,45.29388888888889,M,13.3,702LED4,20,M,7,QC,,,NA,6,10,2003-06-10 07:00:00,2003,,2003,,10,6,,,,68,28,,702LED4.2003.6.10.7,,,,ND,2003-06-10T12:00:00,L'ACADIE,7.5,,
-73.34944444444444,45.29388888888889,M,13.9,702LED4,17,M,8,QC,,,NA,6,10,2003-06-10 08:00:00,2003,,2003,,10,6,,,,63,29,,702LED4.2003.6.10.8,,,,ND,2003-06-10T13:00:00,L'ACADIE,7.0,,
-73.34944444444444,45.29388888888889,M,15.3,702LED4,17,M,9,QC,,,NA,6,10,2003-06-10 09:00:00,2003,,2003,,10,6,,,,53,30,,702LED4.2003.6.10.9,,,,ND,2003-06-10T14:00:00,L'ACADIE,5.8,,
-73.34944444444444,45.29388888888889,M,16.4,702LED4,15,M,10,QC,,,NA,6,10,2003-06-10 10:00:00,2003,,2003,,10,6,,,,44,30,,702LED4.2003.6.10.10,,,,ND,2003-06-10T15:00:00,L'ACADIE,4.1,,
-73.34944444444444,45.29388888888889,M,17.6,702LED4,9,M,11,QC,,,NA,6,10,2003-06-10 11:00:00,2003,,2003,,10,6,,,,36,31,,702LED4.2003.6.10.11,,,,ND,2003-06-10T16:00:00,L'ACADIE,2.4,,
-73.34944444444444,45.29388888888889,M,18.8,702LED4,13,M,12,QC,,,NA,6,10,2003-06-10 12:00:00,2003,,2003,,10,6,,,,33,25,,702LED4.2003.6.10.12,,,,ND,2003-06-10T17:00:00,L'ACADIE,2.2,,
-73.34944444444444,45.29388888888889,M,19.5,702LED4,17,M,13,QC,,,NA,6,10,2003-06-10 13:00:00,2003,,2003,,10,6,,,,31,26,,702LED4.2003.6.10.13,,,,ND,2003-06-10T18:00:00,L'ACADIE,1.9,,
-73.34944444444444,45.29388888888889,M,20.0,702LED4,15,M,14,QC,,,NA,6,10,2003-06-10 14:00:00,2003,,2003,,10,6,,,,33,26,,702LED4.2003.6.10.14,,,,ND,2003-06-10T19:00:00,L'ACADIE,3.3,,
-73.34944444444444,45.29388888888889,M,20.5,702LED4,15,M,15,QC,,,NA,6,10,2003-06-10 15:00:00,2003,,2003,,10,6,,,,28,28,,702LED4.2003.6.10.15,,,,ND,2003-06-10T20:00:00,L'ACADIE,1.4,,
-73.34944444444444,45.29388888888889,M,20.0,702LED4,11,M,16,QC,,,NA,6,10,2003-06-10 16:00:00,2003,,2003,,10,6,,,,32,29,,702LED4.2003.6.10.16,,,,ND,2003-06-10T21:00:00,L'ACADIE,2.8,,
-73.34944444444444,45.29388888888889,M,20.4,702LED4,11,M,17,QC,,,NA,6,10,2003-06-10 17:00:00,2003,,2003,,10,6,,,,34,27,,702LED4.2003.6.10.17,,,,ND,2003-06-10T22:00:00,L'ACADIE,4.0,,
-73.34944444444444,45.29388888888889,M,20.0,702LED4,11,M,18,QC,,,NA,6,10,2003-06-10 18:00:00,2003,,2003,,10,6,,,,37,25,,702LED4.2003.6.10.18,,,,ND,2003-06-10T23:00:00,L'ACADIE,4.9,,
-73.34944444444444,45.29388888888889,M,19.2,702LED4,7,M,19,QC,,,NA,6,11,2003-06-10 19:00:00,2003,,2003,,10,6,,,,42,25,,702LED4.2003.6.10.19,,,,ND,2003-06-11T00:00:00,L'ACADIE,6.0,,
-73.34944444444444,45.29388888888889,M,16.7,702LED4,0,M,20,QC,,,NA,6,11,2003-06-10 20:00:00,2003,,2003,,10,6,,,,59,0,,702LED4.2003.6.10.20,,,,ND,2003-06-11T01:00:00,L'ACADIE,8.7,,
-73.34944444444444,45.29388888888889,M,14.4,702LED4,4,M,21,QC,,,NA,6,11,2003-06-10 21:00:00,2003,,2003,,10,6,,,,67,15,,702LED4.2003.6.10.21,,,,ND,2003-06-11T02:00:00,L'ACADIE,8.4,,
-73.34944444444444,45.29388888888889,M,15.1,702LED4,7,M,22,QC,,,NA,6,11,2003-06-10 22:00:00,2003,,2003,,10,6,,,,61,17,,702LED4.2003.6.10.22,,,,ND,2003-06-11T03:00:00,L'ACADIE,7.7,,
-73.34944444444444,45.29388888888889,M,14.7,702LED4,6,M,23,QC,,,NA,6,11,2003-06-10 23:00:00,2003,,2003,,10,6,,,,67,13,,702LED4.2003.6.10.23,,,,ND,2003-06-11T04:00:00,L'ACADIE,8.7,,
-73.34944444444444,45.29388888888889,M,14.3,702LED4,6,M,0,QC,,,NA,6,11,2003-06-11 00:00:00,2003,,2003,,11,6,,,,66,14,,702LED4.2003.6.11.0,,,,ND,2003-06-11T05:00:00,L'ACADIE,8.1,,
-73.34944444444444,45.29388888888889,M,14.2,702LED4,13,M,1,QC,,,NA,6,11,2003-06-11 01:00:00,2003,,2003,,11,6,,,,66,14,,702LED4.2003.6.11.1,,,,ND,2003-06-11T06:00:00,L'ACADIE,8.0,,
-73.34944444444444,45.29388888888889,M,14.0,702LED4,13,M,2,QC,,,NA,6,11,2003-06-11 02:00:00,2003,,2003,,11,6,,,,71,15,,702LED4.2003.6.11.2,,,,ND,2003-06-11T07:00:00,L'ACADIE,8.8,,
-73.34944444444444,45.29388888888889,M,13.5,702LED4,17,M,3,QC,,,NA,6,11,2003-06-11 03:00:00,2003,,2003,,11,6,,,,78,14,,702LED4.2003.6.11.3,,,,ND,2003-06-11T08:00:00,L'ACADIE,9.8,,
-73.34944444444444,45.29388888888889,M,13.5,702LED4,7,M,4,QC,,,NA,6,11,2003-06-11 04:00:00,2003,,2003,,11,6,,,,85,12,,702LED4.2003.6.11.4,,,,ND,2003-06-11T09:00:00,L'ACADIE,11.0,,
-73.34944444444444,45.29388888888889,M,13.7,702LED4,6,M,5,QC,,,NA,6,11,2003-06-11 05:00:00,2003,,2003,,11,6,,,,81,12,,702LED4.2003.6.11.5,,,,ND,2003-06-11T10:00:00,L'ACADIE,10.5,,
-73.34944444444444,45.29388888888889,M,14.3,702LED4,11,M,6,QC,,,NA,6,11,2003-06-11 06:00:00,2003,,2003,,11,6,,,,81,13,,702LED4.2003.6.11.6,,,,ND,2003-06-11T11:00:00,L'ACADIE,11.1,,
-73.34944444444444,45.29388888888889,M,16.0,702LED4,20,M,7,QC,,,NA,6,11,2003-06-11 07:00:00,2003,,2003,,11,6,,,,79,16,,702LED4.2003.6.11.7,,,,ND,2003-06-11T12:00:00,L'ACADIE,12.4,,
-73.34944444444444,45.29388888888889,M,17.8,702LED4,30,M,8,QC,,,NA,6,11,2003-06-11 08:00:00,2003,,2003,,11,6,,,,71,18,,702LED4.2003.6.11.8,,,,ND,2003-06-11T13:00:00,L'ACADIE,12.5,,
-73.34944444444444,45.29388888888889,M,17.9,702LED4,28,M,9,QC,,,NA,6,11,2003-06-11 09:00:00,2003,,2003,,11,6,,,,72,19,,702LED4.2003.6.11.9,,,,ND,2003-06-11T14:00:00,L'ACADIE,12.8,,
-73.34944444444444,45.29388888888889,M,18.3,702LED4,26,M,10,QC,,,NA,6,11,2003-06-11 10:00:00,2003,,2003,,11,6,,,,77,19,,702LED4.2003.6.11.10,,,,ND,2003-06-11T15:00:00,L'ACADIE,14.2,,
-73.34944444444444,45.29388888888889,M,18.8,702LED4,26,M,11,QC,,,NA,6,11,2003-06-11 11:00:00,2003,,2003,,11,6,,,,77,19,,702LED4.2003.6.11.11,,,,ND,2003-06-11T16:00:00,L'ACADIE,14.7,,
-73.34944444444444,45.29388888888889,M,19.5,702LED4,20,M,12,QC,,,NA,6,11,2003-06-11 12:00:00,2003,,2003,,11,6,,,,79,19,,702LED4.2003.6.11.12,,,,ND,2003-06-11T17:00:00,L'ACADIE,15.8,,
-73.34944444444444,45.29388888888889,M,19.4,702LED4,11,M,13,QC,,,NA,6,11,2003-06-11 13:00:00,2003,,2003,,11,6,,,,87,23,,702LED4.2003.6.11.13,,,,ND,2003-06-11T18:00:00,L'ACADIE,17.2,,
-73.34944444444444,45.29388888888889,M,19.2,702LED4,9,M,14,QC,,,NA,6,11,2003-06-11 14:00:00,2003,,2003,,11,6,,,,87,19,,702LED4.2003.6.11.14,,,,ND,2003-06-11T19:00:00,L'ACADIE,17.0,,
-73.34944444444444,45.29388888888889,M,21.7,702LED4,24,M,15,QC,,,NA,6,11,2003-06-11 15:00:00,2003,,2003,28,11,6,,,,79,23,,702LED4.2003.6.11.15,,,,ND,2003-06-11T20:00:00,L'ACADIE,17.9,,
-73.34944444444444,45.29388888888889,M,22.2,702LED4,17,M,16,QC,,,NA,6,11,2003-06-11 16:00:00,2003,,2003,28,11,6,,,,77,26,,702LED4.2003.6.11.16,,,,ND,2003-06-11T21:00:00,L'ACADIE,18.0,,
-73.34944444444444,45.29388888888889,M,22.6,702LED4,19,M,17,QC,,,NA,6,11,2003-06-11 17:00:00,2003,,2003,28,11,6,,,,71,23,,702LED4.2003.6.11.17,,,,ND,2003-06-11T22:00:00,L'ACADIE,17.1,,
-73.34944444444444,45.29388888888889,M,18.6,702LED4,13,M,18,QC,,,NA,6,11,2003-06-11 18:00:00,2003,,2003,,11,6,,,,93,28,,702LED4.2003.6.11.18,,,,ND,2003-06-11T23:00:00,L'ACADIE,17.5,,
-73.34944444444444,45.29388888888889,M,17.8,702LED4,11,M,19,QC,,,NA,6,12,2003-06-11 19:00:00,2003,,2003,,11,6,,,,90,1,,702LED4.2003.6.11.19,,,,ND,2003-06-12T00:00:00,L'ACADIE,16.1,,
-73.34944444444444,45.29388888888889,M,15.8,702LED4,11,M,20,QC,,,NA,6,12,2003-06-11 20:00:00,2003,,2003,,11,6,,,,84,36,,702LED4.2003.6.11.20,,,,ND,2003-06-12T01:00:00,L'ACADIE,13.1,,
-73.34944444444444,45.29388888888889,M,15.5,702LED4,7,M,21,QC,,,NA,6,12,2003-06-11 21:00:00,2003,,2003,,11,6,,,,81,1,,702LED4.2003.6.11.21,,,,ND,2003-06-12T02:00:00,L'ACADIE,12.3,,
-73.34944444444444,45.29388888888889,M,14.9,702LED4,6,M,22,QC,,,NA,6,12,2003-06-11 22:00:00,2003,,2003,,11,6,,,,82,1,,702LED4.2003.6.11.22,,,,ND,2003-06-12T03:00:00,L'ACADIE,11.9,,
-73.34944444444444,45.29388888888889,M,13.1,702LED4,4,M,23,QC,,,NA,6,12,2003-06-11 23:00:00,2003,,2003,,11,6,,,,89,28,,702LED4.2003.6.11.23,,,,ND,2003-06-12T04:00:00,L'ACADIE,11.3,,
-73.34944444444444,45.29388888888889,M,12.2,702LED4,4,M,0,QC,,,NA,6,12,2003-06-12 00:00:00,2003,,2003,,12,6,,,,93,33,,702LED4.2003.6.12.0,,,,ND,2003-06-12T05:00:00,L'ACADIE,11.1,,
-73.34944444444444,45.29388888888889,M,11.9,702LED4,0,M,1,QC,,,NA,6,12,2003-06-12 01:00:00,2003,,2003,,12,6,,,,92,0,,702LED4.2003.6.12.1,,,,ND,2003-06-12T06:00:00,L'ACADIE,10.7,,
-73.34944444444444,45.29388888888889,M,12.0,702LED4,4,M,2,QC,,,NA,6,12,2003-06-12 02:00:00,2003,,2003,,12,6,,,,93,32,,702LED4.2003.6.12.2,,,,ND,2003-06-12T07:00:00,L'ACADIE,10.9,,
-73.34944444444444,45.29388888888889,M,10.7,702LED4,0,M,3,QC,,,NA,6,12,2003-06-12 03:00:00,2003,,2003,,12,6,,,,94,0,,702LED4.2003.6.12.3,,,,ND,2003-06-12T08:00:00,L'ACADIE,9.8,,
-73.34944444444444,45.29388888888889,M,9.8,702LED4,0,M,4,QC,,,NA,6,12,2003-06-12 04:00:00,2003,,2003,,12,6,,,,96,0,,702LED4.2003.6.12.4,,,,ND,2003-06-12T09:00:00,L'ACADIE,9.2,,
-73.34944444444444,45.29388888888889,M,10.1,702LED4,6,M,5,QC,,,NA,6,12,2003-06-12 05:00:00,2003,,2003,,12,6,,,,96,18,,702LED4.2003.6.12.5,,,,ND,2003-06-12T10:00:00,L'ACADIE,9.5,,
-73.34944444444444,45.29388888888889,M,12.0,702LED4,4,M,6,QC,,,NA,6,12,2003-06-12 06:00:00,2003,,2003,,12,6,,,,95,19,,702LED4.2003.6.12.6,,,,ND,2003-06-12T11:00:00,L'ACADIE,11.2,,
-73.34944444444444,45.29388888888889,M,14.6,702LED4,0,M,7,QC,,,NA,6,12,2003-06-12 07:00:00,2003,,2003,,12,6,,,,87,0,,702LED4.2003.6.12.7,,,,ND,2003-06-12T12:00:00,L'ACADIE,12.5,,
-73.34944444444444,45.29388888888889,M,16.3,702LED4,7,M,8,QC,,,NA,6,12,2003-06-12 08:00:00,2003,,2003,,12,6,,,,79,33,,702LED4.2003.6.12.8,,,,ND,2003-06-12T13:00:00,L'ACADIE,12.7,,
-73.34944444444444,45.29388888888889,M,17.2,702LED4,4,M,9,QC,,,NA,6,12,2003-06-12 09:00:00,2003,,2003,,12,6,,,,71,36,,702LED4.2003.6.12.9,,,,ND,2003-06-12T14:00:00,L'ACADIE,11.9,,
-73.34944444444444,45.29388888888889,M,18.0,702LED4,7,M,10,QC,,,NA,6,12,2003-06-12 10:00:00,2003,,2003,,12,6,,,,67,35,,702LED4.2003.6.12.10,,,,ND,2003-06-12T15:00:00,L'ACADIE,11.8,,
-73.34944444444444,45.29388888888889,M,18.9,702LED4,4,M,11,QC,,,NA,6,12,2003-06-12 11:00:00,2003,,2003,,12,6,,,,61,34,,702LED4.2003.6.12.11,,,,ND,2003-06-12T16:00:00,L'ACADIE,11.2,,
-73.34944444444444,45.29388888888889,M,20.3,702LED4,4,M,12,QC,,,NA,6,12,2003-06-12 12:00:00,2003,,2003,,12,6,,,,57,5,,702LED4.2003.6.12.12,,,,ND,2003-06-12T17:00:00,L'ACADIE,11.5,,
