x,y,STATION_NAME,STATION_PRESSURE_FLAG,WINDCHILL,UTC_DAY,CLIMATE_IDENTIFIER,VISIBILITY,UTC_YEAR,RELATIVE_HUMIDITY_FLAG,WINDCHILL_FLAG,WIND_SPEED,DEW_POINT_TEMP_FLAG,RELATIVE_HUMIDITY,HUMIDEX_FLAG,TEMP,WEATHER_ENG_DESC,DEW_POINT_TEMP,UTC_MONTH,PRECIP_AMOUNT,LOCAL_YEAR,TEMP_FLAG,WIND_DIRECTION_FLAG,LOCAL_DAY,HUMIDEX,WIND_DIRECTION,ID,PRECIP_AMOUNT_FLAG,LOCAL_MONTH,UTC_DATE,WIND_SPEED_FLAG,LOCAL_DATE,WEATHER_FRE_DESC,LOCAL_HOUR,VISIBILITY_FLAG,STATION_PRESSURE,PROVINCE_CODE
-73.34944444444444,45.29388888888889,L'ACADIE,M,,1,702LED4,,2000,,,9,,78,,1.7,NA,-1.8,1,,2000,,,1,,21,702LED4.2000.1.1.16,,1,2000-01-01T21:00:00,,2000-01-01 16:00:00,ND,16,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,1,702LED4,,2000,,,4,,83,,1.1,NA,-1.4,1,,2000,,,1,,20,702LED4.2000.1.1.17,,1,2000-01-01T22:00:00,,2000-01-01 17:00:00,ND,17,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,1,702LED4,,2000,,,7,,83,,0.9,NA,-1.6,1,,2000,,,1,,19,702LED4.2000.1.1.18,,1,2000-01-01T23:00:00,,2000-01-01 18:00:00,ND,18,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,2,702LED4,,2000,,,9,,74,,2.3,NA,-1.9,1,,2000,,,1,,23,702LED4.2000.1.1.19,,1,2000-01-02T00:00:00,,2000-01-01 19:00:00,ND,19,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,2,702LED4,,2000,,,7,,75,,2.5,NA,-1.4,1,,2000,,,1,,25,702LED4.2000.1.1.20,,1,2000-01-02T01:00:00,,2000-01-01 20:00:00,ND,20,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,2,702LED4,,2000,,,6,,82,,1.4,NA,-1.4,1,,2000,,,1,,19,702LED4.2000.1.1.21,,1,2000-01-02T02:00:00,,2000-01-01 21:00:00,ND,21,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,2,702LED4,,2000,,,9,,83,,1.2,NA,-1.3,1,,2000,,,1,,20,702LED4.2000.1.1.22,,1,2000-01-02T03:00:00,,2000-01-01 22:00:00,ND,22,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,2,702LED4,,2000,,,0,,85,,1.0,NA,-1.3,1,,2000,,,1,,0,702LED4.2000.1.1.23,,1,2000-01-02T04:00:00,,2000-01-01 23:00:00,ND,23,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,2,702LED4,,2000,,,4,,85,,1.0,NA,-1.3,1,,2000,,,2,,4,702LED4.2000.1.2.0,,1,2000-01-02T05:00:00,,2000-01-02 00:00:00,ND,0,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,2,702LED4,,2000,,,0,,85,,0.9,NA,-1.4,1,,2000,,,2,,0,702LED4.2000.1.2.1,,1,2000-01-02T06:00:00,,2000-01-02 01:00:00,ND,1,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,2,702LED4,,2000,,,4,,85,,0.8,NA,-1.5,1,,2000,,,2,,11,702LED4.2000.1.2.2,,1,2000-01-02T07:00:00,,2000-01-02 02:00:00,ND,2,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,2,702LED4,,2000,,,4,,83,,0.6,NA,-1.9,1,,2000,,,2,,16,702LED4.2000.1.2.3,,1,2000-01-02T08:00:00,,2000-01-02 03:00:00,ND,3,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,2,702LED4,,2000,,,0,,85,,0.4,NA,-1.9,1,,2000,,,2,,0,702LED4.2000.1.2.4,,1,2000-01-02T09:00:00,,2000-01-02 04:00:00,ND,4,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-2,2,702LED4,,2000,,,4,,88,,-1.0,NA,-2.7,1,,2000,,,2,,6,702LED4.2000.1.2.5,,1,2000-01-02T10:00:00,,2000-01-02 05:00:00,ND,5,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-4,2,702LED4,,2000,,,6,,90,,-1.5,NA,-2.9,1,,2000,,,2,,8,702LED4.2000.1.2.6,,1,2000-01-02T11:00:00,,2000-01-02 06:00:00,ND,6,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-5,2,702LED4,,2000,,,7,,94,,-2.3,NA,-3.2,1,,2000,,,2,,7,702LED4.2000.1.2.7,,1,2000-01-02T12:00:00,,2000-01-02 07:00:00,ND,7,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-4,2,702LED4,,2000,,,7,,92,,-1.6,NA,-2.8,1,,2000,,,2,,6,702LED4.2000.1.2.8,,1,2000-01-02T13:00:00,,2000-01-02 08:00:00,ND,8,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-4,2,702LED4,,2000,,,7,,89,,-1.7,NA,-3.2,1,,2000,,,2,,4,702LED4.2000.1.2.9,,1,2000-01-02T14:00:00,,2000-01-02 09:00:00,ND,9,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-3,2,702LED4,,2000,,,7,,86,,-0.6,NA,-2.6,1,,2000,,,2,,4,702LED4.2000.1.2.10,,1,2000-01-02T15:00:00,,2000-01-02 10:00:00,ND,10,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,2,702LED4,,2000,,,9,,83,,0.3,NA,-2.3,1,,2000,,,2,,4,702LED4.2000.1.2.11,,1,2000-01-02T16:00:00,,2000-01-02 11:00:00,ND,11,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,2,702LED4,,2000,,,11,,85,,0.3,NA,-2.0,1,,2000,,,2,,3,702LED4.2000.1.2.12,,1,2000-01-02T17:00:00,,2000-01-02 12:00:00,ND,12,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,2,702LED4,,2000,,,11,,83,,0.4,NA,-2.1,1,,2000,,,2,,4,702LED4.2000.1.2.13,,1,2000-01-02T18:00:00,,2000-01-02 13:00:00,ND,13,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-2,2,702LED4,,2000,,,7,,88,,0.0,NA,-1.8,1,,2000,,,2,,3,702LED4.2000.1.2.14,,1,2000-01-02T19:00:00,,2000-01-02 14:00:00,ND,14,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-2,2,702LED4,,2000,,,6,,94,,-0.2,NA,-1.1,1,,2000,,,2,,5,702LED4.2000.1.2.15,,1,2000-01-02T20:00:00,,2000-01-02 15:00:00,ND,15,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-4,2,702LED4,,2000,,,11,,94,,-0.3,NA,-1.1,1,,2000,,,2,,5,702LED4.2000.1.2.16,,1,2000-01-02T21:00:00,,2000-01-02 16:00:00,ND,16,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-2,2,702LED4,,2000,,,6,,96,,-0.1,NA,-0.7,1,,2000,,,2,,5,702LED4.2000.1.2.17,,1,2000-01-02T22:00:00,,2000-01-02 17:00:00,ND,17,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-3,2,702LED4,,2000,,,7,,96,,-0.3,NA,-0.8,1,,2000,,,2,,4,702LED4.2000.1.2.18,,1,2000-01-02T23:00:00,,2000-01-02 18:00:00,ND,18,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-2,3,702LED4,,2000,,,7,,96,,0.0,NA,-0.5,1,,2000,,,2,,3,702LED4.2000.1.2.19,,1,2000-01-03T00:00:00,,2000-01-02 19:00:00,ND,19,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,3,702LED4,,2000,,,11,,98,,1.5,NA,1.2,1,,2000,,,2,,14,702LED4.2000.1.2.20,,1,2000-01-03T01:00:00,,2000-01-02 20:00:00,ND,20,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,3,702LED4,,2000,,,30,,96,,4.0,NA,3.4,1,,2000,,,2,,18,702LED4.2000.1.2.21,,1,2000-01-03T02:00:00,,2000-01-02 21:00:00,ND,21,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,3,702LED4,,2000,,,30,,96,,4.5,NA,3.9,1,,2000,,,2,,18,702LED4.2000.1.2.22,,1,2000-01-03T03:00:00,,2000-01-02 22:00:00,ND,22,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,3,702LED4,,2000,,,33,,95,,5.4,NA,4.7,1,,2000,,,2,,19,702LED4.2000.1.2.23,,1,2000-01-03T04:00:00,,2000-01-02 23:00:00,ND,23,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,3,702LED4,,2000,,,24,,95,,5.2,NA,4.5,1,,2000,,,3,,20,702LED4.2000.1.3.0,,1,2000-01-03T05:00:00,,2000-01-03 00:00:00,ND,0,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,3,702LED4,,2000,,,13,,95,,4.7,NA,4.0,1,,2000,,,3,,20,702LED4.2000.1.3.1,,1,2000-01-03T06:00:00,,2000-01-03 01:00:00,ND,1,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,3,702LED4,,2000,,,19,,97,,5.8,NA,5.4,1,,2000,,,3,,19,702LED4.2000.1.3.2,,1,2000-01-03T07:00:00,,2000-01-03 02:00:00,ND,2,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,3,702LED4,,2000,,,15,,95,,6.0,NA,5.3,1,,2000,,,3,,20,702LED4.2000.1.3.3,,1,2000-01-03T08:00:00,,2000-01-03 03:00:00,ND,3,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,3,702LED4,,2000,,,24,,85,,10.0,NA,7.6,1,,2000,,,3,,25,702LED4.2000.1.3.4,,1,2000-01-03T09:00:00,,2000-01-03 04:00:00,ND,4,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,3,702LED4,,2000,,,26,,85,,9.8,NA,7.4,1,,2000,,,3,,25,702LED4.2000.1.3.5,,1,2000-01-03T10:00:00,,2000-01-03 05:00:00,ND,5,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,3,702LED4,,2000,,,26,,88,,8.2,NA,6.3,1,,2000,,,3,,27,702LED4.2000.1.3.6,,1,2000-01-03T11:00:00,,2000-01-03 06:00:00,ND,6,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,3,702LED4,,2000,,,24,,89,,6.1,NA,4.4,1,,2000,,,3,,31,702LED4.2000.1.3.7,,1,2000-01-03T12:00:00,,2000-01-03 07:00:00,ND,7,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,3,702LED4,,2000,,,15,,84,,2.5,NA,0.1,1,,2000,,,3,,32,702LED4.2000.1.3.8,,1,2000-01-03T13:00:00,,2000-01-03 08:00:00,ND,8,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,3,702LED4,,2000,,,20,,80,,1.0,NA,-2.0,1,,2000,,,3,,2,702LED4.2000.1.3.9,,1,2000-01-03T14:00:00,,2000-01-03 09:00:00,ND,9,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-5,3,702LED4,,2000,,,13,,74,,-1.1,NA,-5.2,1,,2000,,,3,,4,702LED4.2000.1.3.10,,1,2000-01-03T15:00:00,,2000-01-03 10:00:00,ND,10,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-5,3,702LED4,,2000,,,11,,68,,-1.4,NA,-6.6,1,,2000,,,3,,2,702LED4.2000.1.3.11,,1,2000-01-03T16:00:00,,2000-01-03 11:00:00,ND,11,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-5,3,702LED4,,2000,,,11,,72,,-1.4,NA,-5.7,1,,2000,,,3,,6,702LED4.2000.1.3.12,,1,2000-01-03T17:00:00,,2000-01-03 12:00:00,ND,12,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-4,3,702LED4,,2000,,,7,,65,,-1.1,NA,-6.9,1,,2000,,,3,,4,702LED4.2000.1.3.13,,1,2000-01-03T18:00:00,,2000-01-03 13:00:00,ND,13,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-4,3,702LED4,,2000,,,9,,65,,-1.0,NA,-6.8,1,,2000,,,3,,3,702LED4.2000.1.3.14,,1,2000-01-03T19:00:00,,2000-01-03 14:00:00,ND,14,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-6,3,702LED4,,2000,,,13,,71,,-1.8,NA,-6.4,1,,2000,,,3,,4,702LED4.2000.1.3.15,,1,2000-01-03T20:00:00,,2000-01-03 15:00:00,ND,15,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-6,3,702LED4,,2000,,,9,,72,,-2.6,NA,-6.9,1,,2000,,,3,,6,702LED4.2000.1.3.16,,1,2000-01-03T21:00:00,,2000-01-03 16:00:00,ND,16,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-7,3,702LED4,,2000,,,11,,73,,-3.1,NA,-7.2,1,,2000,,,3,,6,702LED4.2000.1.3.17,,1,2000-01-03T22:00:00,,2000-01-03 17:00:00,ND,17,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-7,3,702LED4,,2000,,,9,,76,,-3.4,NA,-7.1,1,,2000,,,3,,6,702LED4.2000.1.3.18,,1,2000-01-03T23:00:00,,2000-01-03 18:00:00,ND,18,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-7,4,702LED4,,2000,,,9,,77,,-3.4,NA,-6.9,1,,2000,,,3,,5,702LED4.2000.1.3.19,,1,2000-01-04T00:00:00,,2000-01-03 19:00:00,ND,19,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-8,4,702LED4,,2000,,,13,,77,,-3.3,NA,-6.7,1,,2000,,,3,,4,702LED4.2000.1.3.20,,1,2000-01-04T01:00:00,,2000-01-03 20:00:00,ND,20,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-8,4,702LED4,,2000,,,13,,76,,-3.4,NA,-7.1,1,,2000,,,3,,4,702LED4.2000.1.3.21,,1,2000-01-04T02:00:00,,2000-01-03 21:00:00,ND,21,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-10,4,702LED4,,2000,,,19,,77,,-3.6,NA,-7.1,1,,2000,,,3,,4,702LED4.2000.1.3.22,,1,2000-01-04T03:00:00,,2000-01-03 22:00:00,ND,22,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-10,4,702LED4,,2000,,,17,,78,,-3.8,NA,-7.0,1,,2000,,,3,,5,702LED4.2000.1.3.23,,1,2000-01-04T04:00:00,,2000-01-03 23:00:00,ND,23,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-9,4,702LED4,,2000,,,15,,89,,-4.0,NA,-5.6,1,,2000,,,4,,5,702LED4.2000.1.4.0,,1,2000-01-04T05:00:00,,2000-01-04 00:00:00,ND,0,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-9,4,702LED4,,2000,,,11,,96,,-4.2,NA,-4.7,1,,2000,,,4,,5,702LED4.2000.1.4.1,,1,2000-01-04T06:00:00,,2000-01-04 01:00:00,ND,1,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-9,4,702LED4,,2000,,,15,,97,,-3.8,NA,-4.2,1,,2000,,,4,,6,702LED4.2000.1.4.2,,1,2000-01-04T07:00:00,,2000-01-04 02:00:00,ND,2,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-6,4,702LED4,,2000,,,15,,99,,-1.4,NA,-1.6,1,,2000,,,4,,9,702LED4.2000.1.4.3,,1,2000-01-04T08:00:00,,2000-01-04 03:00:00,ND,3,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-3,4,702LED4,,2000,,,9,,99,,-0.2,NA,-0.4,1,,2000,,,4,,5,702LED4.2000.1.4.4,,1,2000-01-04T09:00:00,,2000-01-04 04:00:00,ND,4,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,4,702LED4,,2000,,,13,,99,,0.2,NA,0.1,1,,2000,,,4,,5,702LED4.2000.1.4.5,,1,2000-01-04T10:00:00,,2000-01-04 05:00:00,ND,5,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,4,702LED4,,2000,,,9,,98,,0.6,NA,0.3,1,,2000,,,4,,10,702LED4.2000.1.4.6,,1,2000-01-04T11:00:00,,2000-01-04 06:00:00,ND,6,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,4,702LED4,,2000,,,17,,95,,1.7,NA,1.0,1,,2000,,,4,,14,702LED4.2000.1.4.7,,1,2000-01-04T12:00:00,,2000-01-04 07:00:00,ND,7,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,4,702LED4,,2000,,,9,,95,,1.9,NA,1.2,1,,2000,,,4,,13,702LED4.2000.1.4.8,,1,2000-01-04T13:00:00,,2000-01-04 08:00:00,ND,8,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,4,702LED4,,2000,,,19,,94,,2.6,NA,1.7,1,,2000,,,4,,14,702LED4.2000.1.4.9,,1,2000-01-04T14:00:00,,2000-01-04 09:00:00,ND,9,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,4,702LED4,,2000,,,30,,92,,3.4,NA,2.2,1,,2000,,,4,,16,702LED4.2000.1.4.10,,1,2000-01-04T15:00:00,,2000-01-04 10:00:00,ND,10,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,4,702LED4,,2000,,,41,,91,,4.1,NA,2.8,1,,2000,,,4,,16,702LED4.2000.1.4.11,,1,2000-01-04T16:00:00,,2000-01-04 11:00:00,ND,11,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,4,702LED4,,2000,,,48,,93,,5.1,NA,4.1,1,,2000,,,4,,17,702LED4.2000.1.4.12,,1,2000-01-04T17:00:00,,2000-01-04 12:00:00,ND,12,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,4,702LED4,,2000,,,46,,95,,6.5,NA,5.8,1,,2000,,,4,,17,702LED4.2000.1.4.13,,1,2000-01-04T18:00:00,,2000-01-04 13:00:00,ND,13,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,4,702LED4,,2000,,,19,,95,,7.1,NA,6.4,1,,2000,,,4,,22,702LED4.2000.1.4.14,,1,2000-01-04T19:00:00,,2000-01-04 14:00:00,ND,14,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,4,702LED4,,2000,,,15,,89,,7.7,NA,6.0,1,,2000,,,4,,24,702LED4.2000.1.4.15,,1,2000-01-04T20:00:00,,2000-01-04 15:00:00,ND,15,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,4,702LED4,,2000,,,28,,75,,8.7,NA,4.5,1,,2000,,,4,,24,702LED4.2000.1.4.16,,1,2000-01-04T21:00:00,,2000-01-04 16:00:00,ND,16,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,4,702LED4,,2000,,,30,,76,,7.6,NA,3.7,1,,2000,,,4,,25,702LED4.2000.1.4.17,,1,2000-01-04T22:00:00,,2000-01-04 17:00:00,ND,17,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,4,702LED4,,2000,,,52,,75,,5.2,NA,1.1,1,,2000,,,4,,25,702LED4.2000.1.4.18,,1,2000-01-04T23:00:00,,2000-01-04 18:00:00,ND,18,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,5,702LED4,,2000,,,30,,71,,4.7,NA,-0.2,1,,2000,,,4,,24,702LED4.2000.1.4.19,,1,2000-01-05T00:00:00,,2000-01-04 19:00:00,ND,19,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,5,702LED4,,2000,,,30,,71,,4.4,NA,-0.3,1,,2000,,,4,,23,702LED4.2000.1.4.20,,1,2000-01-05T01:00:00,,2000-01-04 20:00:00,ND,20,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,5,702LED4,,2000,,,24,,78,,3.0,NA,-0.5,1,,2000,,,4,,26,702LED4.2000.1.4.21,,1,2000-01-05T02:00:00,,2000-01-04 21:00:00,ND,21,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,,5,702LED4,,2000,,,24,,68,,1.5,NA,-3.8,1,,2000,,,4,,27,702LED4.2000.1.4.22,,1,2000-01-05T03:00:00,,2000-01-04 22:00:00,ND,22,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-6,5,702LED4,,2000,,,22,,70,,-0.1,NA,-5.0,1,,2000,,,4,,30,702LED4.2000.1.4.23,,1,2000-01-05T04:00:00,,2000-01-04 23:00:00,ND,23,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-8,5,702LED4,,2000,,,24,,67,,-1.8,NA,-7.2,1,,2000,,,5,,30,702LED4.2000.1.5.0,,1,2000-01-05T05:00:00,,2000-01-05 00:00:00,ND,0,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-11,5,702LED4,,2000,,,19,,61,,-4.4,NA,-10.7,1,,2000,,,5,,31,702LED4.2000.1.5.1,,1,2000-01-05T06:00:00,,2000-01-05 01:00:00,ND,1,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-12,5,702LED4,,2000,,,17,,62,,-5.9,NA,-12.1,1,,2000,,,5,,32,702LED4.2000.1.5.2,,1,2000-01-05T07:00:00,,2000-01-05 02:00:00,ND,2,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-12,5,702LED4,,2000,,,15,,67,,-6.4,NA,-11.6,1,,2000,,,5,,31,702LED4.2000.1.5.3,,1,2000-01-05T08:00:00,,2000-01-05 03:00:00,ND,3,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-14,5,702LED4,,2000,,,19,,65,,-7.2,NA,-12.6,1,,2000,,,5,,31,702LED4.2000.1.5.4,,1,2000-01-05T09:00:00,,2000-01-05 04:00:00,ND,4,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-14,5,702LED4,,2000,,,17,,69,,-7.8,NA,-12.4,1,,2000,,,5,,29,702LED4.2000.1.5.5,,1,2000-01-05T10:00:00,,2000-01-05 05:00:00,ND,5,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-16,5,702LED4,,2000,,,20,,68,,-8.4,NA,-13.3,1,,2000,,,5,,30,702LED4.2000.1.5.6,,1,2000-01-05T11:00:00,,2000-01-05 06:00:00,ND,6,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-17,5,702LED4,,2000,,,24,,70,,-8.9,NA,-13.3,1,,2000,,,5,,28,702LED4.2000.1.5.7,,1,2000-01-05T12:00:00,,2000-01-05 07:00:00,ND,7,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-17,5,702LED4,,2000,,,19,,70,,-9.2,NA,-13.7,1,,2000,,,5,,29,702LED4.2000.1.5.8,,1,2000-01-05T13:00:00,,2000-01-05 08:00:00,ND,8,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-19,5,702LED4,,2000,,,30,,66,,-9.8,NA,-15.0,1,,2000,,,5,,30,702LED4.2000.1.5.9,,1,2000-01-05T14:00:00,,2000-01-05 09:00:00,ND,9,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-19,5,702LED4,,2000,,,26,,65,,-10.2,NA,-15.6,1,,2000,,,5,,29,702LED4.2000.1.5.10,,1,2000-01-05T15:00:00,,2000-01-05 10:00:00,ND,10,M,,QC
-73.34944444444444,45.29388888888889,L'ACADIE,M,-20,5,702LED4,,2000,,,28,,59,,-10.5,NA,-16.9,1,,2000,,,5,,30,702LED4.2000.1.5.11,,1,2000-01-05T16:00:00,,2000-01-05 11:00:00,ND,11,M,,QC
