x,y,WEATHER_ENG_DESC,LOCAL_HOUR,RELATIVE_HUMIDITY_FLAG,DEW_POINT_TEMP,PRECIP_AMOUNT_FLAG,UTC_DAY,LOCAL_DAY,UTC_MONTH,DEW_POINT_TEMP_FLAG,HUMIDEX,VISIBILITY,WIND_DIRECTION,PRECIP_AMOUNT,WIND_SPEED_FLAG,LOCAL_MONTH,UTC_DATE,WINDCHILL,HUMIDEX_FLAG,STATION_PRESSURE_FLAG,LOCAL_YEAR,WIND_DIRECTION_FLAG,WEATHER_FRE_DESC,LOCAL_DATE,VISIBILITY_FLAG,CLIMATE_IDENTIFIER,ID,STATION_PRESSURE,WIND_SPEED,TEMP_FLAG,UTC_YEAR,PROVINCE_CODE,TEMP,WINDCHILL_FLAG,RELATIVE_HUMIDITY,STATION_NAME
-73.34944444444444,45.29388888888889,NA,12,,5.6,,21,21,6,,25,,35,,,6,2011-06-21T17:00:00,,,M,2011,,ND,2011-06-21 12:00:00,,702LED4,702LED4.2011.6.21.12,,7,,2011,QC,25.5,,28,L'ACADIE
-73.34944444444444,45.29388888888889,NA,13,,5.9,,21,21,6,,25,,36,,,6,2011-06-21T18:00:00,,,M,2011,,ND,2011-06-21 13:00:00,,702LED4,702LED4.2011.6.21.13,,9,,2011,QC,25.8,,28,L'ACADIE
-73.34944444444444,45.29388888888889,NA,14,,4.4,,21,21,6,,26,,8,,,6,2011-06-21T19:00:00,,,M,2011,,ND,2011-06-21 14:00:00,,702LED4,702LED4.2011.6.21.14,,6,,2011,QC,26.8,,24,L'ACADIE
-73.34944444444444,45.29388888888889,NA,15,,5.4,,21,21,6,,27,,34,,,6,2011-06-21T20:00:00,,,M,2011,,ND,2011-06-21 15:00:00,,702LED4,702LED4.2011.6.21.15,,7,,2011,QC,27.6,,24,L'ACADIE
-73.34944444444444,45.29388888888889,NA,16,,4.5,,21,21,6,,26,,34,,,6,2011-06-21T21:00:00,,,M,2011,,ND,2011-06-21 16:00:00,,702LED4,702LED4.2011.6.21.16,,6,,2011,QC,26.7,,24,L'ACADIE
-73.34944444444444,45.29388888888889,NA,17,,5.1,,21,21,6,,26,,10,,,6,2011-06-21T22:00:00,,,M,2011,,ND,2011-06-21 17:00:00,,702LED4,702LED4.2011.6.21.17,,6,,2011,QC,26.9,,25,L'ACADIE
-73.34944444444444,45.29388888888889,NA,18,,5.1,,21,21,6,,26,,2,,,6,2011-06-21T23:00:00,,,M,2011,,ND,2011-06-21 18:00:00,,702LED4,702LED4.2011.6.21.18,,4,,2011,QC,26.4,,26,L'ACADIE
-73.34944444444444,45.29388888888889,NA,19,,6.7,,22,21,6,,25,,0,,,6,2011-06-22T00:00:00,,,M,2011,,ND,2011-06-21 19:00:00,,702LED4,702LED4.2011.6.21.19,,0,,2011,QC,25.1,,31,L'ACADIE
-73.34944444444444,45.29388888888889,NA,20,,9.8,,22,21,6,,,,1,,,6,2011-06-22T01:00:00,,,M,2011,,ND,2011-06-21 20:00:00,,702LED4,702LED4.2011.6.21.20,,13,,2011,QC,21.8,,46,L'ACADIE
-73.34944444444444,45.29388888888889,NA,21,,10.2,,22,21,6,,,,3,,,6,2011-06-22T02:00:00,,,M,2011,,ND,2011-06-21 21:00:00,,702LED4,702LED4.2011.6.21.21,,9,,2011,QC,20.8,,51,L'ACADIE
-73.34944444444444,45.29388888888889,NA,22,,10.6,,22,21,6,,,,5,,,6,2011-06-22T03:00:00,,,M,2011,,ND,2011-06-21 22:00:00,,702LED4,702LED4.2011.6.21.22,,9,,2011,QC,20.3,,54,L'ACADIE
-73.34944444444444,45.29388888888889,NA,23,,10.5,,22,21,6,,,,6,,,6,2011-06-22T04:00:00,,,M,2011,,ND,2011-06-21 23:00:00,,702LED4,702LED4.2011.6.21.23,,4,,2011,QC,19.7,,55,L'ACADIE
-73.34944444444444,45.29388888888889,NA,0,,11.1,,22,22,6,,,,0,,,6,2011-06-22T05:00:00,,,M,2011,,ND,2011-06-22 00:00:00,,702LED4,702LED4.2011.6.22.0,,0,,2011,QC,18.8,,61,L'ACADIE
-73.34944444444444,45.29388888888889,NA,1,,12.1,,22,22,6,,,,0,,,6,2011-06-22T06:00:00,,,M,2011,,ND,2011-06-22 01:00:00,,702LED4,702LED4.2011.6.22.1,,0,,2011,QC,18.1,,68,L'ACADIE
-73.34944444444444,45.29388888888889,NA,2,,12.0,,22,22,6,,,,1,,,6,2011-06-22T07:00:00,,,M,2011,,ND,2011-06-22 02:00:00,,702LED4,702LED4.2011.6.22.2,,4,,2011,QC,16.4,,75,L'ACADIE
-73.34944444444444,45.29388888888889,NA,3,,11.8,,22,22,6,,,,2,,,6,2011-06-22T08:00:00,,,M,2011,,ND,2011-06-22 03:00:00,,702LED4,702LED4.2011.6.22.3,,4,,2011,QC,14.9,,82,L'ACADIE
-73.34944444444444,45.29388888888889,NA,4,,11.5,,22,22,6,,,,3,,,6,2011-06-22T09:00:00,,,M,2011,,ND,2011-06-22 04:00:00,,702LED4,702LED4.2011.6.22.4,,7,,2011,QC,14.3,,83,L'ACADIE
-73.34944444444444,45.29388888888889,NA,5,,11.9,,22,22,6,,,,2,,,6,2011-06-22T10:00:00,,,M,2011,,ND,2011-06-22 05:00:00,,702LED4,702LED4.2011.6.22.5,,6,,2011,QC,14.8,,83,L'ACADIE
-73.34944444444444,45.29388888888889,NA,6,,12.6,,22,22,6,,,,5,,,6,2011-06-22T11:00:00,,,M,2011,,ND,2011-06-22 06:00:00,,702LED4,702LED4.2011.6.22.6,,6,,2011,QC,16.9,,76,L'ACADIE
-73.34944444444444,45.29388888888889,NA,7,,12.0,,22,22,6,,,,4,,,6,2011-06-22T12:00:00,,,M,2011,,ND,2011-06-22 07:00:00,,702LED4,702LED4.2011.6.22.7,,6,,2011,QC,19.1,,63,L'ACADIE
-73.34944444444444,45.29388888888889,NA,8,,12.8,,22,22,6,,,,5,,,6,2011-06-22T13:00:00,,,M,2011,,ND,2011-06-22 08:00:00,,702LED4,702LED4.2011.6.22.8,,9,,2011,QC,21.2,,59,L'ACADIE
-73.34944444444444,45.29388888888889,NA,9,,10.7,,22,22,6,,25,,7,,,6,2011-06-22T14:00:00,,,M,2011,,ND,2011-06-22 09:00:00,,702LED4,702LED4.2011.6.22.9,,7,,2011,QC,23.4,,45,L'ACADIE
-73.34944444444444,45.29388888888889,NA,10,,9.9,,22,22,6,,26,,8,,,6,2011-06-22T15:00:00,,,M,2011,,ND,2011-06-22 10:00:00,,702LED4,702LED4.2011.6.22.10,,9,,2011,QC,24.8,,39,L'ACADIE
-73.34944444444444,45.29388888888889,NA,11,,8.6,,22,22,6,,26,,12,,,6,2011-06-22T16:00:00,,,M,2011,,ND,2011-06-22 11:00:00,,702LED4,702LED4.2011.6.22.11,,9,,2011,QC,25.3,,35,L'ACADIE
-73.34944444444444,45.29388888888889,NA,12,,8.2,,22,22,6,,27,,11,,,6,2011-06-22T17:00:00,,,M,2011,,ND,2011-06-22 12:00:00,,702LED4,702LED4.2011.6.22.12,,11,,2011,QC,26.6,,31,L'ACADIE
-73.34944444444444,45.29388888888889,NA,13,,8.4,,22,22,6,,28,,13,,,6,2011-06-22T18:00:00,,,M,2011,,ND,2011-06-22 13:00:00,,702LED4,702LED4.2011.6.22.13,,9,,2011,QC,27.0,,31,L'ACADIE
-73.34944444444444,45.29388888888889,NA,14,,9.7,,22,22,6,,28,,16,,,6,2011-06-22T19:00:00,,,M,2011,,ND,2011-06-22 14:00:00,,702LED4,702LED4.2011.6.22.14,,17,,2011,QC,27.0,,34,L'ACADIE
-73.34944444444444,45.29388888888889,NA,15,,12.2,,22,22,6,,28,,19,,,6,2011-06-22T20:00:00,,,M,2011,,ND,2011-06-22 15:00:00,,702LED4,702LED4.2011.6.22.15,,17,,2011,QC,25.4,,44,L'ACADIE
-73.34944444444444,45.29388888888889,NA,16,,11.6,,22,22,6,,26,,20,,,6,2011-06-22T21:00:00,,,M,2011,,ND,2011-06-22 16:00:00,,702LED4,702LED4.2011.6.22.16,,17,,2011,QC,23.6,,47,L'ACADIE
-73.34944444444444,45.29388888888889,NA,17,,13.4,,22,22,6,,26,,20,,,6,2011-06-22T22:00:00,,,M,2011,,ND,2011-06-22 17:00:00,,702LED4,702LED4.2011.6.22.17,,13,,2011,QC,22.6,,56,L'ACADIE
-73.34944444444444,45.29388888888889,NA,18,,14.1,,22,22,6,,25,,18,,,6,2011-06-22T23:00:00,,,M,2011,,ND,2011-06-22 18:00:00,,702LED4,702LED4.2011.6.22.18,,17,,2011,QC,21.1,,64,L'ACADIE
-73.34944444444444,45.29388888888889,NA,19,,14.3,,23,22,6,,,,17,,,6,2011-06-23T00:00:00,,,M,2011,,ND,2011-06-22 19:00:00,,702LED4,702LED4.2011.6.22.19,,19,,2011,QC,19.9,,70,L'ACADIE
-73.34944444444444,45.29388888888889,NA,20,,15.3,,23,22,6,,,,17,,,6,2011-06-23T01:00:00,,,M,2011,,ND,2011-06-22 20:00:00,,702LED4,702LED4.2011.6.22.20,,19,,2011,QC,19.1,,79,L'ACADIE
-73.34944444444444,45.29388888888889,NA,21,,16.1,,23,22,6,,,,17,,,6,2011-06-23T02:00:00,,,M,2011,,ND,2011-06-22 21:00:00,,702LED4,702LED4.2011.6.22.21,,15,,2011,QC,18.7,,85,L'ACADIE
-73.34944444444444,45.29388888888889,NA,22,,15.9,,23,22,6,,,,15,,,6,2011-06-23T03:00:00,,,M,2011,,ND,2011-06-22 22:00:00,,702LED4,702LED4.2011.6.22.22,,6,,2011,QC,18.6,,84,L'ACADIE
-73.34944444444444,45.29388888888889,NA,23,,15.3,,23,22,6,,,,14,,,6,2011-06-23T04:00:00,,,M,2011,,ND,2011-06-22 23:00:00,,702LED4,702LED4.2011.6.22.23,,7,,2011,QC,18.8,,80,L'ACADIE
-73.34944444444444,45.29388888888889,NA,0,,14.9,,23,23,6,,,,12,,,6,2011-06-23T05:00:00,,,M,2011,,ND,2011-06-23 00:00:00,,702LED4,702LED4.2011.6.23.0,,6,,2011,QC,18.6,,79,L'ACADIE
-73.34944444444444,45.29388888888889,NA,1,,14.8,,23,23,6,,,,13,,,6,2011-06-23T06:00:00,,,M,2011,,ND,2011-06-23 01:00:00,,702LED4,702LED4.2011.6.23.1,,7,,2011,QC,18.4,,80,L'ACADIE
-73.34944444444444,45.29388888888889,NA,2,,14.8,,23,23,6,,,,10,,,6,2011-06-23T07:00:00,,,M,2011,,ND,2011-06-23 02:00:00,,702LED4,702LED4.2011.6.23.2,,6,,2011,QC,17.7,,83,L'ACADIE
-73.34944444444444,45.29388888888889,NA,3,,14.6,,23,23,6,,,,11,,,6,2011-06-23T08:00:00,,,M,2011,,ND,2011-06-23 03:00:00,,702LED4,702LED4.2011.6.23.3,,7,,2011,QC,17.8,,82,L'ACADIE
-73.34944444444444,45.29388888888889,NA,4,,14.3,,23,23,6,,,,9,,,6,2011-06-23T09:00:00,,,M,2011,,ND,2011-06-23 04:00:00,,702LED4,702LED4.2011.6.23.4,,7,,2011,QC,17.9,,79,L'ACADIE
-73.34944444444444,45.29388888888889,NA,5,,14.7,,23,23,6,,,,11,,,6,2011-06-23T10:00:00,,,M,2011,,ND,2011-06-23 05:00:00,,702LED4,702LED4.2011.6.23.5,,7,,2011,QC,18.3,,80,L'ACADIE
-73.34944444444444,45.29388888888889,NA,6,,15.0,,23,23,6,,,,12,,,6,2011-06-23T11:00:00,,,M,2011,,ND,2011-06-23 06:00:00,,702LED4,702LED4.2011.6.23.6,,9,,2011,QC,18.8,,79,L'ACADIE
-73.34944444444444,45.29388888888889,NA,7,,15.4,,23,23,6,,,,11,,,6,2011-06-23T12:00:00,,,M,2011,,ND,2011-06-23 07:00:00,,702LED4,702LED4.2011.6.23.7,,7,,2011,QC,19.4,,78,L'ACADIE
-73.34944444444444,45.29388888888889,NA,8,,16.1,,23,23,6,,,,10,,,6,2011-06-23T13:00:00,,,M,2011,,ND,2011-06-23 08:00:00,,702LED4,702LED4.2011.6.23.8,,7,,2011,QC,19.9,,79,L'ACADIE
-73.34944444444444,45.29388888888889,NA,9,,16.0,,23,23,6,,25,,14,,,6,2011-06-23T14:00:00,,,M,2011,,ND,2011-06-23 09:00:00,,702LED4,702LED4.2011.6.23.9,,13,,2011,QC,20.7,,74,L'ACADIE
-73.34944444444444,45.29388888888889,NA,10,,16.6,,23,23,6,,26,,15,,,6,2011-06-23T15:00:00,,,M,2011,,ND,2011-06-23 10:00:00,,702LED4,702LED4.2011.6.23.10,,13,,2011,QC,20.9,,76,L'ACADIE
-73.34944444444444,45.29388888888889,NA,11,,18.2,,23,23,6,,28,,14,,,6,2011-06-23T16:00:00,,,M,2011,,ND,2011-06-23 11:00:00,,702LED4,702LED4.2011.6.23.11,,15,,2011,QC,22.1,,79,L'ACADIE
-73.34944444444444,45.29388888888889,NA,12,,17.2,,23,23,6,,27,,15,,,6,2011-06-23T17:00:00,,,M,2011,,ND,2011-06-23 12:00:00,,702LED4,702LED4.2011.6.23.12,,19,,2011,QC,21.5,,77,L'ACADIE
-73.34944444444444,45.29388888888889,NA,13,,18.5,,23,23,6,,27,,14,,,6,2011-06-23T18:00:00,,,M,2011,,ND,2011-06-23 13:00:00,,702LED4,702LED4.2011.6.23.13,,15,,2011,QC,20.3,,89,L'ACADIE
-73.34944444444444,45.29388888888889,NA,14,,18.1,,23,23,6,,27,,14,,,6,2011-06-23T19:00:00,,,M,2011,,ND,2011-06-23 14:00:00,,702LED4,702LED4.2011.6.23.14,,17,,2011,QC,21.1,,83,L'ACADIE
-73.34944444444444,45.29388888888889,NA,15,,17.0,,23,23,6,,27,,16,,,6,2011-06-23T20:00:00,,,M,2011,,ND,2011-06-23 15:00:00,,702LED4,702LED4.2011.6.23.15,,26,,2011,QC,22.0,,73,L'ACADIE
-73.34944444444444,45.29388888888889,NA,16,,16.4,,23,23,6,,26,,17,,,6,2011-06-23T21:00:00,,,M,2011,,ND,2011-06-23 16:00:00,,702LED4,702LED4.2011.6.23.16,,26,,2011,QC,20.8,,76,L'ACADIE
-73.34944444444444,45.29388888888889,NA,17,,16.6,,23,23,6,,,,15,,,6,2011-06-23T22:00:00,,,M,2011,,ND,2011-06-23 17:00:00,,702LED4,702LED4.2011.6.23.17,,19,,2011,QC,19.3,,84,L'ACADIE
-73.34944444444444,45.29388888888889,NA,18,,16.9,,23,23,6,,,,13,,,6,2011-06-23T23:00:00,,,M,2011,,ND,2011-06-23 18:00:00,,702LED4,702LED4.2011.6.23.18,,9,,2011,QC,18.6,,90,L'ACADIE
-73.34944444444444,45.29388888888889,NA,19,,17.3,,24,23,6,,,,15,,,6,2011-06-24T00:00:00,,,M,2011,,ND,2011-06-23 19:00:00,,702LED4,702LED4.2011.6.23.19,,9,,2011,QC,18.9,,90,L'ACADIE
-73.34944444444444,45.29388888888889,NA,20,,16.7,,24,23,6,,,,14,,,6,2011-06-24T01:00:00,,,M,2011,,ND,2011-06-23 20:00:00,,702LED4,702LED4.2011.6.23.20,,17,,2011,QC,18.7,,88,L'ACADIE
-73.34944444444444,45.29388888888889,NA,21,,16.1,,24,23,6,,,,14,,,6,2011-06-24T02:00:00,,,M,2011,,ND,2011-06-23 21:00:00,,702LED4,702LED4.2011.6.23.21,,17,,2011,QC,19.1,,83,L'ACADIE
-73.34944444444444,45.29388888888889,NA,22,,15.6,,24,23,6,,,,15,,,6,2011-06-24T03:00:00,,,M,2011,,ND,2011-06-23 22:00:00,,702LED4,702LED4.2011.6.23.22,,13,,2011,QC,18.8,,82,L'ACADIE
-73.34944444444444,45.29388888888889,NA,23,,15.1,,24,23,6,,,,14,,,6,2011-06-24T04:00:00,,,M,2011,,ND,2011-06-23 23:00:00,,702LED4,702LED4.2011.6.23.23,,13,,2011,QC,18.9,,79,L'ACADIE
-73.34944444444444,45.29388888888889,NA,0,,15.2,,24,24,6,,,,14,,,6,2011-06-24T05:00:00,,,M,2011,,ND,2011-06-24 00:00:00,,702LED4,702LED4.2011.6.24.0,,15,,2011,QC,18.6,,81,L'ACADIE
-73.34944444444444,45.29388888888889,NA,1,,15.1,,24,24,6,,,,16,,,6,2011-06-24T06:00:00,,,M,2011,,ND,2011-06-24 01:00:00,,702LED4,702LED4.2011.6.24.1,,17,,2011,QC,18.7,,80,L'ACADIE
-73.34944444444444,45.29388888888889,NA,2,,15.4,,24,24,6,,,,15,,,6,2011-06-24T07:00:00,,,M,2011,,ND,2011-06-24 02:00:00,,702LED4,702LED4.2011.6.24.2,,13,,2011,QC,17.9,,85,L'ACADIE
-73.34944444444444,45.29388888888889,NA,3,,15.2,,24,24,6,,,,14,,,6,2011-06-24T08:00:00,,,M,2011,,ND,2011-06-24 03:00:00,,702LED4,702LED4.2011.6.24.3,,17,,2011,QC,17.8,,85,L'ACADIE
-73.34944444444444,45.29388888888889,NA,4,,15.6,,24,24,6,,,,13,,,6,2011-06-24T09:00:00,,,M,2011,,ND,2011-06-24 04:00:00,,702LED4,702LED4.2011.6.24.4,,11,,2011,QC,17.1,,91,L'ACADIE
-73.34944444444444,45.29388888888889,NA,5,,15.3,,24,24,6,,,,15,,,6,2011-06-24T10:00:00,,,M,2011,,ND,2011-06-24 05:00:00,,702LED4,702LED4.2011.6.24.5,,13,,2011,QC,17.5,,87,L'ACADIE
-73.34944444444444,45.29388888888889,NA,6,,15.5,,24,24,6,,,,14,,,6,2011-06-24T11:00:00,,,M,2011,,ND,2011-06-24 06:00:00,,702LED4,702LED4.2011.6.24.6,,13,,2011,QC,17.7,,87,L'ACADIE
-73.34944444444444,45.29388888888889,NA,7,,15.3,,24,24,6,,,,15,,,6,2011-06-24T12:00:00,,,M,2011,,ND,2011-06-24 07:00:00,,702LED4,702LED4.2011.6.24.7,,15,,2011,QC,17.7,,86,L'ACADIE
-73.34944444444444,45.29388888888889,NA,8,,14.5,,24,24,6,,,,14,,,6,2011-06-24T13:00:00,,,M,2011,,ND,2011-06-24 08:00:00,,702LED4,702LED4.2011.6.24.8,,20,,2011,QC,17.5,,83,L'ACADIE
-73.34944444444444,45.29388888888889,NA,9,,15.0,,24,24,6,,,,14,,,6,2011-06-24T14:00:00,,,M,2011,,ND,2011-06-24 09:00:00,,702LED4,702LED4.2011.6.24.9,,15,,2011,QC,17.6,,85,L'ACADIE
-73.34944444444444,45.29388888888889,NA,10,,14.3,,24,24,6,,,,14,,,6,2011-06-24T15:00:00,,,M,2011,,ND,2011-06-24 10:00:00,,702LED4,702LED4.2011.6.24.10,,20,,2011,QC,17.9,,79,L'ACADIE
-73.34944444444444,45.29388888888889,NA,11,,14.8,,24,24,6,,,,14,,,6,2011-06-24T16:00:00,,,M,2011,,ND,2011-06-24 11:00:00,,702LED4,702LED4.2011.6.24.11,,17,,2011,QC,16.4,,90,L'ACADIE
-73.34944444444444,45.29388888888889,NA,12,,15.1,,24,24,6,,,,14,,,6,2011-06-24T17:00:00,,,M,2011,,ND,2011-06-24 12:00:00,,702LED4,702LED4.2011.6.24.12,,19,,2011,QC,16.6,,91,L'ACADIE
-73.34944444444444,45.29388888888889,NA,13,,14.9,,24,24,6,,,,15,,,6,2011-06-24T18:00:00,,,M,2011,,ND,2011-06-24 13:00:00,,702LED4,702LED4.2011.6.24.13,,26,,2011,QC,19.2,,76,L'ACADIE
-73.34944444444444,45.29388888888889,NA,14,,15.0,,24,24,6,,,,14,,,6,2011-06-24T19:00:00,,,M,2011,,ND,2011-06-24 14:00:00,,702LED4,702LED4.2011.6.24.14,,17,,2011,QC,18.7,,79,L'ACADIE
-73.34944444444444,45.29388888888889,NA,15,,14.7,,24,24,6,,,,15,,,6,2011-06-24T20:00:00,,,M,2011,,ND,2011-06-24 15:00:00,,702LED4,702LED4.2011.6.24.15,,19,,2011,QC,19.5,,74,L'ACADIE
-73.34944444444444,45.29388888888889,NA,16,,13.7,,24,24,6,,,,14,,,6,2011-06-24T21:00:00,,,M,2011,,ND,2011-06-24 16:00:00,,702LED4,702LED4.2011.6.24.16,,26,,2011,QC,18.9,,72,L'ACADIE
-73.34944444444444,45.29388888888889,NA,17,,14.0,,24,24,6,,,,14,,,6,2011-06-24T22:00:00,,,M,2011,,ND,2011-06-24 17:00:00,,702LED4,702LED4.2011.6.24.17,,22,,2011,QC,18.8,,74,L'ACADIE
-73.34944444444444,45.29388888888889,NA,18,,13.7,,24,24,6,,,,14,,,6,2011-06-24T23:00:00,,,M,2011,,ND,2011-06-24 18:00:00,,702LED4,702LED4.2011.6.24.18,,17,,2011,QC,18.0,,76,L'ACADIE
-73.34944444444444,45.29388888888889,NA,19,,13.8,,25,24,6,,,,14,,,6,2011-06-25T00:00:00,,,M,2011,,ND,2011-06-24 19:00:00,,702LED4,702LED4.2011.6.24.19,,22,,2011,QC,16.9,,82,L'ACADIE
-73.34944444444444,45.29388888888889,NA,20,,13.6,,25,24,6,,,,14,,,6,2011-06-25T01:00:00,,,M,2011,,ND,2011-06-24 20:00:00,,702LED4,702LED4.2011.6.24.20,,17,,2011,QC,16.6,,82,L'ACADIE
-73.34944444444444,45.29388888888889,NA,21,,12.9,,25,24,6,,,,13,,,6,2011-06-25T02:00:00,,,M,2011,,ND,2011-06-24 21:00:00,,702LED4,702LED4.2011.6.24.21,,19,,2011,QC,16.5,,79,L'ACADIE
-73.34944444444444,45.29388888888889,NA,22,,12.7,,25,24,6,,,,14,,,6,2011-06-25T03:00:00,,,M,2011,,ND,2011-06-24 22:00:00,,702LED4,702LED4.2011.6.24.22,,19,,2011,QC,16.3,,79,L'ACADIE
-73.34944444444444,45.29388888888889,NA,23,,12.5,,25,24,6,,,,14,,,6,2011-06-25T04:00:00,,,M,2011,,ND,2011-06-24 23:00:00,,702LED4,702LED4.2011.6.24.23,,20,,2011,QC,16.4,,78,L'ACADIE
-73.34944444444444,45.29388888888889,NA,0,,12.5,,25,25,6,,,,14,,,6,2011-06-25T05:00:00,,,M,2011,,ND,2011-06-25 00:00:00,,702LED4,702LED4.2011.6.25.0,,15,,2011,QC,16.0,,80,L'ACADIE
-73.34944444444444,45.29388888888889,NA,1,,12.8,,25,25,6,,,,16,,,6,2011-06-25T06:00:00,,,M,2011,,ND,2011-06-25 01:00:00,,702LED4,702LED4.2011.6.25.1,,15,,2011,QC,16.2,,80,L'ACADIE
-73.34944444444444,45.29388888888889,NA,2,,13.0,,25,25,6,,,,16,,,6,2011-06-25T07:00:00,,,M,2011,,ND,2011-06-25 02:00:00,,702LED4,702LED4.2011.6.25.2,,13,,2011,QC,15.9,,83,L'ACADIE
-73.34944444444444,45.29388888888889,NA,3,,12.9,,25,25,6,,,,17,,,6,2011-06-25T08:00:00,,,M,2011,,ND,2011-06-25 03:00:00,,702LED4,702LED4.2011.6.25.3,,20,,2011,QC,15.6,,84,L'ACADIE
-73.34944444444444,45.29388888888889,NA,4,,12.9,,25,25,6,,,,16,,,6,2011-06-25T09:00:00,,,M,2011,,ND,2011-06-25 04:00:00,,702LED4,702LED4.2011.6.25.4,,17,,2011,QC,15.4,,85,L'ACADIE
-73.34944444444444,45.29388888888889,NA,5,,13.0,,25,25,6,,,,16,,,6,2011-06-25T10:00:00,,,M,2011,,ND,2011-06-25 05:00:00,,702LED4,702LED4.2011.6.25.5,,19,,2011,QC,15.8,,83,L'ACADIE
-73.34944444444444,45.29388888888889,NA,6,,13.3,,25,25,6,,,,16,,,6,2011-06-25T11:00:00,,,M,2011,,ND,2011-06-25 06:00:00,,702LED4,702LED4.2011.6.25.6,,19,,2011,QC,16.3,,82,L'ACADIE
-73.34944444444444,45.29388888888889,NA,7,,13.8,,25,25,6,,,,17,,,6,2011-06-25T12:00:00,,,M,2011,,ND,2011-06-25 07:00:00,,702LED4,702LED4.2011.6.25.7,,20,,2011,QC,15.5,,90,L'ACADIE
-73.34944444444444,45.29388888888889,NA,8,,14.3,,25,25,6,,,,17,,,6,2011-06-25T13:00:00,,,M,2011,,ND,2011-06-25 08:00:00,,702LED4,702LED4.2011.6.25.8,,15,,2011,QC,15.9,,90,L'ACADIE
-73.34944444444444,45.29388888888889,NA,9,,14.9,,25,25,6,,,,18,,,6,2011-06-25T14:00:00,,,M,2011,,ND,2011-06-25 09:00:00,,702LED4,702LED4.2011.6.25.9,,22,,2011,QC,16.5,,90,L'ACADIE
