x,y,UTC_DATE,UTC_DAY,STATION_PRESSURE,DEW_POINT_TEMP,WINDCHILL,TEMP_FLAG,WIND_SPEED,UTC_MONTH,VISIBILITY,WINDCHILL_FLAG,HUMIDEX_FLAG,STATION_NAME,WIND_DIRECTION_FLAG,WEATHER_FRE_DESC,STATION_PRESSURE_FLAG,CLIMATE_IDENTIFIER,RELATIVE_HUMIDITY_FLAG,DEW_POINT_TEMP_FLAG,LOCAL_DAY,TEMP,WIND_DIRECTION,WIND_SPEED_FLAG,LOCAL_DATE,PRECIP_AMOUNT_FLAG,LOCAL_HOUR,WEATHER_ENG_DESC,ID,RELATIVE_HUMIDITY,LOCAL_YEAR,PROVINCE_CODE,VISIBILITY_FLAG,UTC_YEAR,LOCAL_MONTH,PRECIP_AMOUNT,HUMIDEX
-73.34944444444444,45.29388888888889,2004-07-29T22:00:00,29,,17.3,,,6,7,,,,L'ACADIE,,ND,M,702LED4,,,29,27.5,25,,2004-07-29 17:00:00,,17,NA,702LED4.2004.7.29.17,54,2004,QC,M,2004,7,,33
-73.34944444444444,45.29388888888889,2004-07-29T23:00:00,29,,17.9,,,6,7,,,,L'ACADIE,,ND,M,702LED4,,,29,26.8,25,,2004-07-29 18:00:00,,18,NA,702LED4.2004.7.29.18,58,2004,QC,M,2004,7,,33
-73.34944444444444,45.29388888888889,2004-07-30T00:00:00,30,,19.1,,,7,7,,,,L'ACADIE,,ND,M,702LED4,,,29,23.0,20,,2004-07-29 19:00:00,,19,NA,702LED4.2004.7.29.19,79,2004,QC,M,2004,7,,30
-73.34944444444444,45.29388888888889,2004-07-30T01:00:00,30,,18.8,,,7,7,,,,L'ACADIE,,ND,M,702LED4,,,29,20.7,20,,2004-07-29 20:00:00,,20,NA,702LED4.2004.7.29.20,89,2004,QC,M,2004,7,,27
-73.34944444444444,45.29388888888889,2004-07-30T02:00:00,30,,17.9,,,6,7,,,,L'ACADIE,,ND,M,702LED4,,,29,19.2,19,,2004-07-29 21:00:00,,21,NA,702LED4.2004.7.29.21,92,2004,QC,M,2004,7,,
-73.34944444444444,45.29388888888889,2004-07-30T03:00:00,30,,17.2,,,6,7,,,,L'ACADIE,,ND,M,702LED4,,,29,18.4,19,,2004-07-29 22:00:00,,22,NA,702LED4.2004.7.29.22,93,2004,QC,M,2004,7,,
-73.34944444444444,45.29388888888889,2004-07-30T04:00:00,30,,16.6,,,6,7,,,,L'ACADIE,,ND,M,702LED4,,,29,17.7,17,,2004-07-29 23:00:00,,23,NA,702LED4.2004.7.29.23,93,2004,QC,M,2004,7,,
-73.34944444444444,45.29388888888889,2004-07-30T05:00:00,30,,16.1,,,6,7,,,,L'ACADIE,,ND,M,702LED4,,,30,17.1,18,,2004-07-30 00:00:00,,0,NA,702LED4.2004.7.30.0,94,2004,QC,M,2004,7,,
-73.34944444444444,45.29388888888889,2004-07-30T06:00:00,30,,16.3,,,4,7,,,,L'ACADIE,,ND,M,702LED4,,,30,17.1,17,,2004-07-30 01:00:00,,1,NA,702LED4.2004.7.30.1,95,2004,QC,M,2004,7,,
-73.34944444444444,45.29388888888889,2004-07-30T07:00:00,30,,16.6,,,7,7,,,,L'ACADIE,,ND,M,702LED4,,,30,17.5,17,,2004-07-30 02:00:00,,2,NA,702LED4.2004.7.30.2,94,2004,QC,M,2004,7,,
-73.34944444444444,45.29388888888889,2004-07-30T08:00:00,30,,17.0,,,6,7,,,,L'ACADIE,,ND,M,702LED4,,,30,17.7,17,,2004-07-30 03:00:00,,3,NA,702LED4.2004.7.30.3,96,2004,QC,M,2004,7,,
-73.34944444444444,45.29388888888889,2004-07-30T09:00:00,30,,17.3,,,6,7,,,,L'ACADIE,,ND,M,702LED4,,,30,18.0,17,,2004-07-30 04:00:00,,4,NA,702LED4.2004.7.30.4,96,2004,QC,M,2004,7,,
-73.34944444444444,45.29388888888889,2004-07-30T10:00:00,30,,17.9,,,6,7,,,,L'ACADIE,,ND,M,702LED4,,,30,18.3,18,,2004-07-30 05:00:00,,5,NA,702LED4.2004.7.30.5,98,2004,QC,M,2004,7,,
-73.34944444444444,45.29388888888889,2004-07-30T11:00:00,30,,17.9,,,4,7,,,,L'ACADIE,,ND,M,702LED4,,,30,18.3,20,,2004-07-30 06:00:00,,6,NA,702LED4.2004.7.30.6,98,2004,QC,M,2004,7,,
-73.34944444444444,45.29388888888889,2004-07-30T12:00:00,30,,19.8,,,7,7,,,,L'ACADIE,,ND,M,702LED4,,,30,20.5,17,,2004-07-30 07:00:00,,7,NA,702LED4.2004.7.30.7,96,2004,QC,M,2004,7,,28
-73.34944444444444,45.29388888888889,2004-07-30T13:00:00,30,,20.4,,,9,7,,,,L'ACADIE,,ND,M,702LED4,,,30,22.3,16,,2004-07-30 08:00:00,,8,NA,702LED4.2004.7.30.8,89,2004,QC,M,2004,7,,30
-73.34944444444444,45.29388888888889,2004-07-30T14:00:00,30,,20.2,,,11,7,,,,L'ACADIE,,ND,M,702LED4,,,30,24.0,19,,2004-07-30 09:00:00,,9,NA,702LED4.2004.7.30.9,79,2004,QC,M,2004,7,,32
-73.34944444444444,45.29388888888889,2004-07-30T15:00:00,30,,19.9,,,13,7,,,,L'ACADIE,,ND,M,702LED4,,,30,25.6,17,,2004-07-30 10:00:00,,10,NA,702LED4.2004.7.30.10,71,2004,QC,M,2004,7,,33
-73.34944444444444,45.29388888888889,2004-07-30T16:00:00,30,,18.5,,,17,7,,,,L'ACADIE,,ND,M,702LED4,,,30,26.7,18,,2004-07-30 11:00:00,,11,NA,702LED4.2004.7.30.11,61,2004,QC,M,2004,7,,33
-73.34944444444444,45.29388888888889,2004-07-30T17:00:00,30,,18.6,,,13,7,,,,L'ACADIE,,ND,M,702LED4,,,30,27.4,18,,2004-07-30 12:00:00,,12,NA,702LED4.2004.7.30.12,59,2004,QC,M,2004,7,,34
-73.34944444444444,45.29388888888889,2004-07-30T18:00:00,30,,19.2,,,15,7,,,,L'ACADIE,,ND,M,702LED4,,,30,27.3,16,,2004-07-30 13:00:00,,13,NA,702LED4.2004.7.30.13,61,2004,QC,M,2004,7,,34
-73.34944444444444,45.29388888888889,2004-07-30T19:00:00,30,,17.7,,,17,7,,,,L'ACADIE,,ND,M,702LED4,,,30,27.1,18,,2004-07-30 14:00:00,,14,NA,702LED4.2004.7.30.14,56,2004,QC,M,2004,7,,33
-73.34944444444444,45.29388888888889,2004-07-30T20:00:00,30,,19.1,,,17,7,,,,L'ACADIE,,ND,M,702LED4,,,30,28.4,19,,2004-07-30 15:00:00,,15,NA,702LED4.2004.7.30.15,57,2004,QC,M,2004,7,,35
-73.34944444444444,45.29388888888889,2004-07-30T21:00:00,30,,19.9,,,19,7,,,,L'ACADIE,,ND,M,702LED4,,,30,27.4,18,,2004-07-30 16:00:00,,16,NA,702LED4.2004.7.30.16,64,2004,QC,M,2004,7,,35
-73.34944444444444,45.29388888888889,2004-07-30T22:00:00,30,,19.5,,,20,7,,,,L'ACADIE,,ND,M,702LED4,,,30,26.9,18,,2004-07-30 17:00:00,,17,NA,702LED4.2004.7.30.17,64,2004,QC,M,2004,7,,34
-73.34944444444444,45.29388888888889,2004-07-30T23:00:00,30,,19.8,,,15,7,,,,L'ACADIE,,ND,M,702LED4,,,30,26.0,17,,2004-07-30 18:00:00,,18,NA,702LED4.2004.7.30.18,69,2004,QC,M,2004,7,,33
-73.34944444444444,45.29388888888889,2004-07-31T00:00:00,31,,19.6,,,15,7,,,,L'ACADIE,,ND,M,702LED4,,,30,25.6,19,,2004-07-30 19:00:00,,19,NA,702LED4.2004.7.30.19,69,2004,QC,M,2004,7,,33
-73.34944444444444,45.29388888888889,2004-07-31T01:00:00,31,,20.1,,,13,7,,,,L'ACADIE,,ND,M,702LED4,,,30,24.8,19,,2004-07-30 20:00:00,,20,NA,702LED4.2004.7.30.20,75,2004,QC,M,2004,7,,32
-73.34944444444444,45.29388888888889,2004-07-31T02:00:00,31,,20.8,,,6,7,,,,L'ACADIE,,ND,M,702LED4,,,30,23.2,23,,2004-07-30 21:00:00,,21,NA,702LED4.2004.7.30.21,86,2004,QC,M,2004,7,,31
-73.34944444444444,45.29388888888889,2004-07-31T03:00:00,31,,21.2,,,7,7,,,,L'ACADIE,,ND,M,702LED4,,,30,22.1,19,,2004-07-30 22:00:00,,22,NA,702LED4.2004.7.30.22,95,2004,QC,M,2004,7,,31
-73.34944444444444,45.29388888888889,2004-07-31T04:00:00,31,,21.2,,,0,7,,,,L'ACADIE,,ND,M,702LED4,,,30,21.7,0,,2004-07-30 23:00:00,,23,NA,702LED4.2004.7.30.23,97,2004,QC,M,2004,7,,30
-73.34944444444444,45.29388888888889,2004-07-31T05:00:00,31,,21.4,,,15,7,,,,L'ACADIE,,ND,M,702LED4,,,31,22.2,19,,2004-07-31 00:00:00,,0,NA,702LED4.2004.7.31.0,95,2004,QC,M,2004,7,,31
-73.34944444444444,45.29388888888889,2004-07-31T06:00:00,31,,21.7,,,15,7,,,,L'ACADIE,,ND,M,702LED4,,,31,22.5,19,,2004-07-31 01:00:00,,1,NA,702LED4.2004.7.31.1,95,2004,QC,M,2004,7,,32
-73.34944444444444,45.29388888888889,2004-07-31T07:00:00,31,,21.8,,,11,7,,,,L'ACADIE,,ND,M,702LED4,,,31,22.5,21,,2004-07-31 02:00:00,,2,NA,702LED4.2004.7.31.2,96,2004,QC,M,2004,7,,32
-73.34944444444444,45.29388888888889,2004-07-31T08:00:00,31,,21.8,,,15,7,,,,L'ACADIE,,ND,M,702LED4,,,31,22.5,20,,2004-07-31 03:00:00,,3,NA,702LED4.2004.7.31.3,96,2004,QC,M,2004,7,,32
-73.34944444444444,45.29388888888889,2004-07-31T09:00:00,31,,21.9,,,11,7,,,,L'ACADIE,,ND,M,702LED4,,,31,22.6,20,,2004-07-31 04:00:00,,4,NA,702LED4.2004.7.31.4,96,2004,QC,M,2004,7,,32
-73.34944444444444,45.29388888888889,2004-07-31T10:00:00,31,,22.0,,,13,7,,,,L'ACADIE,,ND,M,702LED4,,,31,22.8,20,,2004-07-31 05:00:00,,5,NA,702LED4.2004.7.31.5,95,2004,QC,M,2004,7,,32
-73.34944444444444,45.29388888888889,2004-07-31T11:00:00,31,,22.4,,,13,7,,,,L'ACADIE,,ND,M,702LED4,,,31,23.1,19,,2004-07-31 06:00:00,,6,NA,702LED4.2004.7.31.6,96,2004,QC,M,2004,7,,33
-73.34944444444444,45.29388888888889,2004-07-31T12:00:00,31,,22.4,,,17,7,,,,L'ACADIE,,ND,M,702LED4,,,31,23.5,18,,2004-07-31 07:00:00,,7,NA,702LED4.2004.7.31.7,94,2004,QC,M,2004,7,,33
-73.34944444444444,45.29388888888889,2004-07-31T13:00:00,31,,22.3,,,19,7,,,,L'ACADIE,,ND,M,702LED4,,,31,23.1,19,,2004-07-31 08:00:00,,8,NA,702LED4.2004.7.31.8,95,2004,QC,M,2004,7,,33
-73.34944444444444,45.29388888888889,2004-07-31T14:00:00,31,,22.1,,,17,7,,,,L'ACADIE,,ND,M,702LED4,,,31,22.6,19,,2004-07-31 09:00:00,,9,NA,702LED4.2004.7.31.9,97,2004,QC,M,2004,7,,32
-73.34944444444444,45.29388888888889,2004-07-31T15:00:00,31,,21.6,,,7,7,,,,L'ACADIE,,ND,M,702LED4,,,31,22.1,31,,2004-07-31 10:00:00,,10,NA,702LED4.2004.7.31.10,97,2004,QC,M,2004,7,,31
-73.34944444444444,45.29388888888889,2004-07-31T16:00:00,31,,21.1,,,7,7,,,,L'ACADIE,,ND,M,702LED4,,,31,21.7,20,,2004-07-31 11:00:00,,11,NA,702LED4.2004.7.31.11,96,2004,QC,M,2004,7,,30
-73.34944444444444,45.29388888888889,2004-07-31T17:00:00,31,,22.6,,,20,7,,,,L'ACADIE,,ND,M,702LED4,,,31,24.0,19,,2004-07-31 12:00:00,,12,NA,702LED4.2004.7.31.12,92,2004,QC,M,2004,7,,34
-73.34944444444444,45.29388888888889,2004-07-31T18:00:00,31,,22.3,,,26,7,,,,L'ACADIE,,ND,M,702LED4,,,31,24.2,18,,2004-07-31 13:00:00,,13,NA,702LED4.2004.7.31.13,89,2004,QC,M,2004,7,,34
-73.34944444444444,45.29388888888889,2004-07-31T19:00:00,31,,21.9,,,7,7,,,,L'ACADIE,,ND,M,702LED4,,,31,22.4,25,,2004-07-31 14:00:00,,14,NA,702LED4.2004.7.31.14,97,2004,QC,M,2004,7,,32
-73.34944444444444,45.29388888888889,2004-07-31T20:00:00,31,,22.3,,,15,7,,,,L'ACADIE,,ND,M,702LED4,,,31,23.2,22,,2004-07-31 15:00:00,,15,NA,702LED4.2004.7.31.15,95,2004,QC,M,2004,7,,33
-73.34944444444444,45.29388888888889,2004-07-31T21:00:00,31,,23.2,,,9,7,,,,L'ACADIE,,ND,M,702LED4,,,31,24.5,20,,2004-07-31 16:00:00,,16,NA,702LED4.2004.7.31.16,92,2004,QC,M,2004,7,,35
-73.34944444444444,45.29388888888889,2004-07-31T22:00:00,31,,23.1,,,9,7,,,,L'ACADIE,,ND,M,702LED4,,,31,24.4,18,,2004-07-31 17:00:00,,17,NA,702LED4.2004.7.31.17,92,2004,QC,M,2004,7,,35
-73.34944444444444,45.29388888888889,2004-07-31T23:00:00,31,,22.5,,,17,7,,,,L'ACADIE,,ND,M,702LED4,,,31,23.2,20,,2004-07-31 18:00:00,,18,NA,702LED4.2004.7.31.18,96,2004,QC,M,2004,7,,33
-73.34944444444444,45.29388888888889,2004-08-01T00:00:00,1,,21.9,,,15,8,,,,L'ACADIE,,ND,M,702LED4,,,31,22.9,22,,2004-07-31 19:00:00,,19,NA,702LED4.2004.7.31.19,94,2004,QC,M,2004,7,,32
-73.34944444444444,45.29388888888889,2004-08-01T01:00:00,1,,21.8,,,13,8,,,,L'ACADIE,,ND,M,702LED4,,,31,22.6,21,,2004-07-31 20:00:00,,20,NA,702LED4.2004.7.31.20,95,2004,QC,M,2004,7,,32
-73.34944444444444,45.29388888888889,2004-08-01T02:00:00,1,,21.7,,,9,8,,,,L'ACADIE,,ND,M,702LED4,,,31,22.4,21,,2004-07-31 21:00:00,,21,NA,702LED4.2004.7.31.21,96,2004,QC,M,2004,7,,31
-73.34944444444444,45.29388888888889,2004-08-01T03:00:00,1,,21.5,,,15,8,,,,L'ACADIE,,ND,M,702LED4,,,31,23.2,22,,2004-07-31 22:00:00,,22,NA,702LED4.2004.7.31.22,90,2004,QC,M,2004,7,,32
-73.34944444444444,45.29388888888889,2004-08-01T04:00:00,1,,21.4,,,9,8,,,,L'ACADIE,,ND,M,702LED4,,,31,22.8,23,,2004-07-31 23:00:00,,23,NA,702LED4.2004.7.31.23,92,2004,QC,M,2004,7,,32
-73.34944444444444,45.29388888888889,2004-08-01T05:00:00,1,,21.0,,,9,8,,,,L'ACADIE,,ND,M,702LED4,,,1,22.2,21,,2004-08-01 00:00:00,,0,NA,702LED4.2004.8.1.0,93,2004,QC,M,2004,8,,31
-73.34944444444444,45.29388888888889,2004-08-01T06:00:00,1,,21.1,,,9,8,,,,L'ACADIE,,ND,M,702LED4,,,1,21.9,21,,2004-08-01 01:00:00,,1,NA,702LED4.2004.8.1.1,95,2004,QC,M,2004,8,,30
-73.34944444444444,45.29388888888889,2004-08-01T07:00:00,1,,20.7,,,9,8,,,,L'ACADIE,,ND,M,702LED4,,,1,21.4,19,,2004-08-01 02:00:00,,2,NA,702LED4.2004.8.1.2,96,2004,QC,M,2004,8,,30
-73.34944444444444,45.29388888888889,2004-08-01T08:00:00,1,,20.4,,,9,8,,,,L'ACADIE,,ND,M,702LED4,,,1,21.3,24,,2004-08-01 03:00:00,,3,NA,702LED4.2004.8.1.3,95,2004,QC,M,2004,8,,29
-73.34944444444444,45.29388888888889,2004-08-01T09:00:00,1,,19.4,,,4,8,,,,L'ACADIE,,ND,M,702LED4,,,1,20.0,17,,2004-08-01 04:00:00,,4,NA,702LED4.2004.8.1.4,96,2004,QC,M,2004,8,,27
-73.34944444444444,45.29388888888889,2004-08-01T10:00:00,1,,20.1,,,7,8,,,,L'ACADIE,,ND,M,702LED4,,,1,20.7,22,,2004-08-01 05:00:00,,5,NA,702LED4.2004.8.1.5,96,2004,QC,M,2004,8,,28
-73.34944444444444,45.29388888888889,2004-08-01T11:00:00,1,,20.9,,,9,8,,,,L'ACADIE,,ND,M,702LED4,,,1,21.6,24,,2004-08-01 06:00:00,,6,NA,702LED4.2004.8.1.6,96,2004,QC,M,2004,8,,30
-73.34944444444444,45.29388888888889,2004-08-01T12:00:00,1,,21.1,,,13,8,,,,L'ACADIE,,ND,M,702LED4,,,1,22.9,26,,2004-08-01 07:00:00,,7,NA,702LED4.2004.8.1.7,90,2004,QC,M,2004,8,,31
-73.34944444444444,45.29388888888889,2004-08-01T13:00:00,1,,21.1,,,17,8,,,,L'ACADIE,,ND,M,702LED4,,,1,23.8,26,,2004-08-01 08:00:00,,8,NA,702LED4.2004.8.1.8,85,2004,QC,M,2004,8,,32
-73.34944444444444,45.29388888888889,2004-08-01T14:00:00,1,,20.7,,,17,8,,,,L'ACADIE,,ND,M,702LED4,,,1,24.0,28,,2004-08-01 09:00:00,,9,NA,702LED4.2004.8.1.9,82,2004,QC,M,2004,8,,32
-73.34944444444444,45.29388888888889,2004-08-01T15:00:00,1,,20.1,,,19,8,,,,L'ACADIE,,ND,M,702LED4,,,1,24.7,27,,2004-08-01 10:00:00,,10,NA,702LED4.2004.8.1.10,76,2004,QC,M,2004,8,,32
-73.34944444444444,45.29388888888889,2004-08-01T16:00:00,1,,19.7,,,17,8,,,,L'ACADIE,,ND,M,702LED4,,,1,25.7,26,,2004-08-01 11:00:00,,11,NA,702LED4.2004.8.1.11,69,2004,QC,M,2004,8,,33
-73.34944444444444,45.29388888888889,2004-08-01T17:00:00,1,,19.2,,,17,8,,,,L'ACADIE,,ND,M,702LED4,,,1,26.0,27,,2004-08-01 12:00:00,,12,NA,702LED4.2004.8.1.12,66,2004,QC,M,2004,8,,33
-73.34944444444444,45.29388888888889,2004-08-01T18:00:00,1,,16.8,,,17,8,,,,L'ACADIE,,ND,M,702LED4,,,1,25.9,28,,2004-08-01 13:00:00,,13,NA,702LED4.2004.8.1.13,57,2004,QC,M,2004,8,,31
-73.34944444444444,45.29388888888889,2004-08-01T19:00:00,1,,17.5,,,19,8,,,,L'ACADIE,,ND,M,702LED4,,,1,26.2,28,,2004-08-01 14:00:00,,14,NA,702LED4.2004.8.1.14,59,2004,QC,M,2004,8,,32
-73.34944444444444,45.29388888888889,2004-08-01T20:00:00,1,,17.9,,,17,8,,,,L'ACADIE,,ND,M,702LED4,,,1,26.0,30,,2004-08-01 15:00:00,,15,NA,702LED4.2004.8.1.15,61,2004,QC,M,2004,8,,32
-73.34944444444444,45.29388888888889,2004-08-01T21:00:00,1,,16.6,,,17,8,,,,L'ACADIE,,ND,M,702LED4,,,1,25.9,29,,2004-08-01 16:00:00,,16,NA,702LED4.2004.8.1.16,57,2004,QC,M,2004,8,,31
-73.34944444444444,45.29388888888889,2004-08-01T22:00:00,1,,15.6,,,13,8,,,,L'ACADIE,,ND,M,702LED4,,,1,25.7,28,,2004-08-01 17:00:00,,17,NA,702LED4.2004.8.1.17,54,2004,QC,M,2004,8,,30
-73.34944444444444,45.29388888888889,2004-08-01T23:00:00,1,,16.2,,,9,8,,,,L'ACADIE,,ND,M,702LED4,,,1,24.9,28,,2004-08-01 18:00:00,,18,NA,702LED4.2004.8.1.18,58,2004,QC,M,2004,8,,30
-73.34944444444444,45.29388888888889,2004-08-02T00:00:00,2,,17.5,,,4,8,,,,L'ACADIE,,ND,M,702LED4,,,1,23.0,26,,2004-08-01 19:00:00,,19,NA,702LED4.2004.8.1.19,71,2004,QC,M,2004,8,,29
-73.34944444444444,45.29388888888889,2004-08-02T01:00:00,2,,17.0,,,4,8,,,,L'ACADIE,,ND,M,702LED4,,,1,19.9,22,,2004-08-01 20:00:00,,20,NA,702LED4.2004.8.1.20,83,2004,QC,M,2004,8,,
-73.34944444444444,45.29388888888889,2004-08-02T02:00:00,2,,16.6,,,6,8,,,,L'ACADIE,,ND,M,702LED4,,,1,19.4,24,,2004-08-01 21:00:00,,21,NA,702LED4.2004.8.1.21,84,2004,QC,M,2004,8,,
-73.34944444444444,45.29388888888889,2004-08-02T03:00:00,2,,16.0,,,6,8,,,,L'ACADIE,,ND,M,702LED4,,,1,17.1,21,,2004-08-01 22:00:00,,22,NA,702LED4.2004.8.1.22,93,2004,QC,M,2004,8,,
-73.34944444444444,45.29388888888889,2004-08-02T04:00:00,2,,16.3,,,6,8,,,,L'ACADIE,,ND,M,702LED4,,,1,17.8,25,,2004-08-01 23:00:00,,23,NA,702LED4.2004.8.1.23,91,2004,QC,M,2004,8,,
-73.34944444444444,45.29388888888889,2004-08-02T05:00:00,2,,15.7,,,6,8,,,,L'ACADIE,,ND,M,702LED4,,,2,16.6,23,,2004-08-02 00:00:00,,0,NA,702LED4.2004.8.2.0,94,2004,QC,M,2004,8,,
-73.34944444444444,45.29388888888889,2004-08-02T06:00:00,2,,16.0,,,6,8,,,,L'ACADIE,,ND,M,702LED4,,,2,17.1,25,,2004-08-02 01:00:00,,1,NA,702LED4.2004.8.2.1,93,2004,QC,M,2004,8,,
-73.34944444444444,45.29388888888889,2004-08-02T07:00:00,2,,15.8,,,6,8,,,,L'ACADIE,,ND,M,702LED4,,,2,17.1,25,,2004-08-02 02:00:00,,2,NA,702LED4.2004.8.2.2,92,2004,QC,M,2004,8,,
-73.34944444444444,45.29388888888889,2004-08-02T08:00:00,2,,16.2,,,4,8,,,,L'ACADIE,,ND,M,702LED4,,,2,17.3,25,,2004-08-02 03:00:00,,3,NA,702LED4.2004.8.2.3,93,2004,QC,M,2004,8,,
-73.34944444444444,45.29388888888889,2004-08-02T09:00:00,2,,15.4,,,6,8,,,,L'ACADIE,,ND,M,702LED4,,,2,16.2,24,,2004-08-02 04:00:00,,4,NA,702LED4.2004.8.2.4,95,2004,QC,M,2004,8,,
-73.34944444444444,45.29388888888889,2004-08-02T10:00:00,2,,15.3,,,6,8,,,,L'ACADIE,,ND,M,702LED4,,,2,16.4,24,,2004-08-02 05:00:00,,5,NA,702LED4.2004.8.2.5,93,2004,QC,M,2004,8,,
-73.34944444444444,45.29388888888889,2004-08-02T11:00:00,2,,16.4,,,6,8,,,,L'ACADIE,,ND,M,702LED4,,,2,18.1,26,,2004-08-02 06:00:00,,6,NA,702LED4.2004.8.2.6,90,2004,QC,M,2004,8,,
-73.34944444444444,45.29388888888889,2004-08-02T12:00:00,2,,17.5,,,9,8,,,,L'ACADIE,,ND,M,702LED4,,,2,20.1,27,,2004-08-02 07:00:00,,7,NA,702LED4.2004.8.2.7,85,2004,QC,M,2004,8,,26
-73.34944444444444,45.29388888888889,2004-08-02T13:00:00,2,,17.6,,,9,8,,,,L'ACADIE,,ND,M,702LED4,,,2,21.4,27,,2004-08-02 08:00:00,,8,NA,702LED4.2004.8.2.8,79,2004,QC,M,2004,8,,27
-73.34944444444444,45.29388888888889,2004-08-02T14:00:00,2,,17.9,,,11,8,,,,L'ACADIE,,ND,M,702LED4,,,2,23.1,22,,2004-08-02 09:00:00,,9,NA,702LED4.2004.8.2.9,73,2004,QC,M,2004,8,,29
-73.34944444444444,45.29388888888889,2004-08-02T15:00:00,2,,16.7,,,11,8,,,,L'ACADIE,,ND,M,702LED4,,,2,24.5,24,,2004-08-02 10:00:00,,10,NA,702LED4.2004.8.2.10,62,2004,QC,M,2004,8,,30
-73.34944444444444,45.29388888888889,2004-08-02T16:00:00,2,,17.9,,,13,8,,,,L'ACADIE,,ND,M,702LED4,,,2,25.7,24,,2004-08-02 11:00:00,,11,NA,702LED4.2004.8.2.11,62,2004,QC,M,2004,8,,32
