x,y,DEW_POINT_TEMP,RELATIVE_HUMIDITY_FLAG,UTC_DAY,TEMP,UTC_DATE,LOCAL_HOUR,PRECIP_AMOUNT_FLAG,WIND_DIRECTION_FLAG,PRECIP_AMOUNT,WIND_SPEED_FLAG,LOCAL_DAY,WEATHER_FRE_DESC,STATION_NAME,UTC_MONTH,STATION_PRESSURE_FLAG,HUMIDEX,DEW_POINT_TEMP_FLAG,UTC_YEAR,LOCAL_YEAR,VISIBILITY_FLAG,PROVINCE_CODE,STATION_PRESSURE,HUMIDEX_FLAG,LOCAL_MONTH,CLIMATE_IDENTIFIER,TEMP_FLAG,RELATIVE_HUMIDITY,WINDCHILL,WEATHER_ENG_DESC,WINDCHILL_FLAG,ID,VISIBILITY,LOCAL_DATE,WIND_SPEED,WIND_DIRECTION
-73.34944444444444,45.29388888888889,-21.5,,2,-18.3,1994-02-02T04:00:00,23,,,,,1,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,76,-27,NA,,702LED4.1994.2.1.23,,1994-02-01 23:00:00,15,19
-73.34944444444444,45.29388888888889,-21.1,,2,-17.9,1994-02-02T05:00:00,0,,,,,2,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,76,-28,NA,,702LED4.1994.2.2.0,,1994-02-02 00:00:00,19,20
-73.34944444444444,45.29388888888889,-20.7,,2,-17.4,1994-02-02T06:00:00,1,,,,,2,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,75,-26,NA,,702LED4.1994.2.2.1,,1994-02-02 01:00:00,17,20
-73.34944444444444,45.29388888888889,-22.3,,2,-19.5,1994-02-02T07:00:00,2,,,,,2,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,78,-28,NA,,702LED4.1994.2.2.2,,1994-02-02 02:00:00,15,19
-73.34944444444444,45.29388888888889,-22.3,,2,-19.4,1994-02-02T08:00:00,3,,,,,2,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,78,-27,NA,,702LED4.1994.2.2.3,,1994-02-02 03:00:00,11,19
-73.34944444444444,45.29388888888889,-23.7,,2,-21.0,1994-02-02T09:00:00,4,,,,,2,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,79,-29,NA,,702LED4.1994.2.2.4,,1994-02-02 04:00:00,11,18
-73.34944444444444,45.29388888888889,-22.2,,2,-19.4,1994-02-02T10:00:00,5,,,,,2,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,78,-26,NA,,702LED4.1994.2.2.5,,1994-02-02 05:00:00,9,17
-73.34944444444444,45.29388888888889,-23.6,,2,-21.0,1994-02-02T11:00:00,6,,,,,2,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,80,-29,NA,,702LED4.1994.2.2.6,,1994-02-02 06:00:00,11,17
-73.34944444444444,45.29388888888889,-23.6,,2,-21.3,1994-02-02T12:00:00,7,,,,,2,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,82,-29,NA,,702LED4.1994.2.2.7,,1994-02-02 07:00:00,11,16
-73.34944444444444,45.29388888888889,-21.1,,2,-18.7,1994-02-02T13:00:00,8,,,,,2,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,81,-27,NA,,702LED4.1994.2.2.8,,1994-02-02 08:00:00,15,18
-73.34944444444444,45.29388888888889,-20.0,,2,-17.2,1994-02-02T14:00:00,9,,,,,2,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,79,-26,NA,,702LED4.1994.2.2.9,,1994-02-02 09:00:00,17,19
-73.34944444444444,45.29388888888889,-17.7,,2,-14.3,1994-02-02T15:00:00,10,,,,,2,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,75,-24,NA,,702LED4.1994.2.2.10,,1994-02-02 10:00:00,22,18
-73.34944444444444,45.29388888888889,-16.9,,2,-12.7,1994-02-02T16:00:00,11,,,,,2,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,71,-22,NA,,702LED4.1994.2.2.11,,1994-02-02 11:00:00,24,17
-73.34944444444444,45.29388888888889,-16.6,,2,-11.5,1994-02-02T17:00:00,12,,,,,2,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,66,-20,NA,,702LED4.1994.2.2.12,,1994-02-02 12:00:00,20,16
-73.34944444444444,45.29388888888889,-16.0,,2,-10.6,1994-02-02T18:00:00,13,,,,,2,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,64,-18,NA,,702LED4.1994.2.2.13,,1994-02-02 13:00:00,17,17
-73.34944444444444,45.29388888888889,-15.3,,2,-9.9,1994-02-02T19:00:00,14,,,,,2,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,65,-16,NA,,702LED4.1994.2.2.14,,1994-02-02 14:00:00,13,17
-73.34944444444444,45.29388888888889,-15.6,,2,-9.6,1994-02-02T20:00:00,15,,,,,2,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,62,-16,NA,,702LED4.1994.2.2.15,,1994-02-02 15:00:00,13,17
-73.34944444444444,45.29388888888889,-15.9,,2,-10.4,1994-02-02T21:00:00,16,,,,,2,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,64,-15,NA,,702LED4.1994.2.2.16,,1994-02-02 16:00:00,9,17
-73.34944444444444,45.29388888888889,-17.3,,2,-12.1,1994-02-02T22:00:00,17,,,,,2,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,65,-17,NA,,702LED4.1994.2.2.17,,1994-02-02 17:00:00,9,16
-73.34944444444444,45.29388888888889,-17.9,,2,-12.7,1994-02-02T23:00:00,18,,,,,2,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,65,-17,NA,,702LED4.1994.2.2.18,,1994-02-02 18:00:00,6,16
-73.34944444444444,45.29388888888889,-18.2,,3,-14.5,1994-02-03T00:00:00,19,,,,,2,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,73,-19,NA,,702LED4.1994.2.2.19,,1994-02-02 19:00:00,6,16
-73.34944444444444,45.29388888888889,-19.0,,3,-15.9,1994-02-03T01:00:00,20,,,,,2,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,77,-20,NA,,702LED4.1994.2.2.20,,1994-02-02 20:00:00,6,12
-73.34944444444444,45.29388888888889,-18.9,,3,-15.2,1994-02-03T02:00:00,21,,,,,2,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,73,-23,NA,,702LED4.1994.2.2.21,,1994-02-02 21:00:00,15,13
-73.34944444444444,45.29388888888889,-19.5,,3,-15.0,1994-02-03T03:00:00,22,,,,,2,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,68,-22,NA,,702LED4.1994.2.2.22,,1994-02-02 22:00:00,11,14
-73.34944444444444,45.29388888888889,-20.1,,3,-15.8,1994-02-03T04:00:00,23,,,,,2,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,69,-23,NA,,702LED4.1994.2.2.23,,1994-02-02 23:00:00,11,14
-73.34944444444444,45.29388888888889,-20.0,,3,-16.0,1994-02-03T05:00:00,0,,,,,3,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,71,-24,NA,,702LED4.1994.2.3.0,,1994-02-03 00:00:00,13,14
-73.34944444444444,45.29388888888889,-19.7,,3,-15.3,1994-02-03T06:00:00,1,,,,,3,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,69,-23,NA,,702LED4.1994.2.3.1,,1994-02-03 01:00:00,15,15
-73.34944444444444,45.29388888888889,-19.8,,3,-15.7,1994-02-03T07:00:00,2,,,,,3,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,71,-24,NA,,702LED4.1994.2.3.2,,1994-02-03 02:00:00,17,16
-73.34944444444444,45.29388888888889,-19.3,,3,-14.6,1994-02-03T08:00:00,3,,,,,3,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,67,-24,NA,,702LED4.1994.2.3.3,,1994-02-03 03:00:00,22,17
-73.34944444444444,45.29388888888889,-18.8,,3,-13.8,1994-02-03T09:00:00,4,,,,,3,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,66,-23,NA,,702LED4.1994.2.3.4,,1994-02-03 04:00:00,22,16
-73.34944444444444,45.29388888888889,-18.5,,3,-13.0,1994-02-03T10:00:00,5,,,,,3,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,63,-23,NA,,702LED4.1994.2.3.5,,1994-02-03 05:00:00,30,16
-73.34944444444444,45.29388888888889,-17.5,,3,-12.2,1994-02-03T11:00:00,6,,,,,3,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,65,-22,NA,,702LED4.1994.2.3.6,,1994-02-03 06:00:00,26,16
-73.34944444444444,45.29388888888889,-17.6,,3,-12.0,1994-02-03T12:00:00,7,,,,,3,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,63,-23,NA,,702LED4.1994.2.3.7,,1994-02-03 07:00:00,35,16
-73.34944444444444,45.29388888888889,-17.1,,3,-11.5,1994-02-03T13:00:00,8,,,,,3,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,63,-23,NA,,702LED4.1994.2.3.8,,1994-02-03 08:00:00,39,17
-73.34944444444444,45.29388888888889,-15.2,,3,-11.2,1994-02-03T14:00:00,9,,,,,3,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,72,-22,NA,,702LED4.1994.2.3.9,,1994-02-03 09:00:00,35,17
-73.34944444444444,45.29388888888889,-15.0,,3,-10.0,1994-02-03T15:00:00,10,,,,,3,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,67,-20,NA,,702LED4.1994.2.3.10,,1994-02-03 10:00:00,37,18
-73.34944444444444,45.29388888888889,-14.4,,3,-9.2,1994-02-03T16:00:00,11,,,,,3,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,66,-19,NA,,702LED4.1994.2.3.11,,1994-02-03 11:00:00,32,18
-73.34944444444444,45.29388888888889,-11.5,,3,-9.0,1994-02-03T17:00:00,12,,,,,3,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,82,-18,NA,,702LED4.1994.2.3.12,,1994-02-03 12:00:00,30,17
-73.34944444444444,45.29388888888889,-10.3,,3,-9.1,1994-02-03T18:00:00,13,,,,,3,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,91,-17,NA,,702LED4.1994.2.3.13,,1994-02-03 13:00:00,19,21
-73.34944444444444,45.29388888888889,-9.9,,3,-6.8,1994-02-03T19:00:00,14,,,,,3,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,79,-14,NA,,702LED4.1994.2.3.14,,1994-02-03 14:00:00,19,28
-73.34944444444444,45.29388888888889,-12.9,,3,-7.0,1994-02-03T20:00:00,15,,,,,3,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,63,-16,NA,,702LED4.1994.2.3.15,,1994-02-03 15:00:00,30,26
-73.34944444444444,45.29388888888889,-15.6,,3,-8.3,1994-02-03T21:00:00,16,,,,,3,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,56,-16,NA,,702LED4.1994.2.3.16,,1994-02-03 16:00:00,24,26
-73.34944444444444,45.29388888888889,-16.4,,3,-8.9,1994-02-03T22:00:00,17,,,,,3,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,55,-18,NA,,702LED4.1994.2.3.17,,1994-02-03 17:00:00,26,27
-73.34944444444444,45.29388888888889,-17.5,,3,-9.7,1994-02-03T23:00:00,18,,,,,3,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,53,-17,NA,,702LED4.1994.2.3.18,,1994-02-03 18:00:00,20,26
-73.34944444444444,45.29388888888889,-18.1,,4,-11.5,1994-02-04T00:00:00,19,,,,,3,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,58,-19,NA,,702LED4.1994.2.3.19,,1994-02-03 19:00:00,15,24
-73.34944444444444,45.29388888888889,-18.2,,4,-10.4,1994-02-04T01:00:00,20,,,,,3,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,53,-19,NA,,702LED4.1994.2.3.20,,1994-02-03 20:00:00,24,23
-73.34944444444444,45.29388888888889,-16.8,,4,-10.1,1994-02-04T02:00:00,21,,,,,3,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,58,-18,NA,,702LED4.1994.2.3.21,,1994-02-03 21:00:00,22,23
-73.34944444444444,45.29388888888889,-16.1,,4,-10.4,1994-02-04T03:00:00,22,,,,,3,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,63,-17,NA,,702LED4.1994.2.3.22,,1994-02-03 22:00:00,15,22
-73.34944444444444,45.29388888888889,-15.4,,4,-10.7,1994-02-04T04:00:00,23,,,,,3,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,68,-17,NA,,702LED4.1994.2.3.23,,1994-02-03 23:00:00,13,22
-73.34944444444444,45.29388888888889,-14.7,,4,-11.0,1994-02-04T05:00:00,0,,,,,4,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,74,-17,NA,,702LED4.1994.2.4.0,,1994-02-04 00:00:00,11,17
-73.34944444444444,45.29388888888889,-12.2,,4,-10.5,1994-02-04T06:00:00,1,,,,,4,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,87,-17,NA,,702LED4.1994.2.4.1,,1994-02-04 01:00:00,13,20
-73.34944444444444,45.29388888888889,-12.0,,4,-10.1,1994-02-04T07:00:00,2,,,,,4,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,86,-18,NA,,702LED4.1994.2.4.2,,1994-02-04 02:00:00,20,22
-73.34944444444444,45.29388888888889,-13.2,,4,-9.6,1994-02-04T08:00:00,3,,,,,4,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,75,-18,NA,,702LED4.1994.2.4.3,,1994-02-04 03:00:00,26,21
-73.34944444444444,45.29388888888889,-15.0,,4,-12.2,1994-02-04T09:00:00,4,,,,,4,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,80,-20,NA,,702LED4.1994.2.4.4,,1994-02-04 04:00:00,17,19
-73.34944444444444,45.29388888888889,-16.4,,4,-10.6,1994-02-04T10:00:00,5,,,,,4,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,62,-19,NA,,702LED4.1994.2.4.5,,1994-02-04 05:00:00,24,21
-73.34944444444444,45.29388888888889,-15.3,,4,-11.0,1994-02-04T11:00:00,6,,,,,4,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,71,-20,NA,,702LED4.1994.2.4.6,,1994-02-04 06:00:00,24,20
-73.34944444444444,45.29388888888889,-14.6,,4,-10.8,1994-02-04T12:00:00,7,,,,,4,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,74,-19,NA,,702LED4.1994.2.4.7,,1994-02-04 07:00:00,19,19
-73.34944444444444,45.29388888888889,-15.6,,4,-12.3,1994-02-04T13:00:00,8,,,,,4,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,76,-21,NA,,702LED4.1994.2.4.8,,1994-02-04 08:00:00,19,20
-73.34944444444444,45.29388888888889,-15.7,,4,-11.9,1994-02-04T14:00:00,9,,,,,4,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,73,-20,NA,,702LED4.1994.2.4.9,,1994-02-04 09:00:00,20,19
-73.34944444444444,45.29388888888889,-14.8,,4,-10.1,1994-02-04T15:00:00,10,,,,,4,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,68,-18,NA,,702LED4.1994.2.4.10,,1994-02-04 10:00:00,22,17
-73.34944444444444,45.29388888888889,-14.1,,4,-9.4,1994-02-04T16:00:00,11,,,,,4,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,69,-17,NA,,702LED4.1994.2.4.11,,1994-02-04 11:00:00,20,18
-73.34944444444444,45.29388888888889,-15.2,,4,-8.0,1994-02-04T17:00:00,12,,,,,4,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,56,-14,NA,,702LED4.1994.2.4.12,,1994-02-04 12:00:00,13,25
-73.34944444444444,45.29388888888889,-15.3,,4,-6.8,1994-02-04T18:00:00,13,,,,,4,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,51,-12,NA,,702LED4.1994.2.4.13,,1994-02-04 13:00:00,13,23
-73.34944444444444,45.29388888888889,-12.0,,4,-7.1,1994-02-04T19:00:00,14,,,,,4,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,68,-14,NA,,702LED4.1994.2.4.14,,1994-02-04 14:00:00,17,23
-73.34944444444444,45.29388888888889,-12.5,,4,-6.8,1994-02-04T20:00:00,15,,,,,4,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,64,-11,NA,,702LED4.1994.2.4.15,,1994-02-04 15:00:00,9,18
-73.34944444444444,45.29388888888889,-9.9,,4,-7.7,1994-02-04T21:00:00,16,,,,,4,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,84,-11,NA,,702LED4.1994.2.4.16,,1994-02-04 16:00:00,7,27
-73.34944444444444,45.29388888888889,-9.6,,4,-8.3,1994-02-04T22:00:00,17,,,,,4,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,90,-10,NA,,702LED4.1994.2.4.17,,1994-02-04 17:00:00,4,34
-73.34944444444444,45.29388888888889,-9.2,,4,-8.3,1994-02-04T23:00:00,18,,,,,4,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,93,,NA,,702LED4.1994.2.4.18,,1994-02-04 18:00:00,0,0
-73.34944444444444,45.29388888888889,-9.2,,5,-8.4,1994-02-05T00:00:00,19,,,,,4,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,94,-13,NA,,702LED4.1994.2.4.19,,1994-02-04 19:00:00,9,16
-73.34944444444444,45.29388888888889,-8.9,,5,-8.2,1994-02-05T01:00:00,20,,,,,4,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,95,-13,NA,,702LED4.1994.2.4.20,,1994-02-04 20:00:00,9,17
-73.34944444444444,45.29388888888889,-8.6,,5,-7.8,1994-02-05T02:00:00,21,,,,,4,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,94,-14,NA,,702LED4.1994.2.4.21,,1994-02-04 21:00:00,13,17
-73.34944444444444,45.29388888888889,-10.6,,5,-9.7,1994-02-05T03:00:00,22,,,,,4,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,93,-15,NA,,702LED4.1994.2.4.22,,1994-02-04 22:00:00,11,19
-73.34944444444444,45.29388888888889,-9.3,,5,-8.5,1994-02-05T04:00:00,23,,,,,4,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,94,-14,NA,,702LED4.1994.2.4.23,,1994-02-04 23:00:00,11,17
-73.34944444444444,45.29388888888889,-12.0,,5,-10.9,1994-02-05T05:00:00,0,,,,,5,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,92,-17,NA,,702LED4.1994.2.5.0,,1994-02-05 00:00:00,11,20
-73.34944444444444,45.29388888888889,-12.1,,5,-10.8,1994-02-05T06:00:00,1,,,,,5,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,90,-17,NA,,702LED4.1994.2.5.1,,1994-02-05 01:00:00,11,20
-73.34944444444444,45.29388888888889,-11.8,,5,-8.9,1994-02-05T07:00:00,2,,,,,5,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,79,-15,NA,,702LED4.1994.2.5.2,,1994-02-05 02:00:00,15,23
-73.34944444444444,45.29388888888889,-14.5,,5,-10.3,1994-02-05T08:00:00,3,,,,,5,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,71,-15,NA,,702LED4.1994.2.5.3,,1994-02-05 03:00:00,9,22
-73.34944444444444,45.29388888888889,-14.3,,5,-9.4,1994-02-05T09:00:00,4,,,,,5,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,67,-15,NA,,702LED4.1994.2.5.4,,1994-02-05 04:00:00,11,21
-73.34944444444444,45.29388888888889,-13.9,,5,-8.3,1994-02-05T10:00:00,5,,,,,5,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,64,-15,NA,,702LED4.1994.2.5.5,,1994-02-05 05:00:00,15,21
-73.34944444444444,45.29388888888889,-13.8,,5,-8.7,1994-02-05T11:00:00,6,,,,,5,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,67,-13,NA,,702LED4.1994.2.5.6,,1994-02-05 06:00:00,9,19
-73.34944444444444,45.29388888888889,-13.0,,5,-9.2,1994-02-05T12:00:00,7,,,,,5,ND,L'ACADIE,2,M,,,1994,1994,,QC,,,2,702LED4,,74,-13,NA,,702LED4.1994.2.5.7,,1994-02-05 07:00:00,7,18
