x,y,PROVINCE_CODE,WINDCHILL,VISIBILITY,LOCAL_DATE,UTC_MONTH,WIND_DIRECTION_FLAG,STATION_PRESSURE_FLAG,WIND_SPEED_FLAG,LOCAL_HOUR,UTC_YEAR,CLIMATE_IDENTIFIER,DEW_POINT_TEMP,UTC_DAY,DEW_POINT_TEMP_FLAG,RELATIVE_HUMIDITY,VISIBILITY_FLAG,PRECIP_AMOUNT,UTC_DATE,RELATIVE_HUMIDITY_FLAG,HUMIDEX,TEMP_FLAG,TEMP,LOCAL_DAY,STATION_PRESSURE,PRECIP_AMOUNT_FLAG,WEATHER_ENG_DESC,WINDCHILL_FLAG,HUMIDEX_FLAG,LOCAL_MONTH,WEATHER_FRE_DESC,STATION_NAME,WIND_DIRECTION,ID,WIND_SPEED,LOCAL_YEAR
-73.34944444444444,45.29388888888889,QC,,,1996-06-06 11:00:00,6,,M,,11,1996,702LED4,13.2,6,,74,M,,1996-06-06T16:00:00,,,,17.9,6,,,NA,,,6,ND,L'ACADIE,27,702LED4.1996.6.6.11,11,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-06 12:00:00,6,,M,,12,1996,702LED4,13.0,6,,65,M,,1996-06-06T17:00:00,,,,19.7,6,,,NA,,,6,ND,L'ACADIE,26,702LED4.1996.6.6.12,11,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-06 13:00:00,6,,M,,13,1996,702LED4,12.0,6,,57,M,,1996-06-06T18:00:00,,,,20.8,6,,,NA,,,6,ND,L'ACADIE,25,702LED4.1996.6.6.13,15,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-06 14:00:00,6,,M,,14,1996,702LED4,11.3,6,,54,M,,1996-06-06T19:00:00,,,,21.1,6,,,NA,,,6,ND,L'ACADIE,28,702LED4.1996.6.6.14,17,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-06 15:00:00,6,,M,,15,1996,702LED4,11.4,6,,52,M,,1996-06-06T20:00:00,,,,21.6,6,,,NA,,,6,ND,L'ACADIE,28,702LED4.1996.6.6.15,19,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-06 16:00:00,6,,M,,16,1996,702LED4,10.6,6,,51,M,,1996-06-06T21:00:00,,,,21.2,6,,,NA,,,6,ND,L'ACADIE,28,702LED4.1996.6.6.16,15,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-06 17:00:00,6,,M,,17,1996,702LED4,11.1,6,,52,M,,1996-06-06T22:00:00,,,,21.2,6,,,NA,,,6,ND,L'ACADIE,27,702LED4.1996.6.6.17,11,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-06 18:00:00,6,,M,,18,1996,702LED4,11.9,6,,56,M,,1996-06-06T23:00:00,,,,21.1,6,,,NA,,,6,ND,L'ACADIE,26,702LED4.1996.6.6.18,7,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-06 19:00:00,6,,M,,19,1996,702LED4,12.4,7,,62,M,,1996-06-07T00:00:00,,,,19.9,6,,,NA,,,6,ND,L'ACADIE,30,702LED4.1996.6.6.19,4,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-06 20:00:00,6,,M,,20,1996,702LED4,13.6,7,,74,M,,1996-06-07T01:00:00,,,,18.3,6,,,NA,,,6,ND,L'ACADIE,0,702LED4.1996.6.6.20,0,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-06 21:00:00,6,,M,,21,1996,702LED4,14.0,7,,81,M,,1996-06-07T02:00:00,,,,17.2,6,,,NA,,,6,ND,L'ACADIE,7,702LED4.1996.6.6.21,4,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-06 22:00:00,6,,M,,22,1996,702LED4,14.1,7,,86,M,,1996-06-07T03:00:00,,,,16.4,6,,,NA,,,6,ND,L'ACADIE,13,702LED4.1996.6.6.22,4,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-06 23:00:00,6,,M,,23,1996,702LED4,13.6,7,,78,M,,1996-06-07T04:00:00,,,,17.5,6,,,NA,,,6,ND,L'ACADIE,13,702LED4.1996.6.6.23,6,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-07 00:00:00,6,,M,,0,1996,702LED4,13.8,7,,80,M,,1996-06-07T05:00:00,,,,17.3,7,,,NA,,,6,ND,L'ACADIE,0,702LED4.1996.6.7.0,0,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-07 01:00:00,6,,M,,1,1996,702LED4,13.9,7,,81,M,,1996-06-07T06:00:00,,,,17.2,7,,,NA,,,6,ND,L'ACADIE,12,702LED4.1996.6.7.1,4,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-07 02:00:00,6,,M,,2,1996,702LED4,14.2,7,,87,M,,1996-06-07T07:00:00,,,,16.3,7,,,NA,,,6,ND,L'ACADIE,0,702LED4.1996.6.7.2,0,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-07 03:00:00,6,,M,,3,1996,702LED4,14.4,7,,90,M,,1996-06-07T08:00:00,,,,16.1,7,,,NA,,,6,ND,L'ACADIE,24,702LED4.1996.6.7.3,4,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-07 04:00:00,6,,M,,4,1996,702LED4,14.4,7,,90,M,,1996-06-07T09:00:00,,,,16.0,7,,,NA,,,6,ND,L'ACADIE,30,702LED4.1996.6.7.4,4,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-07 05:00:00,6,,M,,5,1996,702LED4,14.6,7,,93,M,,1996-06-07T10:00:00,,,,15.7,7,,,NA,,,6,ND,L'ACADIE,19,702LED4.1996.6.7.5,7,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-07 06:00:00,6,,M,,6,1996,702LED4,14.5,7,,94,M,,1996-06-07T11:00:00,,,,15.4,7,,,NA,,,6,ND,L'ACADIE,16,702LED4.1996.6.7.6,4,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-07 07:00:00,6,,M,,7,1996,702LED4,15.0,7,,96,M,,1996-06-07T12:00:00,,,,15.6,7,,,NA,,,6,ND,L'ACADIE,0,702LED4.1996.6.7.7,0,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-07 08:00:00,6,,M,,8,1996,702LED4,15.5,7,,97,M,,1996-06-07T13:00:00,,,,16.0,7,,,NA,,,6,ND,L'ACADIE,13,702LED4.1996.6.7.8,6,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-07 09:00:00,6,,M,,9,1996,702LED4,15.2,7,,96,M,,1996-06-07T14:00:00,,,,15.9,7,,,NA,,,6,ND,L'ACADIE,18,702LED4.1996.6.7.9,13,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-07 10:00:00,6,,M,,10,1996,702LED4,15.3,7,,96,M,,1996-06-07T15:00:00,,,,16.0,7,,,NA,,,6,ND,L'ACADIE,20,702LED4.1996.6.7.10,17,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-07 11:00:00,6,,M,,11,1996,702LED4,15.7,7,,96,M,,1996-06-07T16:00:00,,,,16.4,7,,,NA,,,6,ND,L'ACADIE,20,702LED4.1996.6.7.11,17,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-07 12:00:00,6,,M,,12,1996,702LED4,15.9,7,,96,M,,1996-06-07T17:00:00,,,,16.6,7,,,NA,,,6,ND,L'ACADIE,20,702LED4.1996.6.7.12,19,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-07 13:00:00,6,,M,,13,1996,702LED4,16.3,7,,96,M,,1996-06-07T18:00:00,,,,17.0,7,,,NA,,,6,ND,L'ACADIE,20,702LED4.1996.6.7.13,15,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-07 14:00:00,6,,M,,14,1996,702LED4,15.5,7,,97,M,,1996-06-07T19:00:00,,,,15.9,7,,,NA,,,6,ND,L'ACADIE,35,702LED4.1996.6.7.14,6,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-07 15:00:00,6,,M,,15,1996,702LED4,15.1,7,,97,M,,1996-06-07T20:00:00,,,,15.6,7,,,NA,,,6,ND,L'ACADIE,2,702LED4.1996.6.7.15,9,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-07 16:00:00,6,,M,,16,1996,702LED4,15.1,7,,96,M,,1996-06-07T21:00:00,,,,15.7,7,,,NA,,,6,ND,L'ACADIE,4,702LED4.1996.6.7.16,7,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-07 17:00:00,6,,M,,17,1996,702LED4,15.4,7,,96,M,,1996-06-07T22:00:00,,,,16.1,7,,,NA,,,6,ND,L'ACADIE,35,702LED4.1996.6.7.17,6,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-07 18:00:00,6,,M,,18,1996,702LED4,15.5,7,,96,M,,1996-06-07T23:00:00,,,,16.1,7,,,NA,,,6,ND,L'ACADIE,34,702LED4.1996.6.7.18,6,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-07 19:00:00,6,,M,,19,1996,702LED4,15.1,8,,96,M,,1996-06-08T00:00:00,,,,15.8,7,,,NA,,,6,ND,L'ACADIE,0,702LED4.1996.6.7.19,0,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-07 20:00:00,6,,M,,20,1996,702LED4,15.1,8,,97,M,,1996-06-08T01:00:00,,,,15.6,7,,,NA,,,6,ND,L'ACADIE,0,702LED4.1996.6.7.20,0,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-07 21:00:00,6,,M,,21,1996,702LED4,15.2,8,,97,M,,1996-06-08T02:00:00,,,,15.6,7,,,NA,,,6,ND,L'ACADIE,34,702LED4.1996.6.7.21,6,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-07 22:00:00,6,,M,,22,1996,702LED4,14.9,8,,97,M,,1996-06-08T03:00:00,,,,15.3,7,,,NA,,,6,ND,L'ACADIE,34,702LED4.1996.6.7.22,7,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-07 23:00:00,6,,M,,23,1996,702LED4,14.7,8,,97,M,,1996-06-08T04:00:00,,,,15.2,7,,,NA,,,6,ND,L'ACADIE,4,702LED4.1996.6.7.23,4,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-08 00:00:00,6,,M,,0,1996,702LED4,14.6,8,,97,M,,1996-06-08T05:00:00,,,,15.0,8,,,NA,,,6,ND,L'ACADIE,0,702LED4.1996.6.8.0,0,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-08 01:00:00,6,,M,,1,1996,702LED4,14.4,8,,96,M,,1996-06-08T06:00:00,,,,15.0,8,,,NA,,,6,ND,L'ACADIE,0,702LED4.1996.6.8.1,0,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-08 02:00:00,6,,M,,2,1996,702LED4,14.4,8,,97,M,,1996-06-08T07:00:00,,,,14.9,8,,,NA,,,6,ND,L'ACADIE,6,702LED4.1996.6.8.2,4,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-08 03:00:00,6,,M,,3,1996,702LED4,14.3,8,,97,M,,1996-06-08T08:00:00,,,,14.8,8,,,NA,,,6,ND,L'ACADIE,5,702LED4.1996.6.8.3,4,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-08 04:00:00,6,,M,,4,1996,702LED4,14.3,8,,97,M,,1996-06-08T09:00:00,,,,14.8,8,,,NA,,,6,ND,L'ACADIE,4,702LED4.1996.6.8.4,7,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-08 05:00:00,6,,M,,5,1996,702LED4,14.2,8,,97,M,,1996-06-08T10:00:00,,,,14.7,8,,,NA,,,6,ND,L'ACADIE,6,702LED4.1996.6.8.5,6,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-08 06:00:00,6,,M,,6,1996,702LED4,13.8,8,,97,M,,1996-06-08T11:00:00,,,,14.3,8,,,NA,,,6,ND,L'ACADIE,2,702LED4.1996.6.8.6,9,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-08 07:00:00,6,,M,,7,1996,702LED4,13.7,8,,97,M,,1996-06-08T12:00:00,,,,14.1,8,,,NA,,,6,ND,L'ACADIE,2,702LED4.1996.6.8.7,6,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-08 08:00:00,6,,M,,8,1996,702LED4,13.4,8,,95,M,,1996-06-08T13:00:00,,,,14.2,8,,,NA,,,6,ND,L'ACADIE,2,702LED4.1996.6.8.8,6,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-08 09:00:00,6,,M,,9,1996,702LED4,12.1,8,,88,M,,1996-06-08T14:00:00,,,,14.1,8,,,NA,,,6,ND,L'ACADIE,4,702LED4.1996.6.8.9,11,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-08 10:00:00,6,,M,,10,1996,702LED4,12.9,8,,87,M,,1996-06-08T15:00:00,,,,15.0,8,,,NA,,,6,ND,L'ACADIE,4,702LED4.1996.6.8.10,11,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-08 11:00:00,6,,M,,11,1996,702LED4,13.4,8,,87,M,,1996-06-08T16:00:00,,,,15.6,8,,,NA,,,6,ND,L'ACADIE,5,702LED4.1996.6.8.11,11,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-08 12:00:00,6,,M,,12,1996,702LED4,14.5,8,,87,M,,1996-06-08T17:00:00,,,,16.6,8,,,NA,,,6,ND,L'ACADIE,5,702LED4.1996.6.8.12,11,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-08 13:00:00,6,,M,,13,1996,702LED4,14.6,8,,90,M,,1996-06-08T18:00:00,,,,16.3,8,,,NA,,,6,ND,L'ACADIE,2,702LED4.1996.6.8.13,13,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-08 14:00:00,6,,M,,14,1996,702LED4,14.3,8,,89,M,,1996-06-08T19:00:00,,,,16.2,8,,,NA,,,6,ND,L'ACADIE,2,702LED4.1996.6.8.14,13,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-08 15:00:00,6,,M,,15,1996,702LED4,14.8,8,,89,M,,1996-06-08T20:00:00,,,,16.6,8,,,NA,,,6,ND,L'ACADIE,3,702LED4.1996.6.8.15,11,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-08 16:00:00,6,,M,,16,1996,702LED4,15.6,8,,94,M,,1996-06-08T21:00:00,,,,16.5,8,,,NA,,,6,ND,L'ACADIE,3,702LED4.1996.6.8.16,9,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-08 17:00:00,6,,M,,17,1996,702LED4,15.7,8,,94,M,,1996-06-08T22:00:00,,,,16.7,8,,,NA,,,6,ND,L'ACADIE,4,702LED4.1996.6.8.17,9,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-08 18:00:00,6,,M,,18,1996,702LED4,15.5,8,,92,M,,1996-06-08T23:00:00,,,,16.8,8,,,NA,,,6,ND,L'ACADIE,5,702LED4.1996.6.8.18,6,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-08 19:00:00,6,,M,,19,1996,702LED4,15.2,9,,93,M,,1996-06-09T00:00:00,,,,16.3,8,,,NA,,,6,ND,L'ACADIE,1,702LED4.1996.6.8.19,7,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-08 20:00:00,6,,M,,20,1996,702LED4,15.3,9,,95,M,,1996-06-09T01:00:00,,,,16.1,8,,,NA,,,6,ND,L'ACADIE,3,702LED4.1996.6.8.20,6,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-08 21:00:00,6,,M,,21,1996,702LED4,14.7,9,,95,M,,1996-06-09T02:00:00,,,,15.5,8,,,NA,,,6,ND,L'ACADIE,5,702LED4.1996.6.8.21,13,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-08 22:00:00,6,,M,,22,1996,702LED4,14.8,9,,94,M,,1996-06-09T03:00:00,,,,15.7,8,,,NA,,,6,ND,L'ACADIE,4,702LED4.1996.6.8.22,11,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-08 23:00:00,6,,M,,23,1996,702LED4,14.8,9,,93,M,,1996-06-09T04:00:00,,,,15.9,8,,,NA,,,6,ND,L'ACADIE,4,702LED4.1996.6.8.23,9,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-09 00:00:00,6,,M,,0,1996,702LED4,14.5,9,,88,M,,1996-06-09T05:00:00,,,,16.5,9,,,NA,,,6,ND,L'ACADIE,5,702LED4.1996.6.9.0,9,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-09 01:00:00,6,,M,,1,1996,702LED4,14.8,9,,91,M,,1996-06-09T06:00:00,,,,16.3,9,,,NA,,,6,ND,L'ACADIE,4,702LED4.1996.6.9.1,11,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-09 02:00:00,6,,M,,2,1996,702LED4,14.9,9,,93,M,,1996-06-09T07:00:00,,,,16.1,9,,,NA,,,6,ND,L'ACADIE,5,702LED4.1996.6.9.2,6,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-09 03:00:00,6,,M,,3,1996,702LED4,14.8,9,,94,M,,1996-06-09T08:00:00,,,,15.8,9,,,NA,,,6,ND,L'ACADIE,4,702LED4.1996.6.9.3,6,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-09 04:00:00,6,,M,,4,1996,702LED4,14.6,9,,92,M,,1996-06-09T09:00:00,,,,15.9,9,,,NA,,,6,ND,L'ACADIE,4,702LED4.1996.6.9.4,4,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-09 05:00:00,6,,M,,5,1996,702LED4,14.7,9,,92,M,,1996-06-09T10:00:00,,,,16.0,9,,,NA,,,6,ND,L'ACADIE,4,702LED4.1996.6.9.5,7,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-09 06:00:00,6,,M,,6,1996,702LED4,14.3,9,,94,M,,1996-06-09T11:00:00,,,,15.3,9,,,NA,,,6,ND,L'ACADIE,1,702LED4.1996.6.9.6,6,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-09 07:00:00,6,,M,,7,1996,702LED4,14.8,9,,93,M,,1996-06-09T12:00:00,,,,15.9,9,,,NA,,,6,ND,L'ACADIE,2,702LED4.1996.6.9.7,7,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-09 08:00:00,6,,M,,8,1996,702LED4,15.2,9,,92,M,,1996-06-09T13:00:00,,,,16.5,9,,,NA,,,6,ND,L'ACADIE,4,702LED4.1996.6.9.8,7,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-09 09:00:00,6,,M,,9,1996,702LED4,15.9,9,,94,M,,1996-06-09T14:00:00,,,,16.8,9,,,NA,,,6,ND,L'ACADIE,6,702LED4.1996.6.9.9,7,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-09 10:00:00,6,,M,,10,1996,702LED4,16.8,9,,88,M,,1996-06-09T15:00:00,,,,18.8,9,,,NA,,,6,ND,L'ACADIE,4,702LED4.1996.6.9.10,6,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-09 11:00:00,6,,M,,11,1996,702LED4,16.7,9,,88,M,,1996-06-09T16:00:00,,,,18.7,9,,,NA,,,6,ND,L'ACADIE,6,702LED4.1996.6.9.11,6,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-09 12:00:00,6,,M,,12,1996,702LED4,16.9,9,,86,M,,1996-06-09T17:00:00,,,,19.3,9,,,NA,,,6,ND,L'ACADIE,6,702LED4.1996.6.9.12,6,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-09 13:00:00,6,,M,,13,1996,702LED4,17.4,9,,85,M,,1996-06-09T18:00:00,,26,,20.0,9,,,NA,,,6,ND,L'ACADIE,13,702LED4.1996.6.9.13,6,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-09 14:00:00,6,,M,,14,1996,702LED4,18.2,9,,85,M,,1996-06-09T19:00:00,,27,,20.9,9,,,NA,,,6,ND,L'ACADIE,6,702LED4.1996.6.9.14,7,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-09 15:00:00,6,,M,,15,1996,702LED4,18.7,9,,84,M,,1996-06-09T20:00:00,,28,,21.6,9,,,NA,,,6,ND,L'ACADIE,9,702LED4.1996.6.9.15,6,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-09 16:00:00,6,,M,,16,1996,702LED4,18.9,9,,82,M,,1996-06-09T21:00:00,,29,,22.1,9,,,NA,,,6,ND,L'ACADIE,9,702LED4.1996.6.9.16,6,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-09 17:00:00,6,,M,,17,1996,702LED4,19.2,9,,83,M,,1996-06-09T22:00:00,,29,,22.2,9,,,NA,,,6,ND,L'ACADIE,10,702LED4.1996.6.9.17,6,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-09 18:00:00,6,,M,,18,1996,702LED4,19.4,9,,85,M,,1996-06-09T23:00:00,,29,,22.0,9,,,NA,,,6,ND,L'ACADIE,10,702LED4.1996.6.9.18,4,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-09 19:00:00,6,,M,,19,1996,702LED4,19.6,10,,90,M,,1996-06-10T00:00:00,,29,,21.3,9,,,NA,,,6,ND,L'ACADIE,0,702LED4.1996.6.9.19,0,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-09 20:00:00,6,,M,,20,1996,702LED4,19.3,10,,91,M,,1996-06-10T01:00:00,,28,,20.8,9,,,NA,,,6,ND,L'ACADIE,6,702LED4.1996.6.9.20,4,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-09 21:00:00,6,,M,,21,1996,702LED4,19.3,10,,92,M,,1996-06-10T02:00:00,,28,,20.6,9,,,NA,,,6,ND,L'ACADIE,15,702LED4.1996.6.9.21,6,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-09 22:00:00,6,,M,,22,1996,702LED4,18.9,10,,93,M,,1996-06-10T03:00:00,,27,,20.0,9,,,NA,,,6,ND,L'ACADIE,16,702LED4.1996.6.9.22,11,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-09 23:00:00,6,,M,,23,1996,702LED4,18.9,10,,96,M,,1996-06-10T04:00:00,,,,19.6,9,,,NA,,,6,ND,L'ACADIE,15,702LED4.1996.6.9.23,11,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-10 00:00:00,6,,M,,0,1996,702LED4,18.5,10,,93,M,,1996-06-10T05:00:00,,,,19.6,10,,,NA,,,6,ND,L'ACADIE,16,702LED4.1996.6.10.0,19,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-10 01:00:00,6,,M,,1,1996,702LED4,18.4,10,,94,M,,1996-06-10T06:00:00,,,,19.4,10,,,NA,,,6,ND,L'ACADIE,16,702LED4.1996.6.10.1,11,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-10 02:00:00,6,,M,,2,1996,702LED4,18.1,10,,93,M,,1996-06-10T07:00:00,,,,19.2,10,,,NA,,,6,ND,L'ACADIE,14,702LED4.1996.6.10.2,6,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-10 03:00:00,6,,M,,3,1996,702LED4,17.8,10,,95,M,,1996-06-10T08:00:00,,,,18.7,10,,,NA,,,6,ND,L'ACADIE,14,702LED4.1996.6.10.3,9,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-10 04:00:00,6,,M,,4,1996,702LED4,17.4,10,,94,M,,1996-06-10T09:00:00,,,,18.4,10,,,NA,,,6,ND,L'ACADIE,14,702LED4.1996.6.10.4,11,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-10 05:00:00,6,,M,,5,1996,702LED4,17.3,10,,94,M,,1996-06-10T10:00:00,,,,18.3,10,,,NA,,,6,ND,L'ACADIE,15,702LED4.1996.6.10.5,13,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-10 06:00:00,6,,M,,6,1996,702LED4,17.9,10,,93,M,,1996-06-10T11:00:00,,,,19.1,10,,,NA,,,6,ND,L'ACADIE,17,702LED4.1996.6.10.6,15,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-10 07:00:00,6,,M,,7,1996,702LED4,18.2,10,,90,M,,1996-06-10T12:00:00,,,,19.9,10,,,NA,,,6,ND,L'ACADIE,18,702LED4.1996.6.10.7,17,1996
-73.34944444444444,45.29388888888889,QC,,,1996-06-10 08:00:00,6,,M,,8,1996,702LED4,18.7,10,,92,M,,1996-06-10T13:00:00,,27,,20.1,10,,,NA,,,6,ND,L'ACADIE,18,702LED4.1996.6.10.8,13,1996
